CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
00000000|000224000000000|69|7844|86642|9.05
00000000|000301000000000|01-187|29951|1806311|1.65
00000000|000301000000000|01-262|4950|1806311|0.27
00000000|000301000000000|01-343|3722|1806311|0.20
00000000|000301000000000|01-501|85650|1806311|4.74
00000000|000301000000000|01-502|568721|1806311|31.48
00000000|000301000000000|01-503|809535|1806311|44.81
00000000|000301000000000|01-504|136610|1806311|7.56
00000000|000301000000000|13|17032|1806311|0.94
00000000|000301000000000|5|16424|1806311|0.90
00000000|000301000000000|86|1885|1806311|0.10
00000000|000301000000000|87|56030|1806311|3.10
00000000|000301000000000|88|2031|1806311|0.11
00000000|000302000000000|02-207|12337|7359444|0.16
00000000|000302000000000|02-276|55028|7359444|0.74
00000000|000302000000000|02-309|8574|7359444|0.11
00000000|000302000000000|02-312|18749|7359444|0.25
00000000|000302000000000|02-314|6443|7359444|0.08
00000000|000302000000000|02-315|1424|7359444|0.01
00000000|000302000000000|02-503|3629354|7359444|49.31
00000000|000302000000000|02-816|16324|7359444|0.22
00000000|000302000000000|133|270901|7359444|3.68
00000000|000302000000000|135|2315828|7359444|31.46
00000000|000302000000000|137|501887|7359444|6.81
00000000|000302000000000|79|7191|7359444|0.09
00000000|000303000000000|03-183|324|57586|0.56
00000000|000303000000000|03-198|176|57586|0.30
00000000|000303000000000|03-218|148|57586|0.25
00000000|000303000000000|03-501|482|57586|0.83
00000000|000303000000000|03-503|37516|57586|65.14
00000000|000303000000000|03-504|2639|57586|4.58
00000000|000303000000000|03-505|687|57586|1.19
00000000|000303000000000|03-506|16119|57586|27.99
00000000|000304000000000|04-217|48332|2001451|2.41
00000000|000304000000000|04-501|9231|2001451|0.46
00000000|000304000000000|04-502|823464|2001451|41.14
00000000|000304000000000|04-503|335460|2001451|16.76
00000000|000304000000000|04-504|60953|2001451|3.04
00000000|000304000000000|04-505|465216|2001451|23.24
00000000|000304000000000|04-506|103560|2001451|5.17
00000000|000304000000000|13|15839|2001451|0.79
00000000|000304000000000|23|2853|2001451|0.14
00000000|000304000000000|57|7288|2001451|0.36
00000000|000304000000000|87|41705|2001451|2.08
00000000|000305000000000|05-216|273|13325|2.04
00000000|000305000000000|05-501|9077|13325|68.12
00000000|000305000000000|05-502|3185|13325|23.90
00000000|000305000000000|05-503|420|13325|3.15
00000000|000306000000000|06-156|13893|387156|3.58
00000000|000306000000000|06-179|2100|387156|0.54
00000000|000306000000000|06-180|1420|387156|0.36
00000000|000306000000000|06-501|225755|387156|58.31
00000000|000306000000000|06-502|2324|387156|0.60
00000000|000306000000000|06-503|100398|387156|25.93
00000000|000306000000000|06-504|9687|387156|2.50
00000000|000306000000000|33|3641|387156|0.94
00000000|000306000000000|71|5641|387156|1.45
00000000|000307000000000|07-151|5646|248622|2.27
00000000|000307000000000|07-152|15972|248622|6.42
00000000|000307000000000|07-501|102214|248622|41.11
00000000|000307000000000|07-502|27152|248622|10.92
00000000|000307000000000|07-503|57903|248622|23.28
00000000|000307000000000|07-504|9752|248622|3.92
00000000|000308000000000|08-501|342117|775033|44.14
00000000|000308000000000|08-502|282477|775033|36.44
00000000|000308000000000|13|7096|775033|0.91
00000000|000308000000000|50|67260|775033|8.67
00000000|000308000000000|68|17473|775033|2.25
00000000|000309000000000|09-501|188020|292642|64.24
00000000|000309000000000|09-502|10668|292642|3.64
00000000|000309000000000|09-503|75020|292642|25.63
00000000|000309000000000|38|2701|292642|0.92
00000000|000310000000000|10-501|143672|307365|46.74
00000000|000310000000000|10-502|85940|307365|27.96
00000000|000310000000000|10-503|25784|307365|8.38
00000000|000310000000000|10-504|14992|307365|4.87
00000000|000310000000000|33|3648|307365|1.18
00000000|000311000000000|11-501|102550|203964|50.27
00000000|000311000000000|11-502|67631|203964|33.15
00000000|000311000000000|11-503|4705|203964|2.30
00000000|000311000000000|13|2421|203964|1.18
00000000|000311000000000|50|15272|203964|7.48
00000000|000312000000000|12-501|3949|175849|2.24
00000000|000312000000000|12-502|57451|175849|32.67
00000000|000312000000000|12-503|89327|175849|50.79
00000000|000312000000000|13|1460|175849|0.83
00000000|000312000000000|33|137|175849|0.07
00000000|000312000000000|82|4501|175849|2.55
00000000|000313000000000|13-222|96214|1046462|9.19
00000000|000313000000000|13-501|46149|1046462|4.41
00000000|000313000000000|13-502|418124|1046462|39.95
00000000|000313000000000|13-503|409238|1046462|39.10
00000000|000314000000000|14-501|143158|615709|23.25
00000000|000314000000000|14-502|218984|615709|35.56
00000000|000314000000000|14-503|160326|615709|26.03
00000000|000314000000000|50|20053|615709|3.25
00000000|000314000000000|71|7600|615709|1.23
00000000|000315000000000|13|3547|334341|1.06
00000000|000315000000000|15-151|62324|334341|18.64
00000000|000315000000000|15-501|79995|334341|23.92
00000000|000315000000000|15-502|17572|334341|5.25
00000000|000315000000000|15-503|117488|334341|35.14
00000000|000315000000000|15-504|17251|334341|5.15
00000000|000316000000000|13|3744|358863|1.04
00000000|000316000000000|16-169|82813|358863|23.07
00000000|000316000000000|16-501|51072|358863|14.23
00000000|000316000000000|16-502|158582|358863|44.19
00000000|000316000000000|16-503|12444|358863|3.46
00000000|000317000000000|17-501|295022|607831|48.53
00000000|000317000000000|17-502|108840|607831|17.90
00000000|000317000000000|17-503|136745|607831|22.49
00000000|000317000000000|17-504|22328|607831|3.67
00000000|000317000000000|19|27648|607831|4.54
00000000|000318000000000|18-168|5705|403047|1.41
00000000|000318000000000|18-177|1057|403047|0.26
00000000|000318000000000|18-501|218438|403047|54.19
00000000|000318000000000|18-502|5870|403047|1.45
00000000|000318000000000|18-503|123648|403047|30.67
00000000|000318000000000|18-504|31175|403047|7.73
00000000|000319000000000|137|19958|262367|7.60
00000000|000319000000000|19-213|2337|262367|0.89
00000000|000319000000000|19-501|7899|262367|3.01
00000000|000319000000000|19-502|92195|262367|35.13
00000000|000319000000000|19-503|115147|262367|43.88
00000000|000320000000000|13|134|23669|0.56
00000000|000320000000000|20-176|1005|23669|4.24
00000000|000320000000000|20-501|568|23669|2.39
00000000|000320000000000|20-502|11775|23669|49.74
00000000|000320000000000|20-503|4187|23669|17.68
00000000|000321000000000|13|10151|1854166|0.54
00000000|000321000000000|21-177|1973|1854166|0.10
00000000|000321000000000|21-199|2227|1854166|0.12
00000000|000321000000000|21-501|60956|1854166|3.28
00000000|000321000000000|21-502|226712|1854166|12.22
00000000|000321000000000|21-503|41353|1854166|2.23
00000000|000321000000000|21-504|617205|1854166|33.28
00000000|000321000000000|21-505|787965|1854166|42.49
00000000|000321000000000|21-506|2686|1854166|0.14
00000000|000321000000000|36|3477|1854166|0.18
00000000|000321000000000|65|2850|1854166|0.15
00000000|000321000000000|87|52008|1854166|2.80
00000000|000322000000000|22-178|3555|523126|0.67
00000000|000322000000000|22-179|2535|523126|0.48
00000000|000322000000000|22-501|293662|523126|56.13
00000000|000322000000000|22-502|104697|523126|20.01
00000000|000322000000000|22-503|70018|523126|13.38
00000000|000322000000000|38|5388|523126|1.02
00000000|000322000000000|40|14431|523126|2.75
00000000|000322000000000|87|3686|523126|0.70
00000000|000323000000000|23-181|54796|902381|6.07
00000000|000323000000000|23-501|482289|902381|53.44
00000000|000323000000000|23-502|218442|902381|24.20
00000000|000323000000000|23-503|19349|902381|2.14
00000000|000323000000000|23-504|62100|902381|6.88
00000000|000324000000000|24-187|4490|87973|5.10
00000000|000324000000000|24-203|3060|87973|3.47
00000000|000324000000000|24-501|33792|87973|38.41
00000000|000324000000000|24-502|14159|87973|16.09
00000000|000324000000000|24-503|11628|87973|13.21
00000000|000324000000000|69|6048|87973|6.87
01|000100000000000|13|20266|1807988|1.12
01|000100000000000|131|21086|1807988|1.16
01|000100000000000|132|4919|1807988|0.27
01|000100000000000|133|71662|1807988|3.96
01|000100000000000|135|802838|1807988|44.40
01|000100000000000|136|604772|1807988|33.45
01|000100000000000|137|159121|1807988|8.80
01|000100000000000|36|2016|1807988|0.11
01|000100000000000|57|2273|1807988|0.12
01|000100000000000|87|64651|1807988|3.57
01|000201000000000|01-187|23231|1806698|1.28
01|000201000000000|01-262|4972|1806698|0.27
01|000201000000000|01-343|3708|1806698|0.20
01|000201000000000|01-501|76563|1806698|4.23
01|000201000000000|01-502|579737|1806698|32.08
01|000201000000000|01-503|817578|1806698|45.25
01|000201000000000|01-504|136569|1806698|7.55
01|000201000000000|13|17459|1806698|0.96
01|000201000000000|5|16367|1806698|0.90
01|000201000000000|86|1856|1806698|0.10
01|000201000000000|87|56857|1806698|3.14
01|000201000000000|88|1904|1806698|0.10
01|000301000000000|01-187|29951|1806311|1.65
01|000301000000000|01-262|4950|1806311|0.27
01|000301000000000|01-343|3722|1806311|0.20
01|000301000000000|01-501|85650|1806311|4.74
01|000301000000000|01-502|568721|1806311|31.48
01|000301000000000|01-503|809535|1806311|44.81
01|000301000000000|01-504|136610|1806311|7.56
01|000301000000000|13|17032|1806311|0.94
01|000301000000000|5|16424|1806311|0.90
01|000301000000000|86|1885|1806311|0.10
01|000301000000000|87|56030|1806311|3.10
01|000301000000000|88|2031|1806311|0.11
01|000501000000000|01-187|22001|1810291|1.21
01|000501000000000|01-501|73303|1810291|4.04
01|000501000000000|01-502|585145|1810291|32.32
01|000501000000000|01-503|835962|1810291|46.17
01|000501000000000|01-504|131812|1810291|7.28
01|000501000000000|13|16564|1810291|0.91
01|000501000000000|87|930|1810291|0.05
01|000501000000000|88|2099|1810291|0.11
02|000100000000000|13|57464|7384845|0.77
02|000100000000000|131|138319|7384845|1.87
02|000100000000000|132|18091|7384845|0.24
02|000100000000000|133|257049|7384845|3.48
02|000100000000000|135|2242926|7384845|30.37
02|000100000000000|136|3777749|7384845|51.15
02|000100000000000|137|575518|7384845|7.79
02|000100000000000|36|7166|7384845|0.09
02|000100000000000|57|4709|7384845|0.06
02|000100000000000|87|141784|7384845|1.91
02|000302000000000|02-207|12337|7359444|0.16
02|000302000000000|02-276|55028|7359444|0.74
02|000302000000000|02-309|8574|7359444|0.11
02|000302000000000|02-312|18749|7359444|0.25
02|000302000000000|02-314|6443|7359444|0.08
02|000302000000000|02-315|1424|7359444|0.01
02|000302000000000|02-503|3629354|7359444|49.31
02|000302000000000|02-816|16324|7359444|0.22
02|000302000000000|133|270901|7359444|3.68
02|000302000000000|135|2315828|7359444|31.46
02|000302000000000|137|501887|7359444|6.81
02|000302000000000|79|7191|7359444|0.09
02|000402000000000|02-1911|127017|7469901|1.70
02|000402000000000|02-276|50995|7469901|0.68
02|000402000000000|02-309|8751|7469901|0.11
02|000402000000000|02-503|3715148|7469901|49.73
02|000402000000000|02-816|16447|7469901|0.22
02|000402000000000|02-865|16576|7469901|0.22
02|000402000000000|133|244707|7469901|3.27
02|000402000000000|135|2476688|7469901|33.15
02|000402000000000|137|439410|7469901|5.88
03|000100000000000|13|251|58940|0.42
03|000100000000000|131|554|58940|0.93
03|000100000000000|132|125|58940|0.21
03|000100000000000|133|709|58940|1.20
03|000100000000000|135|16638|58940|28.22
03|000100000000000|136|38622|58940|65.52
03|000100000000000|137|3808|58940|6.46
03|000100000000000|36|3|58940|0.00
03|000100000000000|57|86|58940|0.14
03|000100000000000|87|27|58940|0.04
03|000303000000000|03-183|324|57586|0.56
03|000303000000000|03-198|176|57586|0.30
03|000303000000000|03-218|148|57586|0.25
03|000303000000000|03-501|482|57586|0.83
03|000303000000000|03-503|37516|57586|65.14
03|000303000000000|03-504|2639|57586|4.58
03|000303000000000|03-505|687|57586|1.19
03|000303000000000|03-506|16119|57586|27.99
03|000403000000000|03-501|208|58633|0.35
03|000403000000000|03-503|38270|58633|65.27
03|000403000000000|03-504|2478|58633|4.22
03|000403000000000|03-505|748|58633|1.27
03|000403000000000|03-506|16684|58633|28.45
03|000403000000000|03-69|1577|58633|2.68
04|000100000000000|13|16616|2032459|0.81
04|000100000000000|131|57885|2032459|2.84
04|000100000000000|132|4086|2032459|0.20
04|000100000000000|133|54401|2032459|2.67
04|000100000000000|135|979400|2032459|48.18
04|000100000000000|136|617971|2032459|30.40
04|000100000000000|137|161036|2032459|7.92
04|000100000000000|36|2971|2032459|0.14
04|000100000000000|57|7200|2032459|0.35
04|000100000000000|87|52785|2032459|2.59
04|000304000000000|04-217|48332|2001451|2.41
04|000304000000000|04-501|9231|2001451|0.46
04|000304000000000|04-502|823464|2001451|41.14
04|000304000000000|04-503|335460|2001451|16.76
04|000304000000000|04-504|60953|2001451|3.04
04|000304000000000|04-505|465216|2001451|23.24
04|000304000000000|04-506|103560|2001451|5.17
04|000304000000000|13|15839|2001451|0.79
04|000304000000000|23|2853|2001451|0.14
04|000304000000000|57|7288|2001451|0.36
04|000304000000000|87|41705|2001451|2.08
05|000100000000000|13|45|13650|0.32
05|000100000000000|131|307|13650|2.24
05|000100000000000|132|29|13650|0.21
05|000100000000000|133|104|13650|0.76
05|000100000000000|135|3737|13650|27.37
05|000100000000000|136|8587|13650|62.90
05|000100000000000|137|510|13650|3.73
05|000100000000000|36|63|13650|0.46
05|000100000000000|57|18|13650|0.13
05|000100000000000|87|126|13650|0.92
05|000305000000000|05-216|273|13325|2.04
05|000305000000000|05-501|9077|13325|68.12
05|000305000000000|05-502|3185|13325|23.90
05|000305000000000|05-503|420|13325|3.15
06|000100000000000|13|1453|390502|0.37
06|000100000000000|131|20688|390502|5.29
06|000100000000000|132|922|390502|0.23
06|000100000000000|133|6104|390502|1.56
06|000100000000000|135|102016|390502|26.12
06|000100000000000|136|208546|390502|53.40
06|000100000000000|137|14654|390502|3.75
06|000100000000000|36|475|390502|0.12
06|000100000000000|57|631|390502|0.16
06|000100000000000|87|7351|390502|1.88
06|000206000000000|06-156|14026|389653|3.59
06|000206000000000|06-179|2003|389653|0.51
06|000206000000000|06-180|1360|389653|0.34
06|000206000000000|06-501|229937|389653|59.01
06|000206000000000|06-502|2156|389653|0.55
06|000206000000000|06-503|100364|389653|25.75
06|000206000000000|06-504|9817|389653|2.51
06|000206000000000|33|3619|389653|0.92
06|000206000000000|71|5633|389653|1.44
06|000306000000000|06-156|13893|387156|3.58
06|000306000000000|06-179|2100|387156|0.54
06|000306000000000|06-180|1420|387156|0.36
06|000306000000000|06-501|225755|387156|58.31
06|000306000000000|06-502|2324|387156|0.60
06|000306000000000|06-503|100398|387156|25.93
06|000306000000000|06-504|9687|387156|2.50
06|000306000000000|33|3641|387156|0.94
06|000306000000000|71|5641|387156|1.45
07|000100000000000|13|2587|255773|1.01
07|000100000000000|131|12010|255773|4.69
07|000100000000000|132|889|255773|0.34
07|000100000000000|133|9391|255773|3.67
07|000100000000000|135|59760|255773|23.36
07|000100000000000|136|129833|255773|50.76
07|000100000000000|137|21986|255773|8.59
07|000100000000000|36|498|255773|0.19
07|000100000000000|57|625|255773|0.24
07|000100000000000|87|6384|255773|2.49
07|000307000000000|07-151|5646|248622|2.27
07|000307000000000|07-152|15972|248622|6.42
07|000307000000000|07-501|102214|248622|41.11
07|000307000000000|07-502|27152|248622|10.92
07|000307000000000|07-503|57903|248622|23.28
07|000307000000000|07-504|9752|248622|3.92
08|000100000000000|13|7092|781461|0.90
08|000100000000000|131|19979|781461|2.55
08|000100000000000|132|1984|781461|0.25
08|000100000000000|133|15537|781461|1.98
08|000100000000000|135|280613|781461|35.90
08|000100000000000|136|353049|781461|45.17
08|000100000000000|137|67321|781461|8.61
08|000100000000000|36|1171|781461|0.14
08|000100000000000|57|1865|781461|0.23
08|000100000000000|87|18243|781461|2.33
08|000208000000000|08-501|345125|776687|44.43
08|000208000000000|08-502|283259|776687|36.47
08|000208000000000|13|7105|776687|0.91
08|000208000000000|50|67045|776687|8.63
08|000208000000000|68|16966|776687|2.18
08|000308000000000|08-501|342117|775033|44.14
08|000308000000000|08-502|282477|775033|36.44
08|000308000000000|13|7096|775033|0.91
08|000308000000000|50|67260|775033|8.67
08|000308000000000|68|17473|775033|2.25
09|000100000000000|13|830|296564|0.27
09|000100000000000|131|7390|296564|2.49
09|000100000000000|132|579|296564|0.19
09|000100000000000|133|2410|296564|0.81
09|000100000000000|135|71652|296564|24.16
09|000100000000000|136|195058|296564|65.77
09|000100000000000|137|11202|296564|3.77
09|000100000000000|36|283|296564|0.09
09|000100000000000|57|348|296564|0.11
09|000100000000000|87|4004|296564|1.35
09|000309000000000|09-501|188020|292642|64.24
09|000309000000000|09-502|10668|292642|3.64
09|000309000000000|09-503|75020|292642|25.63
09|000309000000000|38|2701|292642|0.92
10|000100000000000|13|1432|313186|0.45
10|000100000000000|131|13381|313186|4.27
10|000100000000000|132|812|313186|0.25
10|000100000000000|133|10276|313186|3.28
10|000100000000000|135|91735|313186|29.29
10|000100000000000|136|143239|313186|45.73
10|000100000000000|137|31818|313186|10.15
10|000100000000000|36|270|313186|0.08
10|000100000000000|57|783|313186|0.25
10|000100000000000|87|8612|313186|2.74
10|000310000000000|10-501|143672|307365|46.74
10|000310000000000|10-502|85940|307365|27.96
10|000310000000000|10-503|25784|307365|8.38
10|000310000000000|10-504|14992|307365|4.87
10|000310000000000|33|3648|307365|1.18
11|000100000000000|13|2391|206399|1.15
11|000100000000000|131|5251|206399|2.54
11|000100000000000|132|594|206399|0.28
11|000100000000000|133|4634|206399|2.24
11|000100000000000|135|66859|206399|32.39
11|000100000000000|136|103345|206399|50.07
11|000100000000000|137|16418|206399|7.95
11|000100000000000|36|397|206399|0.19
11|000100000000000|57|474|206399|0.22
11|000100000000000|87|3882|206399|1.88
11|000311000000000|11-501|102550|203964|50.27
11|000311000000000|11-502|67631|203964|33.15
11|000311000000000|11-503|4705|203964|2.30
11|000311000000000|13|2421|203964|1.18
11|000311000000000|50|15272|203964|7.48
12|000100000000000|13|1374|180919|0.75
12|000100000000000|131|3829|180919|2.11
12|000100000000000|132|479|180919|0.26
12|000100000000000|133|3485|180919|1.92
12|000100000000000|135|57339|180919|31.69
12|000100000000000|136|91148|180919|50.38
12|000100000000000|137|13279|180919|7.33
12|000100000000000|36|334|180919|0.18
12|000100000000000|57|472|180919|0.26
12|000100000000000|87|3680|180919|2.03
12|000312000000000|12-501|3949|175849|2.24
12|000312000000000|12-502|57451|175849|32.67
12|000312000000000|12-503|89327|175849|50.79
12|000312000000000|13|1460|175849|0.83
12|000312000000000|33|137|175849|0.07
12|000312000000000|82|4501|175849|2.55
13|000100000000000|13|5908|1062131|0.55
13|000100000000000|131|40955|1062131|3.85
13|000100000000000|132|3228|1062131|0.30
13|000100000000000|133|44361|1062131|4.17
13|000100000000000|135|396813|1062131|37.36
13|000100000000000|136|429811|1062131|40.46
13|000100000000000|137|98312|1062131|9.25
13|000100000000000|36|1934|1062131|0.18
13|000100000000000|57|2671|1062131|0.25
13|000100000000000|87|25369|1062131|2.38
13|000313000000000|13-222|96214|1046462|9.19
13|000313000000000|13-501|46149|1046462|4.41
13|000313000000000|13-502|418124|1046462|39.95
13|000313000000000|13-503|409238|1046462|39.10
14|000100000000000|13|2907|628605|0.46
14|000100000000000|131|33852|628605|5.38
14|000100000000000|132|1459|628605|0.23
14|000100000000000|133|7709|628605|1.22
14|000100000000000|135|165714|628605|26.36
14|000100000000000|136|352527|628605|56.08
14|000100000000000|137|32447|628605|5.16
14|000100000000000|36|644|628605|0.10
14|000100000000000|57|1178|628605|0.18
14|000100000000000|87|11031|628605|1.75
14|000314000000000|14-501|143158|615709|23.25
14|000314000000000|14-502|218984|615709|35.56
14|000314000000000|14-503|160326|615709|26.03
14|000314000000000|50|20053|615709|3.25
14|000314000000000|71|7600|615709|1.23
15|000100000000000|13|3302|340871|0.96
15|000100000000000|131|14763|340871|4.33
15|000100000000000|132|1555|340871|0.45
15|000100000000000|133|15550|340871|4.56
15|000100000000000|135|94954|340871|27.85
15|000100000000000|136|150274|340871|44.08
15|000100000000000|137|25831|340871|7.57
15|000100000000000|36|776|340871|0.22
15|000100000000000|57|1090|340871|0.31
15|000100000000000|87|7874|340871|2.30
15|000215000000000|13|3727|334526|1.11
15|000215000000000|15-151|66105|334526|19.76
15|000215000000000|15-501|81485|334526|24.35
15|000215000000000|15-502|16619|334526|4.96
15|000215000000000|15-503|117064|334526|34.99
15|000215000000000|15-504|17119|334526|5.11
15|000315000000000|13|3547|334341|1.06
15|000315000000000|15-151|62324|334341|18.64
15|000315000000000|15-501|79995|334341|23.92
15|000315000000000|15-502|17572|334341|5.25
15|000315000000000|15-503|117488|334341|35.14
15|000315000000000|15-504|17251|334341|5.15
16|000100000000000|13|3178|379643|0.83
16|000100000000000|131|17323|379643|4.56
16|000100000000000|132|1037|379643|0.27
16|000100000000000|133|11424|379643|3.00
16|000100000000000|135|86408|379643|22.76
16|000100000000000|136|204937|379643|53.98
16|000100000000000|137|27123|379643|7.14
16|000100000000000|36|578|379643|0.15
16|000100000000000|57|946|379643|0.24
16|000100000000000|87|8717|379643|2.29
16|000216000000000|13|3661|362234|1.01
16|000216000000000|16-169|106524|362234|29.40
16|000216000000000|16-502|159576|362234|44.05
16|000216000000000|16-503|11999|362234|3.31
16|000316000000000|13|3744|358863|1.04
16|000316000000000|16-169|82813|358863|23.07
16|000316000000000|16-501|51072|358863|14.23
16|000316000000000|16-502|158582|358863|44.19
16|000316000000000|16-503|12444|358863|3.46
17|000100000000000|13|3814|658456|0.57
17|000100000000000|131|26097|658456|3.96
17|000100000000000|132|2074|658456|0.31
17|000100000000000|133|16512|658456|2.50
17|000100000000000|135|137518|658456|20.88
17|000100000000000|136|321633|658456|48.84
17|000100000000000|137|122467|658456|18.59
17|000100000000000|36|877|658456|0.13
17|000100000000000|57|1705|658456|0.25
17|000100000000000|87|17687|658456|2.68
17|000217000000000|17-501|296697|612430|48.44
17|000217000000000|17-502|110551|612430|18.05
17|000217000000000|17-503|139385|612430|22.75
17|000217000000000|17-504|20885|612430|3.41
17|000217000000000|19|28327|612430|4.62
17|000317000000000|17-501|295022|607831|48.53
17|000317000000000|17-502|108840|607831|17.90
17|000317000000000|17-503|136745|607831|22.49
17|000317000000000|17-504|22328|607831|3.67
17|000317000000000|19|27648|607831|4.54
18|000100000000000|13|1898|405865|0.46
18|000100000000000|131|12045|405865|2.96
18|000100000000000|132|745|405865|0.18
18|000100000000000|133|5794|405865|1.42
18|000100000000000|135|107532|405865|26.49
18|000100000000000|136|222438|405865|54.80
18|000100000000000|137|40598|405865|10.00
18|000100000000000|36|218|405865|0.05
18|000100000000000|57|763|405865|0.18
18|000100000000000|87|5977|405865|1.47
18|000318000000000|18-168|5705|403047|1.41
18|000318000000000|18-177|1057|403047|0.26
18|000318000000000|18-501|218438|403047|54.19
18|000318000000000|18-502|5870|403047|1.45
18|000318000000000|18-503|123648|403047|30.67
18|000318000000000|18-504|31175|403047|7.73
19|000100000000000|13|2358|266373|0.88
19|000100000000000|131|10120|266373|3.79
19|000100000000000|132|966|266373|0.36
19|000100000000000|133|7528|266373|2.82
19|000100000000000|135|91014|266373|34.16
19|000100000000000|136|117688|266373|44.18
19|000100000000000|137|23356|266373|8.76
19|000100000000000|36|615|266373|0.23
19|000100000000000|57|948|266373|0.35
19|000100000000000|87|6088|266373|2.28
19|000319000000000|137|19958|262367|7.60
19|000319000000000|19-213|2337|262367|0.89
19|000319000000000|19-501|7899|262367|3.01
19|000319000000000|19-502|92195|262367|35.13
19|000319000000000|19-503|115147|262367|43.88
20|000100000000000|13|141|23479|0.60
20|000100000000000|131|765|23479|3.25
20|000100000000000|132|24|23479|0.10
20|000100000000000|133|589|23479|2.50
20|000100000000000|135|4590|23479|19.54
20|000100000000000|136|12892|23479|54.90
20|000100000000000|137|1354|23479|5.76
20|000100000000000|36|18|23479|0.07
20|000100000000000|57|16|23479|0.06
20|000100000000000|87|392|23479|1.66
20|000320000000000|13|134|23669|0.56
20|000320000000000|20-176|1005|23669|4.24
20|000320000000000|20-501|568|23669|2.39
20|000320000000000|20-502|11775|23669|49.74
20|000320000000000|20-503|4187|23669|17.68
21|000100000000000|13|10524|1870029|0.56
21|000100000000000|131|56351|1870029|3.01
21|000100000000000|132|3495|1870029|0.18
21|000100000000000|133|36453|1870029|1.94
21|000100000000000|135|633946|1870029|33.90
21|000100000000000|136|817541|1870029|43.71
21|000100000000000|137|227806|1870029|12.18
21|000100000000000|36|2851|1870029|0.15
21|000100000000000|57|2162|1870029|0.11
21|000100000000000|87|55173|1870029|2.95
21|000321000000000|13|10151|1854166|0.54
21|000321000000000|21-177|1973|1854166|0.10
21|000321000000000|21-199|2227|1854166|0.12
21|000321000000000|21-501|60956|1854166|3.28
21|000321000000000|21-502|226712|1854166|12.22
21|000321000000000|21-503|41353|1854166|2.23
21|000321000000000|21-504|617205|1854166|33.28
