CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
01|01003|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|45918
01|01003|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|8091
01|01003|000201000000000|13|000201000000000.13.A.000201000000000.13|1144
01|01003|000201000000000|5|000201000000000.5.A.000201000000000.5|956
01|01003|000201000000000|86|000201000000000.86.A.000201000000000.86|158
01|01003|000201000000000|87|000201000000000.87.A.000201000000000.87|3544
01|01003|000201000000000|88|000201000000000.88.1A.000201000000000.88|161
01|01003|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1853
01|01003|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|388
01|01003|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|264
01|01003|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5890
01|01003|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39368
01|01003|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|45446
01|01003|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|8046
01|01003|000301000000000|13|000301000000000.13.A.000301000000000.13|1114
01|01003|000301000000000|5|000301000000000.5.A.000301000000000.5|976
01|01003|000301000000000|86|000301000000000.86.A.000301000000000.86|157
01|01003|000301000000000|87|000301000000000.87.A.000301000000000.87|3499
01|01003|000301000000000|88|000301000000000.88.1A.000301000000000.88|177
01|01003|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1445
01|01003|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5148
01|01003|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40243
01|01003|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|46851
01|01003|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|7893
01|01003|000501000000000|13|000501000000000.13.A.000501000000000.13|1104
01|01003|000501000000000|87|000501000000000.87.B.000501000000000.87|23
01|01003|000501000000000|88|000501000000000.88.1A.000501000000000.88|171
01|01003|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1482
01|01003|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5531
01|01003|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39620
01|01003|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|45778
01|01003|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|7662
01|01003|000801000000000|13|000801000000000.13.A.000801000000000.13|1118
01|01003|000801000000000|5|000801000000000.5.A.000801000000000.5|965
01|01003|000801000000000|87|000801000000000.87.A.000801000000000.87|3371
01|01003|000801000000000|87|000801000000000.87.B.000801000000000.87|5
01|01003|000801000000000|88|000801000000000.88.1A.000801000000000.88|185
01|01003|000901003000000|01-501|000901003000000.01-501.A.000901003000000.01-501|5702
01|01003|000901003000000|01-502|000901003000000.01-502.A.000901003000000.01-502|39583
01|01003|000901003000000|01-503|000901003000000.01-503.A.000901003000000.01-503|45722
01|01003|000901003000000|01-504|000901003000000.01-504.A.000901003000000.01-504|7688
01|01003|000901003000000|13|000901003000000.13.A.000901003000000.13|1153
01|01003|000901003000000|5|000901003000000.5.A.000901003000000.5|984
01|01004|000100000000000|13|000100000000000.13.A.000100000000000.13|1404
01|01004|000100000000000|131|000100000000000.131.A.000100000000000.131|1555
01|01004|000100000000000|132|000100000000000.132.A.000100000000000.132|432
01|01004|000100000000000|133|000100000000000.133.A.000100000000000.133|5541
01|01004|000100000000000|135|000100000000000.135.A.000100000000000.135|44934
01|01004|000100000000000|136|000100000000000.136.A.000100000000000.136|55216
01|01004|000100000000000|137|000100000000000.137.A.000100000000000.137|10153
01|01004|000100000000000|36|000100000000000.36.A.000100000000000.36|189
01|01004|000100000000000|57|000100000000000.57.A.000100000000000.57|225
01|01004|000100000000000|87|000100000000000.87.A.000100000000000.87|3932
01|01004|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1391
01|01004|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|430
01|01004|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|345
01|01004|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5673
01|01004|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|52374
01|01004|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|45823
01|01004|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|8945
01|01004|000201000000000|13|000201000000000.13.A.000201000000000.13|1239
01|01004|000201000000000|5|000201000000000.5.A.000201000000000.5|966
01|01004|000201000000000|86|000201000000000.86.A.000201000000000.86|231
01|01004|000201000000000|87|000201000000000.87.A.000201000000000.87|3525
01|01004|000201000000000|88|000201000000000.88.1A.000201000000000.88|197
01|01004|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1670
01|01004|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|423
01|01004|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|346
01|01004|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6069
01|01004|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|51580
01|01004|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|45350
01|01004|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|8919
01|01004|000301000000000|13|000301000000000.13.A.000301000000000.13|1243
01|01004|000301000000000|5|000301000000000.5.A.000301000000000.5|969
01|01004|000301000000000|86|000301000000000.86.A.000301000000000.86|240
01|01004|000301000000000|87|000301000000000.87.A.000301000000000.87|3491
01|01004|000301000000000|88|000301000000000.88.1A.000301000000000.88|204
01|01004|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1292
01|01004|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5553
01|01004|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|52332
01|01004|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|46840
01|01004|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8586
01|01004|000501000000000|13|000501000000000.13.A.000501000000000.13|1211
01|01004|000501000000000|87|000501000000000.87.B.000501000000000.87|37
01|01004|000501000000000|88|000501000000000.88.1A.000501000000000.88|212
01|01004|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1335
01|01004|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5767
01|01004|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|51917
01|01004|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|45839
01|01004|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8373
01|01004|000801000000000|13|000801000000000.13.A.000801000000000.13|1239
01|01004|000801000000000|5|000801000000000.5.A.000801000000000.5|973
01|01004|000801000000000|87|000801000000000.87.A.000801000000000.87|3390
01|01004|000801000000000|87|000801000000000.87.B.000801000000000.87|12
01|01004|000801000000000|88|000801000000000.88.1A.000801000000000.88|222
01|01004|000901004000000|01-501|000901004000000.01-501.A.000901004000000.01-501|5806
01|01004|000901004000000|01-502|000901004000000.01-502.A.000901004000000.01-502|50669
01|01004|000901004000000|01-502|000901004000000.01-502.B.000901004000000.01-502|1462
01|01004|000901004000000|01-503|000901004000000.01-503.A.000901004000000.01-503|45770
01|01004|000901004000000|01-504|000901004000000.01-504.A.000901004000000.01-504|8422
01|01004|000901004000000|13|000901004000000.13.A.000901004000000.13|1285
01|01004|000901004000000|5|000901004000000.5.A.000901004000000.5|971
01|01004|000901004000000|88|000901004000000.88.1A.000901004000000.88|229
01|01005|000100000000000|13|000100000000000.13.A.000100000000000.13|1586
01|01005|000100000000000|131|000100000000000.131.A.000100000000000.131|1203
01|01005|000100000000000|132|000100000000000.132.A.000100000000000.132|325
01|01005|000100000000000|133|000100000000000.133.A.000100000000000.133|5494
01|01005|000100000000000|135|000100000000000.135.A.000100000000000.135|46088
01|01005|000100000000000|136|000100000000000.136.A.000100000000000.136|41652
01|01005|000100000000000|137|000100000000000.137.A.000100000000000.137|10571
01|01005|000100000000000|36|000100000000000.36.A.000100000000000.36|152
01|01005|000100000000000|57|000100000000000.57.A.000100000000000.57|144
01|01005|000100000000000|87|000100000000000.87.A.000100000000000.87|4104
01|01005|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1769
01|01005|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|317
01|01005|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|230
01|01005|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5927
01|01005|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40039
01|01005|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|47169
01|01005|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9038
01|01005|000201000000000|13|000201000000000.13.A.000201000000000.13|1338
01|01005|000201000000000|5|000201000000000.5.A.000201000000000.5|813
01|01005|000201000000000|86|000201000000000.86.A.000201000000000.86|96
01|01005|000201000000000|87|000201000000000.87.A.000201000000000.87|3632
01|01005|000201000000000|88|000201000000000.88.1A.000201000000000.88|138
01|01005|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2299
01|01005|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|312
01|01005|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|229
01|01005|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6745
01|01005|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39108
01|01005|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|46643
01|01005|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9040
01|01005|000301000000000|13|000301000000000.13.A.000301000000000.13|1300
01|01005|000301000000000|5|000301000000000.5.A.000301000000000.5|823
01|01005|000301000000000|86|000301000000000.86.A.000301000000000.86|96
01|01005|000301000000000|87|000301000000000.87.A.000301000000000.87|3608
01|01005|000301000000000|88|000301000000000.88.1A.000301000000000.88|140
01|01005|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1694
01|01005|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5761
01|01005|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40184
01|01005|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|48211
01|01005|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8794
01|01005|000501000000000|13|000501000000000.13.A.000501000000000.13|1275
01|01005|000501000000000|87|000501000000000.87.B.000501000000000.87|41
01|01005|000501000000000|88|000501000000000.88.1A.000501000000000.88|141
01|01005|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1728
01|01005|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|6292
01|01005|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39487
01|01005|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|47237
01|01005|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8525
01|01005|000801000000000|13|000801000000000.13.A.000801000000000.13|1305
01|01005|000801000000000|5|000801000000000.5.A.000801000000000.5|800
01|01005|000801000000000|87|000801000000000.87.A.000801000000000.87|3485
01|01005|000801000000000|87|000801000000000.87.B.000801000000000.87|23
01|01005|000801000000000|88|000801000000000.88.1A.000801000000000.88|158
01|01005|000901005000000|01-501|000901005000000.01-501.A.000901005000000.01-501|6296
01|01005|000901005000000|01-502|000901005000000.01-502.A.000901005000000.01-502|39574
01|01005|000901005000000|01-503|000901005000000.01-503.A.000901005000000.01-503|47291
01|01005|000901005000000|01-504|000901005000000.01-504.A.000901005000000.01-504|8581
01|01005|000901005000000|13|000901005000000.13.A.000901005000000.13|1357
01|01005|000901005000000|5|000901005000000.5.A.000901005000000.5|787
01|01006|000100000000000|13|000100000000000.13.A.000100000000000.13|1561
01|01006|000100000000000|131|000100000000000.131.A.000100000000000.131|971
01|01006|000100000000000|132|000100000000000.132.A.000100000000000.132|253
01|01006|000100000000000|133|000100000000000.133.A.000100000000000.133|4736
01|01006|000100000000000|135|000100000000000.135.A.000100000000000.135|52258
01|01006|000100000000000|136|000100000000000.136.A.000100000000000.136|34555
01|01006|000100000000000|137|000100000000000.137.A.000100000000000.137|10765
01|01006|000100000000000|36|000100000000000.36.A.000100000000000.36|84
01|01006|000100000000000|57|000100000000000.57.A.000100000000000.57|107
01|01006|000100000000000|87|000100000000000.87.A.000100000000000.87|4241
01|01006|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1889
01|01006|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|257
01|01006|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|199
01|01006|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5270
01|01006|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|33123
01|01006|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|53655
01|01006|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9011
01|01006|000201000000000|13|000201000000000.13.A.000201000000000.13|1279
01|01006|000201000000000|5|000201000000000.5.A.000201000000000.5|742
01|01006|000201000000000|86|000201000000000.86.A.000201000000000.86|82
01|01006|000201000000000|87|000201000000000.87.A.000201000000000.87|3626
01|01006|000201000000000|88|000201000000000.88.1A.000201000000000.88|86
01|01006|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2540
01|01006|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|255
01|01006|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|203
01|01006|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5953
01|01006|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|32282
01|01006|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|52996
01|01006|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9024
01|01006|000301000000000|13|000301000000000.13.A.000301000000000.13|1235
01|01006|000301000000000|5|000301000000000.5.A.000301000000000.5|748
01|01006|000301000000000|86|000301000000000.86.A.000301000000000.86|89
01|01006|000301000000000|87|000301000000000.87.A.000301000000000.87|3590
01|01006|000301000000000|88|000301000000000.88.1A.000301000000000.88|94
01|01006|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1750
01|01006|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5003
01|01006|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|33492
01|01006|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|54695
01|01006|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8730
01|01006|000501000000000|13|000501000000000.13.A.000501000000000.13|1205
01|01006|000501000000000|87|000501000000000.87.B.000501000000000.87|83
01|01006|000501000000000|88|000501000000000.88.1A.000501000000000.88|88
01|01006|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1843
01|01006|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5464
01|01006|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|32845
01|01006|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|53651
01|01006|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8535
01|01006|000801000000000|13|000801000000000.13.A.000801000000000.13|1242
01|01006|000801000000000|5|000801000000000.5.A.000801000000000.5|741
01|01006|000801000000000|87|000801000000000.87.A.000801000000000.87|3484
01|01006|000801000000000|87|000801000000000.87.B.000801000000000.87|19
01|01006|000801000000000|88|000801000000000.88.1A.000801000000000.88|90
01|01006|000901006000000|01-501|000901006000000.01-501.A.000901006000000.01-501|5555
01|01006|000901006000000|01-502|000901006000000.01-502.A.000901006000000.01-502|32819
01|01006|000901006000000|01-503|000901006000000.01-503.A.000901006000000.01-503|53661
01|01006|000901006000000|01-504|000901006000000.01-504.A.000901006000000.01-504|8578
01|01006|000901006000000|13|000901006000000.13.A.000901006000000.13|1277
01|01006|000901006000000|5|000901006000000.5.A.000901006000000.5|720
01|01006|000901006000000|87|000901006000000.87.A.000901006000000.87|3500
01|01006|000901006000000|88|000901006000000.88.1A.000901006000000.88|95
01|01007|000100000000000|13|000100000000000.13.A.000100000000000.13|1518
01|01007|000100000000000|131|000100000000000.131.A.000100000000000.131|1351
01|01007|000100000000000|132|000100000000000.132.A.000100000000000.132|338
01|01007|000100000000000|133|000100000000000.133.A.000100000000000.133|4907
01|01007|000100000000000|135|000100000000000.135.A.000100000000000.135|49878
01|01007|000100000000000|136|000100000000000.136.A.000100000000000.136|44373
01|01007|000100000000000|137|000100000000000.137.A.000100000000000.137|11939
01|01007|000100000000000|36|000100000000000.36.A.000100000000000.36|154
01|01007|000100000000000|57|000100000000000.57.A.000100000000000.57|168
01|01007|000100000000000|87|000100000000000.87.A.000100000000000.87|4740
01|01007|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1719
01|01007|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|342
01|01007|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|267
01|01007|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5267
01|01007|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|42575
01|01007|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|51131
01|01007|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|10216
01|01007|000201000000000|13|000201000000000.13.A.000201000000000.13|1300
01|01007|000201000000000|5|000201000000000.5.A.000201000000000.5|911
01|01007|000201000000000|86|000201000000000.86.A.000201000000000.86|160
01|01007|000201000000000|87|000201000000000.87.A.000201000000000.87|4160
01|01007|000201000000000|88|000201000000000.88.1A.000201000000000.88|142
01|01007|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2214
01|01007|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|359
01|01007|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|276
01|01007|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|5951
