CODIGO_DISTRITO|CODIGO_SECCION|MESAS_HABILITADAS|MESAS_COMPUTADAS|CODIGO_CATEGORIA|CONTADOR|VALOR
02|02054|49|45|000402000000000|VII|2
02|02054|49|45|000402000000000|VN|41
02|02054|49|45|000402000000000|VR|0
02|02054|49|45|001002054000000|CSCCC|12
02|02054|49|45|001002054000000|VB|528
02|02054|49|45|001002054000000|VII|2
02|02054|49|45|001002054000000|VN|41
02|02054|49|45|001002054000000|VR|0
02|02055|79|73|000100000000000|CSCCC|34
02|02055|79|73|000100000000000|VB|1606
02|02055|79|73|000100000000000|VII|5
02|02055|79|73|000100000000000|VN|97
02|02055|79|73|000100000000000|VR|7
02|02055|79|73|000302000000000|CSCCC|26
02|02055|79|73|000302000000000|VB|2558
02|02055|79|73|000302000000000|VII|5
02|02055|79|73|000302000000000|VN|91
02|02055|79|73|000302000000000|VR|7
02|02055|79|73|000402000000000|CSCCC|26
02|02055|79|73|000402000000000|VB|2364
02|02055|79|73|000402000000000|VII|5
02|02055|79|73|000402000000000|VN|92
02|02055|79|73|000402000000000|VR|7
02|02055|79|73|001002055000000|CSCCC|26
02|02055|79|73|001002055000000|VB|1109
02|02055|79|73|001002055000000|VII|5
02|02055|79|73|001002055000000|VN|117
02|02055|79|73|001002055000000|VR|11
02|02056|32|29|000100000000000|CSCCC|15
02|02056|32|29|000100000000000|VB|610
02|02056|32|29|000100000000000|VII|0
02|02056|32|29|000100000000000|VN|38
02|02056|32|29|000100000000000|VR|4
02|02056|32|29|000302000000000|CSCCC|7
02|02056|32|29|000302000000000|VB|1072
02|02056|32|29|000302000000000|VII|0
02|02056|32|29|000302000000000|VN|33
02|02056|32|29|000302000000000|VR|4
02|02056|32|29|000402000000000|CSCCC|7
02|02056|32|29|000402000000000|VB|973
02|02056|32|29|000402000000000|VII|0
02|02056|32|29|000402000000000|VN|27
02|02056|32|29|000402000000000|VR|4
02|02056|32|29|001002056000000|CSCCC|7
02|02056|32|29|001002056000000|VB|446
02|02056|32|29|001002056000000|VII|0
02|02056|32|29|001002056000000|VN|73
02|02056|32|29|001002056000000|VR|4
02|02057|32|22|000100000000000|CSCCC|19
02|02057|32|22|000100000000000|VB|478
02|02057|32|22|000100000000000|VII|0
02|02057|32|22|000100000000000|VN|28
02|02057|32|22|000100000000000|VR|0
02|02057|32|22|000302000000000|CSCCC|15
02|02057|32|22|000302000000000|VB|682
02|02057|32|22|000302000000000|VII|0
02|02057|32|22|000302000000000|VN|40
02|02057|32|22|000302000000000|VR|0
02|02057|32|22|000402000000000|CSCCC|15
02|02057|32|22|000402000000000|VB|590
02|02057|32|22|000402000000000|VII|0
02|02057|32|22|000402000000000|VN|38
02|02057|32|22|000402000000000|VR|0
02|02057|32|22|001002057000000|CSCCC|11
02|02057|32|22|001002057000000|VB|467
02|02057|32|22|001002057000000|VII|0
02|02057|32|22|001002057000000|VN|26
02|02057|32|22|001002057000000|VR|1
02|02058|26|26|000100000000000|CSCCC|10
02|02058|26|26|000100000000000|VB|290
02|02058|26|26|000100000000000|VII|0
02|02058|26|26|000100000000000|VN|51
02|02058|26|26|000100000000000|VR|2
02|02058|26|26|000302000000000|CSCCC|8
02|02058|26|26|000302000000000|VB|578
02|02058|26|26|000302000000000|VII|0
02|02058|26|26|000302000000000|VN|51
02|02058|26|26|000302000000000|VR|2
02|02058|26|26|000402000000000|CSCCC|6
02|02058|26|26|000402000000000|VB|441
02|02058|26|26|000402000000000|VII|0
02|02058|26|26|000402000000000|VN|49
02|02058|26|26|000402000000000|VR|2
02|02058|26|26|001002058000000|CSCCC|6
02|02058|26|26|001002058000000|VB|415
02|02058|26|26|001002058000000|VII|0
02|02058|26|26|001002058000000|VN|43
02|02058|26|26|001002058000000|VR|2
02|02059|56|48|000100000000000|CSCCC|16
02|02059|56|48|000100000000000|VB|523
02|02059|56|48|000100000000000|VII|0
02|02059|56|48|000100000000000|VN|88
02|02059|56|48|000100000000000|VR|3
02|02059|56|48|000302000000000|CSCCC|14
02|02059|56|48|000302000000000|VB|1008
02|02059|56|48|000302000000000|VII|0
02|02059|56|48|000302000000000|VN|90
02|02059|56|48|000302000000000|VR|3
02|02059|56|48|000402000000000|CSCCC|14
02|02059|56|48|000402000000000|VB|795
02|02059|56|48|000402000000000|VII|0
02|02059|56|48|000402000000000|VN|88
02|02059|56|48|000402000000000|VR|3
02|02059|56|48|001002059000000|CSCCC|14
02|02059|56|48|001002059000000|VB|742
02|02059|56|48|001002059000000|VII|0
02|02059|56|48|001002059000000|VN|90
02|02059|56|48|001002059000000|VR|3
02|02060|236|205|000100000000000|CSCCC|40
02|02060|236|205|000100000000000|VB|1494
02|02060|236|205|000100000000000|VII|2
02|02060|236|205|000100000000000|VN|375
02|02060|236|205|000100000000000|VR|9
02|02060|236|205|000302000000000|CSCCC|34
02|02060|236|205|000302000000000|VB|4039
02|02060|236|205|000302000000000|VII|1
02|02060|236|205|000302000000000|VN|377
02|02060|236|205|000302000000000|VR|3
02|02060|236|205|000402000000000|CSCCC|48
02|02060|236|205|000402000000000|VB|3009
02|02060|236|205|000402000000000|VII|1
02|02060|236|205|000402000000000|VN|346
02|02060|236|205|000402000000000|VR|3
02|02060|236|205|001002060000000|CSCCC|51
02|02060|236|205|001002060000000|VB|2536
02|02060|236|205|001002060000000|VII|1
02|02060|236|205|001002060000000|VN|387
02|02060|236|205|001002060000000|VR|3
02|02061|3093|2467|000100000000000|CSCCC|443
02|02061|3093|2467|000100000000000|VB|17246
02|02061|3093|2467|000100000000000|VII|210
02|02061|3093|2467|000100000000000|VN|3663
02|02061|3093|2467|000100000000000|VR|294
02|02061|3093|2467|000302000000000|CSCCC|440
02|02061|3093|2467|000302000000000|VB|45787
02|02061|3093|2467|000302000000000|VII|202
02|02061|3093|2467|000302000000000|VN|3622
02|02061|3093|2467|000302000000000|VR|278
02|02061|3093|2467|000402000000000|CSCCC|418
02|02061|3093|2467|000402000000000|VB|34480
02|02061|3093|2467|000402000000000|VII|283
02|02061|3093|2467|000402000000000|VN|3636
02|02061|3093|2467|000402000000000|VR|285
02|02061|3093|2467|001002061000000|CSCCC|446
02|02061|3093|2467|001002061000000|VB|39964
02|02061|3093|2467|001002061000000|VII|288
02|02061|3093|2467|001002061000000|VN|3599
02|02061|3093|2467|001002061000000|VR|275
02|02062|1127|752|000100000000000|CSCCC|181
02|02062|1127|752|000100000000000|VB|4835
02|02062|1127|752|000100000000000|VII|40
02|02062|1127|752|000100000000000|VN|993
02|02062|1127|752|000100000000000|VR|66
02|02062|1127|752|000302000000000|CSCCC|173
02|02062|1127|752|000302000000000|VB|11438
02|02062|1127|752|000302000000000|VII|40
02|02062|1127|752|000302000000000|VN|989
02|02062|1127|752|000302000000000|VR|61
02|02062|1127|752|000402000000000|CSCCC|159
02|02062|1127|752|000402000000000|VB|9250
02|02062|1127|752|000402000000000|VII|60
02|02062|1127|752|000402000000000|VN|966
02|02062|1127|752|000402000000000|VR|59
02|02062|1127|752|001002062000000|CSCCC|184
02|02062|1127|752|001002062000000|VB|11673
02|02062|1127|752|001002062000000|VII|60
02|02062|1127|752|001002062000000|VN|1010
02|02062|1127|752|001002062000000|VR|59
02|02063|1683|566|000100000000000|CSCCC|220
02|02063|1683|566|000100000000000|VB|3667
02|02063|1683|566|000100000000000|VII|24
02|02063|1683|566|000100000000000|VN|1148
02|02063|1683|566|000100000000000|VR|53
02|02063|1683|566|000302000000000|CSCCC|229
02|02063|1683|566|000302000000000|VB|8448
02|02063|1683|566|000302000000000|VII|29
02|02063|1683|566|000302000000000|VN|1097
02|02063|1683|566|000302000000000|VR|48
02|02063|1683|566|000402000000000|CSCCC|212
02|02063|1683|566|000402000000000|VB|6099
02|02063|1683|566|000402000000000|VII|43
02|02063|1683|566|000402000000000|VN|1101
02|02063|1683|566|000402000000000|VR|50
02|02063|1683|566|001002063000000|CSCCC|225
02|02063|1683|566|001002063000000|VB|6266
02|02063|1683|566|001002063000000|VII|46
02|02063|1683|566|001002063000000|VN|1149
02|02063|1683|566|001002063000000|VR|51
02|02064|32|30|000100000000000|CSCCC|21
02|02064|32|30|000100000000000|VB|228
02|02064|32|30|000100000000000|VII|1
02|02064|32|30|000100000000000|VN|49
02|02064|32|30|000100000000000|VR|0
02|02064|32|30|000302000000000|CSCCC|10
02|02064|32|30|000302000000000|VB|388
02|02064|32|30|000302000000000|VII|1
02|02064|32|30|000302000000000|VN|46
02|02064|32|30|000302000000000|VR|1
02|02064|32|30|000402000000000|CSCCC|10
02|02064|32|30|000402000000000|VB|285
02|02064|32|30|000402000000000|VII|1
02|02064|32|30|000402000000000|VN|49
02|02064|32|30|000402000000000|VR|2
02|02064|32|30|001002064000000|CSCCC|10
02|02064|32|30|001002064000000|VB|380
02|02064|32|30|001002064000000|VII|1
02|02064|32|30|001002064000000|VN|38
02|02064|32|30|001002064000000|VR|2
02|02065|68|47|000100000000000|CSCCC|28
02|02065|68|47|000100000000000|VB|495
02|02065|68|47|000100000000000|VII|1
02|02065|68|47|000100000000000|VN|73
02|02065|68|47|000100000000000|VR|2
02|02065|68|47|000302000000000|CSCCC|22
02|02065|68|47|000302000000000|VB|1032
02|02065|68|47|000302000000000|VII|1
02|02065|68|47|000302000000000|VN|71
02|02065|68|47|000302000000000|VR|2
02|02065|68|47|000402000000000|CSCCC|22
02|02065|68|47|000402000000000|VB|868
02|02065|68|47|000402000000000|VII|1
02|02065|68|47|000402000000000|VN|71
02|02065|68|47|000402000000000|VR|2
02|02065|68|47|001002065000000|CSCCC|24
02|02065|68|47|001002065000000|VB|525
02|02065|68|47|001002065000000|VII|1
02|02065|68|47|001002065000000|VN|80
02|02065|68|47|001002065000000|VR|2
02|02066|45|41|000100000000000|CSCCC|4
02|02066|45|41|000100000000000|VB|342
02|02066|45|41|000100000000000|VII|5
02|02066|45|41|000100000000000|VN|65
02|02066|45|41|000100000000000|VR|1
02|02066|45|41|000302000000000|CSCCC|3
02|02066|45|41|000302000000000|VB|732
02|02066|45|41|000302000000000|VII|5
02|02066|45|41|000302000000000|VN|63
02|02066|45|41|000302000000000|VR|0
02|02066|45|41|000402000000000|CSCCC|3
02|02066|45|41|000402000000000|VB|571
02|02066|45|41|000402000000000|VII|5
02|02066|45|41|000402000000000|VN|64
02|02066|45|41|000402000000000|VR|0
02|02066|45|41|001002066000000|CSCCC|3
02|02066|45|41|001002066000000|VB|557
02|02066|45|41|001002066000000|VII|5
02|02066|45|41|001002066000000|VN|67
02|02066|45|41|001002066000000|VR|1
02|02067|117|103|000100000000000|CSCCC|12
02|02067|117|103|000100000000000|VB|987
02|02067|117|103|000100000000000|VII|5
02|02067|117|103|000100000000000|VN|139
02|02067|117|103|000100000000000|VR|9
02|02067|117|103|000302000000000|CSCCC|11
02|02067|117|103|000302000000000|VB|1962
02|02067|117|103|000302000000000|VII|5
02|02067|117|103|000302000000000|VN|127
02|02067|117|103|000302000000000|VR|9
02|02067|117|103|000402000000000|CSCCC|11
02|02067|117|103|000402000000000|VB|1574
02|02067|117|103|000402000000000|VII|5
02|02067|117|103|000402000000000|VN|132
02|02067|117|103|000402000000000|VR|9
02|02067|117|103|001002067000000|CSCCC|10
02|02067|117|103|001002067000000|VB|1536
02|02067|117|103|001002067000000|VII|5
02|02067|117|103|001002067000000|VN|136
02|02067|117|103|001002067000000|VR|9
02|02068|48|45|000100000000000|CSCCC|13
02|02068|48|45|000100000000000|VB|984
02|02068|48|45|000100000000000|VII|1
02|02068|48|45|000100000000000|VN|76
02|02068|48|45|000100000000000|VR|6
02|02068|48|45|000302000000000|CSCCC|13
02|02068|48|45|000302000000000|VB|1443
02|02068|48|45|000302000000000|VII|1
02|02068|48|45|000302000000000|VN|69
02|02068|48|45|000302000000000|VR|6
02|02068|48|45|000402000000000|CSCCC|13
02|02068|48|45|000402000000000|VB|1261
02|02068|48|45|000402000000000|VII|1
02|02068|48|45|000402000000000|VN|66
02|02068|48|45|000402000000000|VR|6
02|02068|48|45|001002068000000|CSCCC|10
02|02068|48|45|001002068000000|VB|488
02|02068|48|45|001002068000000|VII|1
02|02068|48|45|001002068000000|VN|174
02|02068|48|45|001002068000000|VR|7
02|02069|97|93|000100000000000|CSCCC|31
02|02069|97|93|000100000000000|VB|1297
02|02069|97|93|000100000000000|VII|0
02|02069|97|93|000100000000000|VN|116
02|02069|97|93|000100000000000|VR|4
02|02069|97|93|000302000000000|CSCCC|25
02|02069|97|93|000302000000000|VB|2367
02|02069|97|93|000302000000000|VII|0
02|02069|97|93|000302000000000|VN|114
02|02069|97|93|000302000000000|VR|4
02|02069|97|93|000402000000000|CSCCC|25
02|02069|97|93|000402000000000|VB|1896
02|02069|97|93|000402000000000|VII|0
02|02069|97|93|000402000000000|VN|116
02|02069|97|93|000402000000000|VR|4
02|02069|97|93|001002069000000|CSCCC|25
02|02069|97|93|001002069000000|VB|1409
02|02069|97|93|001002069000000|VII|0
02|02069|97|93|001002069000000|VN|141
02|02069|97|93|001002069000000|VR|9
02|02070|1505|1158|000100000000000|CSCCC|162
02|02070|1505|1158|000100000000000|VB|9606
02|02070|1505|1158|000100000000000|VII|100
02|02070|1505|1158|000100000000000|VN|2288
02|02070|1505|1158|000100000000000|VR|63
02|02070|1505|1158|000302000000000|CSCCC|190
02|02070|1505|1158|000302000000000|VB|21833
02|02070|1505|1158|000302000000000|VII|98
02|02070|1505|1158|000302000000000|VN|2276
02|02070|1505|1158|000302000000000|VR|60
02|02070|1505|1158|000402000000000|CSCCC|162
02|02070|1505|1158|000402000000000|VB|18654
02|02070|1505|1158|000402000000000|VII|125
02|02070|1505|1158|000402000000000|VN|2260
02|02070|1505|1158|000402000000000|VR|63
02|02070|1505|1158|001002070000000|CSCCC|232
02|02070|1505|1158|001002070000000|VB|24101
02|02070|1505|1158|001002070000000|VII|130
02|02070|1505|1158|001002070000000|VN|2567
02|02070|1505|1158|001002070000000|VR|60
02|02071|265|208|000100000000000|CSCCC|62
02|02071|265|208|000100000000000|VB|2100
02|02071|265|208|000100000000000|VII|11
02|02071|265|208|000100000000000|VN|514
02|02071|265|208|000100000000000|VR|39
02|02071|265|208|000302000000000|CSCCC|54
02|02071|265|208|000302000000000|VB|4436
02|02071|265|208|000302000000000|VII|10
02|02071|265|208|000302000000000|VN|490
02|02071|265|208|000302000000000|VR|38
02|02071|265|208|000402000000000|CSCCC|54
02|02071|265|208|000402000000000|VB|3862
02|02071|265|208|000402000000000|VII|18
02|02071|265|208|000402000000000|VN|477
02|02071|265|208|000402000000000|VR|39
02|02071|265|208|001002071000000|CSCCC|54
02|02071|265|208|001002071000000|VB|3624
02|02071|265|208|001002071000000|VII|18
02|02071|265|208|001002071000000|VN|539
02|02071|265|208|001002071000000|VR|37
02|02072|48|43|000100000000000|CSCCC|13
02|02072|48|43|000100000000000|VB|451
02|02072|48|43|000100000000000|VII|2
02|02072|48|43|000100000000000|VN|33
02|02072|48|43|000100000000000|VR|3
02|02072|48|43|000302000000000|CSCCC|10
02|02072|48|43|000302000000000|VB|983
02|02072|48|43|000302000000000|VII|2
02|02072|48|43|000302000000000|VN|32
02|02072|48|43|000302000000000|VR|2
02|02072|48|43|000402000000000|CSCCC|10
02|02072|48|43|000402000000000|VB|736
02|02072|48|43|000402000000000|VII|2
02|02072|48|43|000402000000000|VN|32
02|02072|48|43|000402000000000|VR|3
02|02072|48|43|001002072000000|CSCCC|10
02|02072|48|43|001002072000000|VB|1091
02|02072|48|43|001002072000000|VII|2
02|02072|48|43|001002072000000|VN|38
02|02072|48|43|001002072000000|VR|3
02|02073|33|32|000100000000000|CSCCC|13
02|02073|33|32|000100000000000|VB|313
02|02073|33|32|000100000000000|VII|3
02|02073|33|32|000100000000000|VN|39
02|02073|33|32|000100000000000|VR|5
02|02073|33|32|000302000000000|CSCCC|13
02|02073|33|32|000302000000000|VB|568
02|02073|33|32|000302000000000|VII|3
02|02073|33|32|000302000000000|VN|34
02|02073|33|32|000302000000000|VR|5
02|02073|33|32|000402000000000|CSCCC|13
02|02073|33|32|000402000000000|VB|422
02|02073|33|32|000402000000000|VII|3
02|02073|33|32|000402000000000|VN|29
02|02073|33|32|000402000000000|VR|5
02|02073|33|32|001002073000000|CSCCC|13
02|02073|33|32|001002073000000|VB|380
02|02073|33|32|001002073000000|VII|3
02|02073|33|32|001002073000000|VN|29
02|02073|33|32|001002073000000|VR|5
02|02074|77|48|000100000000000|CSCCC|13
02|02074|77|48|000100000000000|VB|595
02|02074|77|48|000100000000000|VII|3
02|02074|77|48|000100000000000|VN|54
02|02074|77|48|000100000000000|VR|9
02|02074|77|48|000302000000000|CSCCC|7
02|02074|77|48|000302000000000|VB|922
02|02074|77|48|000302000000000|VII|3
02|02074|77|48|000302000000000|VN|57
02|02074|77|48|000302000000000|VR|5
02|02074|77|48|000402000000000|CSCCC|4
02|02074|77|48|000402000000000|VB|799
02|02074|77|48|000402000000000|VII|3
02|02074|77|48|000402000000000|VN|53
02|02074|77|48|000402000000000|VR|5
02|02074|77|48|001002074000000|CSCCC|4
02|02074|77|48|001002074000000|VB|602
02|02074|77|48|001002074000000|VII|3
02|02074|77|48|001002074000000|VN|75
02|02074|77|48|001002074000000|VR|3
02|02075|129|80|000100000000000|CSCCC|0
02|02075|129|80|000100000000000|VB|1303
02|02075|129|80|000100000000000|VII|11
02|02075|129|80|000100000000000|VN|116
02|02075|129|80|000100000000000|VR|11
02|02075|129|80|000302000000000|CSCCC|0
02|02075|129|80|000302000000000|VB|2106
02|02075|129|80|000302000000000|VII|10
02|02075|129|80|000302000000000|VN|107
02|02075|129|80|000302000000000|VR|14
02|02075|129|80|000402000000000|CSCCC|0
02|02075|129|80|000402000000000|VB|1747
02|02075|129|80|000402000000000|VII|11
02|02075|129|80|000402000000000|VN|105
02|02075|129|80|000402000000000|VR|14
02|02075|129|80|001002075000000|CSCCC|0
02|02075|129|80|001002075000000|VB|1334
02|02075|129|80|001002075000000|VII|12
02|02075|129|80|001002075000000|VN|135
02|02075|129|80|001002075000000|VR|14
02|02076|163|146|000100000000000|CSCCC|32
02|02076|163|146|000100000000000|VB|1264
02|02076|163|146|000100000000000|VII|11
02|02076|163|146|000100000000000|VN|246
02|02076|163|146|000100000000000|VR|38
02|02076|163|146|000302000000000|CSCCC|31
02|02076|163|146|000302000000000|VB|2586
02|02076|163|146|000302000000000|VII|11
02|02076|163|146|000302000000000|VN|246
02|02076|163|146|000302000000000|VR|38
02|02076|163|146|000402000000000|CSCCC|31
02|02076|163|146|000402000000000|VB|1962
02|02076|163|146|000402000000000|VII|11
02|02076|163|146|000402000000000|VN|242
02|02076|163|146|000402000000000|VR|39
02|02076|163|146|001002076000000|CSCCC|31
02|02076|163|146|001002076000000|VB|2322
02|02076|163|146|001002076000000|VII|11
02|02076|163|146|001002076000000|VN|299
02|02076|163|146|001002076000000|VR|40
02|02077|1198|821|000100000000000|CSCCC|103
02|02077|1198|821|000100000000000|VB|7587
02|02077|1198|821|000100000000000|VII|113
02|02077|1198|821|000100000000000|VN|1401
02|02077|1198|821|000100000000000|VR|74
02|02077|1198|821|000302000000000|CSCCC|214
02|02077|1198|821|000302000000000|VB|17814
02|02077|1198|821|000302000000000|VII|115
02|02077|1198|821|000302000000000|VN|1318
02|02077|1198|821|000302000000000|VR|72
02|02077|1198|821|000402000000000|CSCCC|134
02|02077|1198|821|000402000000000|VB|13814
02|02077|1198|821|000402000000000|VII|123
02|02077|1198|821|000402000000000|VN|1312
02|02077|1198|821|000402000000000|VR|71
02|02077|1198|821|001002077000000|CSCCC|172
02|02077|1198|821|001002077000000|VB|16208
02|02077|1198|821|001002077000000|VII|135
02|02077|1198|821|001002077000000|VN|1585
02|02077|1198|821|001002077000000|VR|84
02|02078|57|36|000100000000000|CSCCC|18
02|02078|57|36|000100000000000|VB|514
02|02078|57|36|000100000000000|VII|0
02|02078|57|36|000100000000000|VN|27
02|02078|57|36|000100000000000|VR|0
02|02078|57|36|000302000000000|CSCCC|14
02|02078|57|36|000302000000000|VB|917
02|02078|57|36|000302000000000|VII|0
02|02078|57|36|000302000000000|VN|25
02|02078|57|36|000302000000000|VR|2
02|02078|57|36|000402000000000|CSCCC|14
02|02078|57|36|000402000000000|VB|724
02|02078|57|36|000402000000000|VII|0
02|02078|57|36|000402000000000|VN|27
02|02078|57|36|000402000000000|VR|1
02|02078|57|36|001002078000000|CSCCC|14
02|02078|57|36|001002078000000|VB|1263
02|02078|57|36|001002078000000|VII|0
02|02078|57|36|001002078000000|VN|27
02|02078|57|36|001002078000000|VR|1
02|02079|1022|555|000100000000000|CSCCC|60
02|02079|1022|555|000100000000000|VB|4235
02|02079|1022|555|000100000000000|VII|23
02|02079|1022|555|000100000000000|VN|885
02|02079|1022|555|000100000000000|VR|51
02|02079|1022|555|000302000000000|CSCCC|76
02|02079|1022|555|000302000000000|VB|11870
02|02079|1022|555|000302000000000|VII|23
02|02079|1022|555|000302000000000|VN|873
02|02079|1022|555|000302000000000|VR|49
02|02079|1022|555|000402000000000|CSCCC|86
02|02079|1022|555|000402000000000|VB|9815
02|02079|1022|555|000402000000000|VII|48
02|02079|1022|555|000402000000000|VN|862
02|02079|1022|555|000402000000000|VR|50
02|02079|1022|555|001002079000000|CSCCC|100
02|02079|1022|555|001002079000000|VB|10985
02|02079|1022|555|001002079000000|VII|50
02|02079|1022|555|001002079000000|VN|883
02|02079|1022|555|001002079000000|VR|53
02|02080|802|606|000100000000000|CSCCC|75
02|02080|802|606|000100000000000|VB|3814
02|02080|802|606|000100000000000|VII|68
02|02080|802|606|000100000000000|VN|1302
02|02080|802|606|000100000000000|VR|50
02|02080|802|606|000302000000000|CSCCC|83
02|02080|802|606|000302000000000|VB|10308
02|02080|802|606|000302000000000|VII|64
02|02080|802|606|000302000000000|VN|1275
02|02080|802|606|000302000000000|VR|49
02|02080|802|606|000402000000000|CSCCC|77
02|02080|802|606|000402000000000|VB|7252
02|02080|802|606|000402000000000|VII|78
02|02080|802|606|000402000000000|VN|1266
02|02080|802|606|000402000000000|VR|51
02|02080|802|606|001002080000000|CSCCC|82
02|02080|802|606|001002080000000|VB|9102
02|02080|802|606|001002080000000|VII|78
02|02080|802|606|001002080000000|VN|1585
02|02080|802|606|001002080000000|VR|53
02|02081|48|44|000100000000000|CSCCC|25
02|02081|48|44|000100000000000|VB|469
02|02081|48|44|000100000000000|VII|10
02|02081|48|44|000100000000000|VN|69
02|02081|48|44|000100000000000|VR|8
02|02081|48|44|000302000000000|CSCCC|23
02|02081|48|44|000302000000000|VB|827
02|02081|48|44|000302000000000|VII|10
02|02081|48|44|000302000000000|VN|65
02|02081|48|44|000302000000000|VR|8
02|02081|48|44|000402000000000|CSCCC|23
02|02081|48|44|000402000000000|VB|700
02|02081|48|44|000402000000000|VII|10
02|02081|48|44|000402000000000|VN|68
02|02081|48|44|000402000000000|VR|8
02|02081|48|44|001002081000000|CSCCC|23
02|02081|48|44|001002081000000|VB|975
02|02081|48|44|001002081000000|VII|10
02|02081|48|44|001002081000000|VN|73
02|02081|48|44|001002081000000|VR|9
02|02082|245|207|000100000000000|CSCCC|38
02|02082|245|207|000100000000000|VB|2187
02|02082|245|207|000100000000000|VII|12
02|02082|245|207|000100000000000|VN|388
02|02082|245|207|000100000000000|VR|14
02|02082|245|207|000302000000000|CSCCC|33
02|02082|245|207|000302000000000|VB|4479
02|02082|245|207|000302000000000|VII|12
02|02082|245|207|000302000000000|VN|369
02|02082|245|207|000302000000000|VR|14
02|02082|245|207|000402000000000|CSCCC|33
02|02082|245|207|000402000000000|VB|3477
02|02082|245|207|000402000000000|VII|12
02|02082|245|207|000402000000000|VN|363
02|02082|245|207|000402000000000|VR|15
02|02082|245|207|001002082000000|CSCCC|25
02|02082|245|207|001002082000000|VB|3437
02|02082|245|207|001002082000000|VII|12
02|02082|245|207|001002082000000|VN|389
02|02082|245|207|001002082000000|VR|14
02|02083|130|112|000100000000000|CSCCC|20
02|02083|130|112|000100000000000|VB|900
02|02083|130|112|000100000000000|VII|3
02|02083|130|112|000100000000000|VN|198
02|02083|130|112|000100000000000|VR|11
02|02083|130|112|000302000000000|CSCCC|17
02|02083|130|112|000302000000000|VB|1985
02|02083|130|112|000302000000000|VII|3
02|02083|130|112|000302000000000|VN|184
02|02083|130|112|000302000000000|VR|6
02|02083|130|112|000402000000000|CSCCC|15
02|02083|130|112|000402000000000|VB|1653
02|02083|130|112|000402000000000|VII|10
02|02083|130|112|000402000000000|VN|181
02|02083|130|112|000402000000000|VR|6
02|02083|130|112|001002083000000|CSCCC|15
02|02083|130|112|001002083000000|VB|1523
02|02083|130|112|001002083000000|VII|10
02|02083|130|112|001002083000000|VN|186
02|02083|130|112|001002083000000|VR|7
02|02084|289|222|000100000000000|CSCCC|31
02|02084|289|222|000100000000000|VB|1746
02|02084|289|222|000100000000000|VII|10
02|02084|289|222|000100000000000|VN|497
02|02084|289|222|000100000000000|VR|20
02|02084|289|222|000302000000000|CSCCC|27
02|02084|289|222|000302000000000|VB|4752
02|02084|289|222|000302000000000|VII|10
02|02084|289|222|000302000000000|VN|460
02|02084|289|222|000302000000000|VR|22
02|02084|289|222|000402000000000|CSCCC|27
02|02084|289|222|000402000000000|VB|3637
02|02084|289|222|000402000000000|VII|10
02|02084|289|222|000402000000000|VN|456
02|02084|289|222|000402000000000|VR|20
02|02084|289|222|001002084000000|CSCCC|27
02|02084|289|222|001002084000000|VB|3088
02|02084|289|222|001002084000000|VII|10
02|02084|289|222|001002084000000|VN|507
02|02084|289|222|001002084000000|VR|21
02|02085|104|89|000100000000000|CSCCC|33
02|02085|104|89|000100000000000|VB|1015
02|02085|104|89|000100000000000|VII|2
02|02085|104|89|000100000000000|VN|187
02|02085|104|89|000100000000000|VR|5
02|02085|104|89|000302000000000|CSCCC|23
02|02085|104|89|000302000000000|VB|1838
02|02085|104|89|000302000000000|VII|2
02|02085|104|89|000302000000000|VN|175
02|02085|104|89|000302000000000|VR|5
02|02085|104|89|000402000000000|CSCCC|23
02|02085|104|89|000402000000000|VB|1594
02|02085|104|89|000402000000000|VII|2
02|02085|104|89|000402000000000|VN|178
02|02085|104|89|000402000000000|VR|5
02|02085|104|89|001002085000000|CSCCC|23
02|02085|104|89|001002085000000|VB|1888
02|02085|104|89|001002085000000|VII|2
02|02085|104|89|001002085000000|VN|169
02|02085|104|89|001002085000000|VR|4
02|02086|16|15|000100000000000|CSCCC|4
02|02086|16|15|000100000000000|VB|252
02|02086|16|15|000100000000000|VII|0
02|02086|16|15|000100000000000|VN|6
02|02086|16|15|000100000000000|VR|1
02|02086|16|15|000302000000000|CSCCC|2
02|02086|16|15|000302000000000|VB|413
02|02086|16|15|000302000000000|VII|0
02|02086|16|15|000302000000000|VN|4
02|02086|16|15|000302000000000|VR|1
02|02086|16|15|000402000000000|CSCCC|2
02|02086|16|15|000402000000000|VB|384
02|02086|16|15|000402000000000|VII|0
02|02086|16|15|000402000000000|VN|4
02|02086|16|15|000402000000000|VR|1
02|02086|16|15|001002086000000|CSCCC|2
02|02086|16|15|001002086000000|VB|423
02|02086|16|15|001002086000000|VII|0
02|02086|16|15|001002086000000|VN|4
02|02086|16|15|001002086000000|VR|1
02|02087|272|210|000100000000000|CSCCC|58
02|02087|272|210|000100000000000|VB|1450
02|02087|272|210|000100000000000|VII|34
02|02087|272|210|000100000000000|VN|566
02|02087|272|210|000100000000000|VR|15
02|02087|272|210|000302000000000|CSCCC|79
02|02087|272|210|000302000000000|VB|4356
02|02087|272|210|000302000000000|VII|30
02|02087|272|210|000302000000000|VN|537
02|02087|272|210|000302000000000|VR|18
02|02087|272|210|000402000000000|CSCCC|72
02|02087|272|210|000402000000000|VB|3298
02|02087|272|210|000402000000000|VII|33
02|02087|272|210|000402000000000|VN|561
02|02087|272|210|000402000000000|VR|18
