CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
02|02012|001002012000000|135|10067|43895|22.93
02|02012|001002012000000|137|2570|43895|5.85
02|02013|000100000000000|13|92|21254|0.43
02|02013|000100000000000|131|149|21254|0.70
02|02013|000100000000000|132|39|21254|0.18
02|02013|000100000000000|133|653|21254|3.07
02|02013|000100000000000|135|8508|21254|40.03
02|02013|000100000000000|136|8564|21254|40.29
02|02013|000100000000000|137|1880|21254|8.84
02|02013|000100000000000|36|20|21254|0.09
02|02013|000100000000000|57|18|21254|0.08
02|02013|000100000000000|87|362|21254|1.70
02|02013|000302000000000|02-207|19|21234|0.08
02|02013|000302000000000|02-276|63|21234|0.29
02|02013|000302000000000|02-309|23|21234|0.10
02|02013|000302000000000|02-312|37|21234|0.17
02|02013|000302000000000|02-314|19|21234|0.08
02|02013|000302000000000|02-315|0|21234|0.00
02|02013|000302000000000|02-503|8109|21234|38.18
02|02013|000302000000000|02-816|22|21234|0.10
02|02013|000302000000000|133|661|21234|3.11
02|02013|000302000000000|135|8641|21234|40.69
02|02013|000302000000000|137|1529|21234|7.20
02|02013|000302000000000|79|21|21234|0.09
02|02013|000402000000000|02-1911|113|21273|0.53
02|02013|000402000000000|02-276|51|21273|0.23
02|02013|000402000000000|02-309|22|21273|0.10
02|02013|000402000000000|02-503|7712|21273|36.25
02|02013|000402000000000|02-816|17|21273|0.07
02|02013|000402000000000|02-865|33|21273|0.15
02|02013|000402000000000|133|584|21273|2.74
02|02013|000402000000000|135|9143|21273|42.97
02|02013|000402000000000|137|2273|21273|10.68
02|02013|001002013000000|02-503|9852|21270|46.31
02|02013|001002013000000|133|979|21270|4.60
02|02013|001002013000000|135|9091|21270|42.74
02|02014|000100000000000|13|115|26902|0.42
02|02014|000100000000000|131|248|26902|0.92
02|02014|000100000000000|132|58|26902|0.21
02|02014|000100000000000|133|425|26902|1.57
02|02014|000100000000000|135|10452|26902|38.85
02|02014|000100000000000|136|12270|26902|45.60
02|02014|000100000000000|137|2235|26902|8.30
02|02014|000100000000000|36|26|26902|0.09
02|02014|000100000000000|57|16|26902|0.05
02|02014|000100000000000|87|329|26902|1.22
02|02014|000302000000000|02-207|25|26913|0.09
02|02014|000302000000000|02-276|88|26913|0.32
02|02014|000302000000000|02-309|16|26913|0.05
02|02014|000302000000000|02-312|60|26913|0.22
02|02014|000302000000000|02-314|26|26913|0.09
02|02014|000302000000000|02-315|0|26913|0.00
02|02014|000302000000000|02-503|12045|26913|44.75
02|02014|000302000000000|02-816|21|26913|0.07
02|02014|000302000000000|133|436|26913|1.62
02|02014|000302000000000|135|10708|26913|39.78
02|02014|000302000000000|137|1957|26913|7.27
02|02014|000302000000000|79|17|26913|0.06
02|02014|000402000000000|02-1911|217|26988|0.80
02|02014|000402000000000|02-276|83|26988|0.30
02|02014|000402000000000|02-309|14|26988|0.05
02|02014|000402000000000|02-503|12048|26988|44.64
02|02014|000402000000000|02-816|24|26988|0.08
02|02014|000402000000000|02-865|57|26988|0.21
02|02014|000402000000000|133|376|26988|1.39
02|02014|000402000000000|135|11030|26988|40.87
02|02014|000402000000000|137|1761|26988|6.52
02|02014|001002014000000|02-503|12781|26986|47.36
02|02014|001002014000000|133|333|26986|1.23
02|02014|001002014000000|135|10269|26986|38.05
02|02014|001002014000000|137|2320|26986|8.59
02|02015|000100000000000|13|71|14024|0.50
02|02015|000100000000000|131|212|14024|1.51
02|02015|000100000000000|132|23|14024|0.16
02|02015|000100000000000|133|320|14024|2.28
02|02015|000100000000000|135|4782|14024|34.09
02|02015|000100000000000|136|7003|14024|49.93
02|02015|000100000000000|137|809|14024|5.76
02|02015|000100000000000|36|9|14024|0.06
02|02015|000100000000000|57|15|14024|0.10
02|02015|000100000000000|87|228|14024|1.62
02|02015|000302000000000|02-207|24|13927|0.17
02|02015|000302000000000|02-276|57|13927|0.40
02|02015|000302000000000|02-309|17|13927|0.12
02|02015|000302000000000|02-312|23|13927|0.16
02|02015|000302000000000|02-314|11|13927|0.07
02|02015|000302000000000|02-315|11|13927|0.07
02|02015|000302000000000|02-503|6969|13927|50.03
02|02015|000302000000000|02-816|15|13927|0.10
02|02015|000302000000000|133|338|13927|2.42
02|02015|000302000000000|135|4725|13927|33.92
02|02015|000302000000000|137|625|13927|4.48
02|02015|000302000000000|79|16|13927|0.11
02|02015|000402000000000|02-1911|181|14030|1.29
02|02015|000402000000000|02-276|56|14030|0.39
02|02015|000402000000000|02-309|16|14030|0.11
02|02015|000402000000000|02-503|6893|14030|49.13
02|02015|000402000000000|02-816|13|14030|0.09
02|02015|000402000000000|02-865|22|14030|0.15
02|02015|000402000000000|133|299|14030|2.13
02|02015|000402000000000|135|5136|14030|36.60
02|02015|000402000000000|137|513|14030|3.65
02|02015|001002015000000|02-503|7728|14112|54.76
02|02015|001002015000000|133|292|14112|2.06
02|02015|001002015000000|135|4955|14112|35.11
02|02016|000100000000000|13|255|46781|0.54
02|02016|000100000000000|131|1321|46781|2.82
02|02016|000100000000000|132|81|46781|0.17
02|02016|000100000000000|133|1831|46781|3.91
02|02016|000100000000000|135|15561|46781|33.26
02|02016|000100000000000|136|21075|46781|45.05
02|02016|000100000000000|137|3681|46781|7.86
02|02016|000100000000000|36|56|46781|0.11
02|02016|000100000000000|57|5|46781|0.01
02|02016|000100000000000|87|934|46781|1.99
02|02016|000302000000000|02-207|59|46876|0.12
02|02016|000302000000000|02-276|233|46876|0.49
02|02016|000302000000000|02-309|40|46876|0.08
02|02016|000302000000000|02-312|92|46876|0.19
02|02016|000302000000000|02-314|49|46876|0.10
02|02016|000302000000000|02-315|44|46876|0.09
02|02016|000302000000000|02-503|19898|46876|42.44
02|02016|000302000000000|02-816|78|46876|0.16
02|02016|000302000000000|133|1816|46876|3.87
02|02016|000302000000000|135|16588|46876|35.38
02|02016|000302000000000|137|3084|46876|6.57
02|02016|000302000000000|79|35|46876|0.07
02|02016|000402000000000|02-1911|1235|47378|2.60
02|02016|000402000000000|02-276|209|47378|0.44
02|02016|000402000000000|02-309|37|47378|0.07
02|02016|000402000000000|02-503|20150|47378|42.53
02|02016|000402000000000|02-816|80|47378|0.16
02|02016|000402000000000|02-865|77|47378|0.16
02|02016|000402000000000|133|1704|47378|3.59
02|02016|000402000000000|135|17594|47378|37.13
02|02016|000402000000000|137|2729|47378|5.76
02|02016|001002016000000|02-1911|1192|47220|2.52
02|02016|001002016000000|02-503|17317|47220|36.67
02|02016|001002016000000|133|1473|47220|3.11
02|02016|001002016000000|135|21143|47220|44.77
02|02016|001002016000000|137|3154|47220|6.67
02|02017|000100000000000|13|75|14949|0.50
02|02017|000100000000000|131|170|14949|1.13
02|02017|000100000000000|132|28|14949|0.18
02|02017|000100000000000|133|473|14949|3.16
02|02017|000100000000000|135|4646|14949|31.07
02|02017|000100000000000|136|7785|14949|52.07
02|02017|000100000000000|137|955|14949|6.38
02|02017|000100000000000|36|13|14949|0.08
02|02017|000100000000000|57|15|14949|0.10
02|02017|000100000000000|87|210|14949|1.40
02|02017|000302000000000|02-207|17|14975|0.11
02|02017|000302000000000|02-276|68|14975|0.45
02|02017|000302000000000|02-309|18|14975|0.12
02|02017|000302000000000|02-312|25|14975|0.16
02|02017|000302000000000|02-314|11|14975|0.07
02|02017|000302000000000|02-315|13|14975|0.08
02|02017|000302000000000|02-503|7609|14975|50.81
02|02017|000302000000000|02-816|24|14975|0.16
02|02017|000302000000000|133|464|14975|3.09
02|02017|000302000000000|135|4771|14975|31.85
02|02017|000302000000000|137|835|14975|5.57
02|02017|000302000000000|79|40|14975|0.26
02|02017|000402000000000|02-1911|145|15206|0.95
02|02017|000402000000000|02-276|66|15206|0.43
02|02017|000402000000000|02-309|18|15206|0.11
02|02017|000402000000000|02-503|7717|15206|50.74
02|02017|000402000000000|02-816|24|15206|0.15
02|02017|000402000000000|02-865|23|15206|0.15
02|02017|000402000000000|133|444|15206|2.91
02|02017|000402000000000|135|5075|15206|33.37
02|02017|000402000000000|137|755|15206|4.96
02|02017|001002017000000|02-503|7002|15121|46.30
02|02017|001002017000000|133|469|15121|3.10
02|02017|001002017000000|135|5572|15121|36.84
02|02017|001002017000000|137|769|15121|5.08
02|02017|001002017000000|79|64|15121|0.42
02|02018|000100000000000|13|41|8347|0.49
02|02018|000100000000000|131|159|8347|1.90
02|02018|000100000000000|132|14|8347|0.16
02|02018|000100000000000|133|110|8347|1.31
02|02018|000100000000000|135|3287|8347|39.37
02|02018|000100000000000|136|2953|8347|35.37
02|02018|000100000000000|137|1328|8347|15.90
02|02018|000100000000000|36|7|8347|0.08
02|02018|000100000000000|57|4|8347|0.04
02|02018|000100000000000|87|149|8347|1.78
02|02018|000302000000000|02-207|10|8330|0.12
02|02018|000302000000000|02-276|34|8330|0.40
02|02018|000302000000000|02-309|5|8330|0.06
02|02018|000302000000000|02-312|11|8330|0.13
02|02018|000302000000000|02-314|4|8330|0.04
02|02018|000302000000000|02-315|0|8330|0.00
02|02018|000302000000000|02-503|2864|8330|34.38
02|02018|000302000000000|02-816|8|8330|0.09
02|02018|000302000000000|133|118|8330|1.41
02|02018|000302000000000|135|3360|8330|40.33
02|02018|000302000000000|137|1213|8330|14.56
02|02018|000302000000000|79|4|8330|0.04
02|02018|000402000000000|02-1911|149|8351|1.78
02|02018|000402000000000|02-276|23|8351|0.27
02|02018|000402000000000|02-309|4|8351|0.04
02|02018|000402000000000|02-503|2850|8351|34.12
02|02018|000402000000000|02-816|7|8351|0.08
02|02018|000402000000000|02-865|10|8351|0.11
02|02018|000402000000000|133|94|8351|1.12
02|02018|000402000000000|135|3538|8351|42.36
02|02018|000402000000000|137|1132|8351|13.55
02|02018|001002018000000|02-1911|177|8354|2.11
02|02018|001002018000000|02-503|2389|8354|28.59
02|02018|001002018000000|135|3081|8354|36.88
02|02018|001002018000000|137|2260|8354|27.05
02|02019|000100000000000|13|61|13435|0.45
02|02019|000100000000000|131|94|13435|0.69
02|02019|000100000000000|132|31|13435|0.23
02|02019|000100000000000|133|302|13435|2.24
02|02019|000100000000000|135|5980|13435|44.51
02|02019|000100000000000|136|5420|13435|40.34
02|02019|000100000000000|137|689|13435|5.12
02|02019|000100000000000|36|11|13435|0.08
02|02019|000100000000000|57|9|13435|0.06
02|02019|000100000000000|87|186|13435|1.38
02|02019|000302000000000|02-207|12|13426|0.08
02|02019|000302000000000|02-276|54|13426|0.40
02|02019|000302000000000|02-309|12|13426|0.08
02|02019|000302000000000|02-312|24|13426|0.17
02|02019|000302000000000|02-314|10|13426|0.07
02|02019|000302000000000|02-315|1|13426|0.00
02|02019|000302000000000|02-503|5353|13426|39.87
02|02019|000302000000000|02-816|16|13426|0.11
02|02019|000302000000000|133|278|13426|2.07
02|02019|000302000000000|135|5911|13426|44.02
02|02019|000302000000000|137|471|13426|3.50
02|02019|000302000000000|79|9|13426|0.06
02|02019|000402000000000|02-1911|69|13520|0.51
02|02019|000402000000000|02-276|49|13520|0.36
02|02019|000402000000000|02-309|11|13520|0.08
02|02019|000402000000000|02-503|5415|13520|40.05
02|02019|000402000000000|02-816|13|13520|0.09
02|02019|000402000000000|02-865|26|13520|0.19
02|02019|000402000000000|133|239|13520|1.76
02|02019|000402000000000|135|6239|13520|46.14
02|02019|000402000000000|137|449|13520|3.32
02|02019|001002019000000|02-503|7199|13359|53.88
02|02019|001002019000000|133|157|13359|1.17
02|02019|001002019000000|135|5012|13359|37.51
02|02020|000100000000000|13|25|7829|0.31
02|02020|000100000000000|131|70|7829|0.89
02|02020|000100000000000|132|19|7829|0.24
02|02020|000100000000000|133|214|7829|2.73
02|02020|000100000000000|135|3063|7829|39.12
02|02020|000100000000000|136|3644|7829|46.54
02|02020|000100000000000|137|338|7829|4.31
02|02020|000100000000000|36|4|7829|0.05
02|02020|000100000000000|57|13|7829|0.16
02|02020|000100000000000|87|94|7829|1.20
02|02020|000302000000000|02-207|7|7821|0.08
02|02020|000302000000000|02-276|18|7821|0.23
02|02020|000302000000000|02-309|6|7821|0.07
02|02020|000302000000000|02-312|26|7821|0.33
02|02020|000302000000000|02-314|9|7821|0.11
02|02020|000302000000000|02-315|0|7821|0.00
02|02020|000302000000000|02-503|3628|7821|46.38
02|02020|000302000000000|02-816|9|7821|0.11
02|02020|000302000000000|133|218|7821|2.78
02|02020|000302000000000|135|3075|7821|39.31
02|02020|000302000000000|137|246|7821|3.14
02|02020|000302000000000|79|7|7821|0.08
02|02020|000402000000000|02-1911|48|7823|0.61
02|02020|000402000000000|02-276|16|7823|0.20
02|02020|000402000000000|02-309|5|7823|0.06
02|02020|000402000000000|02-503|3668|7823|46.88
02|02020|000402000000000|02-816|8|7823|0.10
02|02020|000402000000000|02-865|21|7823|0.26
02|02020|000402000000000|133|204|7823|2.60
02|02020|000402000000000|135|3174|7823|40.57
02|02020|000402000000000|137|209|7823|2.67
02|02020|001002020000000|02-503|4008|7805|51.35
02|02020|001002020000000|133|246|7805|3.15
02|02020|001002020000000|135|3068|7805|39.30
02|02021|000100000000000|13|31|9831|0.31
02|02021|000100000000000|131|128|9831|1.30
02|02021|000100000000000|132|8|9831|0.08
02|02021|000100000000000|133|113|9831|1.14
02|02021|000100000000000|135|3888|9831|39.54
02|02021|000100000000000|136|4041|9831|41.10
02|02021|000100000000000|137|1042|9831|10.59
02|02021|000100000000000|36|2|9831|0.02
02|02021|000100000000000|57|7|9831|0.07
02|02021|000100000000000|87|117|9831|1.19
02|02021|000302000000000|02-207|7|9925|0.07
02|02021|000302000000000|02-276|30|9925|0.30
02|02021|000302000000000|02-309|9|9925|0.09
02|02021|000302000000000|02-312|9|9925|0.09
02|02021|000302000000000|02-314|5|9925|0.05
02|02021|000302000000000|02-315|0|9925|0.00
02|02021|000302000000000|02-503|3949|9925|39.78
02|02021|000302000000000|02-816|3|9925|0.03
02|02021|000302000000000|133|100|9925|1.00
02|02021|000302000000000|135|3848|9925|38.77
02|02021|000302000000000|137|959|9925|9.66
02|02021|000302000000000|79|6|9925|0.06
02|02021|000402000000000|02-1911|95|9590|0.99
02|02021|000402000000000|02-276|25|9590|0.26
02|02021|000402000000000|02-309|12|9590|0.12
02|02021|000402000000000|02-503|3855|9590|40.19
02|02021|000402000000000|02-816|1|9590|0.01
02|02021|000402000000000|02-865|7|9590|0.07
02|02021|000402000000000|133|87|9590|0.90
02|02021|000402000000000|135|3783|9590|39.44
02|02021|000402000000000|137|883|9590|9.20
02|02021|001002021000000|02-503|3691|9865|37.41
02|02021|001002021000000|135|2815|9865|28.53
02|02021|001002021000000|137|2845|9865|28.83
02|02022|000100000000000|13|80|16447|0.48
02|02022|000100000000000|131|724|16447|4.40
02|02022|000100000000000|132|28|16447|0.17
02|02022|000100000000000|133|329|16447|2.00
02|02022|000100000000000|135|5587|16447|33.96
02|02022|000100000000000|136|7748|16447|47.10
02|02022|000100000000000|137|869|16447|5.28
02|02022|000100000000000|36|23|16447|0.13
02|02022|000100000000000|57|13|16447|0.07
02|02022|000100000000000|87|287|16447|1.74
02|02022|000302000000000|02-207|25|16509|0.15
02|02022|000302000000000|02-276|68|16509|0.41
02|02022|000302000000000|02-309|19|16509|0.11
02|02022|000302000000000|02-312|25|16509|0.15
02|02022|000302000000000|02-314|19|16509|0.11
02|02022|000302000000000|02-315|0|16509|0.00
02|02022|000302000000000|02-503|7688|16509|46.56
02|02022|000302000000000|02-816|38|16509|0.23
02|02022|000302000000000|133|295|16509|1.78
02|02022|000302000000000|135|5760|16509|34.89
02|02022|000302000000000|137|667|16509|4.04
02|02022|000302000000000|79|21|16509|0.12
02|02022|000402000000000|02-1911|691|16874|4.09
02|02022|000402000000000|02-276|64|16874|0.37
02|02022|000402000000000|02-309|27|16874|0.16
02|02022|000402000000000|02-503|8087|16874|47.92
02|02022|000402000000000|02-816|40|16874|0.23
02|02022|000402000000000|02-865|28|16874|0.16
02|02022|000402000000000|133|255|16874|1.51
02|02022|000402000000000|135|5997|16874|35.53
02|02022|000402000000000|137|573|16874|3.39
02|02022|001002022000000|02-1911|731|16847|4.33
02|02022|001002022000000|02-503|8885|16847|52.73
02|02022|001002022000000|135|5826|16847|34.58
02|02022|001002022000000|137|418|16847|2.48
02|02023|000100000000000|13|17|5231|0.32
02|02023|000100000000000|131|35|5231|0.66
02|02023|000100000000000|132|3|5231|0.05
02|02023|000100000000000|133|60|5231|1.14
02|02023|000100000000000|135|2003|5231|38.29
02|02023|000100000000000|136|2527|5231|48.30
02|02023|000100000000000|137|227|5231|4.33
02|02023|000100000000000|36|2|5231|0.03
02|02023|000100000000000|57|4|5231|0.07
02|02023|000100000000000|87|119|5231|2.27
02|02023|000302000000000|02-207|8|5237|0.15
02|02023|000302000000000|02-276|19|5237|0.36
02|02023|000302000000000|02-309|4|5237|0.07
02|02023|000302000000000|02-312|3|5237|0.05
02|02023|000302000000000|02-314|6|5237|0.11
02|02023|000302000000000|02-315|2|5237|0.03
02|02023|000302000000000|02-503|2525|5237|48.21
02|02023|000302000000000|02-816|6|5237|0.11
02|02023|000302000000000|133|57|5237|1.08
02|02023|000302000000000|135|1977|5237|37.75
02|02023|000302000000000|137|156|5237|2.97
02|02023|000302000000000|79|3|5237|0.05
02|02023|000402000000000|02-1911|34|5293|0.64
02|02023|000402000000000|02-276|15|5293|0.28
02|02023|000402000000000|02-309|1|5293|0.01
02|02023|000402000000000|02-503|2580|5293|48.74
02|02023|000402000000000|02-816|8|5293|0.15
02|02023|000402000000000|02-865|3|5293|0.05
02|02023|000402000000000|133|47|5293|0.88
02|02023|000402000000000|135|2068|5293|39.07
02|02023|000402000000000|137|131|5293|2.47
02|02023|001002023000000|02-503|3407|5307|64.19
02|02023|001002023000000|135|1513|5307|28.50
02|02024|000100000000000|13|72|15967|0.45
02|02024|000100000000000|131|239|15967|1.49
02|02024|000100000000000|132|48|15967|0.30
02|02024|000100000000000|133|333|15967|2.08
02|02024|000100000000000|135|4792|15967|30.01
02|02024|000100000000000|136|9013|15967|56.44
02|02024|000100000000000|137|732|15967|4.58
02|02024|000100000000000|36|11|15967|0.06
02|02024|000100000000000|57|9|15967|0.05
02|02024|000100000000000|87|253|15967|1.58
02|02024|000302000000000|02-207|7|15870|0.04
02|02024|000302000000000|02-276|65|15870|0.40
02|02024|000302000000000|02-309|9|15870|0.05
02|02024|000302000000000|02-312|35|15870|0.22
02|02024|000302000000000|02-314|10|15870|0.06
02|02024|000302000000000|02-315|0|15870|0.00
02|02024|000302000000000|02-503|8779|15870|55.31
02|02024|000302000000000|02-816|17|15870|0.10
02|02024|000302000000000|133|336|15870|2.11
02|02024|000302000000000|135|4856|15870|30.59
02|02024|000302000000000|137|563|15870|3.54
02|02024|000302000000000|79|9|15870|0.05
02|02024|000402000000000|02-1911|217|15790|1.37
02|02024|000402000000000|02-276|55|15790|0.34
02|02024|000402000000000|02-309|9|15790|0.05
02|02024|000402000000000|02-503|8762|15790|55.49
02|02024|000402000000000|02-816|12|15790|0.07
02|02024|000402000000000|02-865|31|15790|0.19
02|02024|000402000000000|133|300|15790|1.89
02|02024|000402000000000|135|5098|15790|32.28
02|02024|000402000000000|137|458|15790|2.90
02|02024|001002024000000|02-503|10397|15790|65.84
02|02024|001002024000000|133|286|15790|1.81
02|02024|001002024000000|135|4138|15790|26.20
02|02024|001002024000000|137|228|15790|1.44
02|02025|000100000000000|13|40|9235|0.43
02|02025|000100000000000|131|104|9235|1.12
02|02025|000100000000000|132|16|9235|0.17
02|02025|000100000000000|133|184|9235|1.99
02|02025|000100000000000|135|4077|9235|44.14
02|02025|000100000000000|136|3472|9235|37.59
02|02025|000100000000000|137|747|9235|8.08
02|02025|000100000000000|36|8|9235|0.08
02|02025|000100000000000|57|19|9235|0.20
02|02025|000100000000000|87|160|9235|1.73
02|02025|000302000000000|02-207|24|9246|0.25
02|02025|000302000000000|02-276|43|9246|0.46
02|02025|000302000000000|02-309|5|9246|0.05
02|02025|000302000000000|02-312|10|9246|0.10
02|02025|000302000000000|02-314|19|9246|0.20
02|02025|000302000000000|02-315|0|9246|0.00
02|02025|000302000000000|02-503|3284|9246|35.51
02|02025|000302000000000|02-816|7|9246|0.07
02|02025|000302000000000|133|176|9246|1.90
02|02025|000302000000000|135|4152|9246|44.90
02|02025|000302000000000|137|617|9246|6.67
02|02025|000302000000000|79|10|9246|0.10
02|02025|000402000000000|02-1911|85|9371|0.90
02|02025|000402000000000|02-276|42|9371|0.44
02|02025|000402000000000|02-309|12|9371|0.12
02|02025|000402000000000|02-503|3306|9371|35.27
02|02025|000402000000000|02-816|8|9371|0.08
02|02025|000402000000000|02-865|9|9371|0.09
02|02025|000402000000000|133|154|9371|1.64
02|02025|000402000000000|135|4469|9371|47.68
02|02025|000402000000000|137|582|9371|6.21
02|02025|001002025000000|02-503|3143|8981|34.99
02|02025|001002025000000|135|4189|8981|46.64
02|02025|001002025000000|137|739|8981|8.22
02|02026|000100000000000|13|66|14042|0.47
02|02026|000100000000000|131|426|14042|3.03
02|02026|000100000000000|132|31|14042|0.22
02|02026|000100000000000|133|499|14042|3.55
02|02026|000100000000000|135|5473|14042|38.97
02|02026|000100000000000|136|5362|14042|38.18
02|02026|000100000000000|137|1294|14042|9.21
02|02026|000100000000000|36|24|14042|0.17
02|02026|000100000000000|57|0|14042|0.00
02|02026|000100000000000|87|216|14042|1.53
02|02026|000302000000000|02-207|28|13886|0.20
02|02026|000302000000000|02-276|57|13886|0.41
02|02026|000302000000000|02-309|18|13886|0.12
02|02026|000302000000000|02-312|24|13886|0.17
02|02026|000302000000000|02-314|24|13886|0.17
02|02026|000302000000000|02-315|0|13886|0.00
02|02026|000302000000000|02-503|4942|13886|35.58
02|02026|000302000000000|02-816|24|13886|0.17
02|02026|000302000000000|133|496|13886|3.57
02|02026|000302000000000|135|5703|13886|41.07
02|02026|000302000000000|137|1033|13886|7.43
02|02026|000302000000000|79|41|13886|0.29
02|02026|000402000000000|02-1911|398|13948|2.85
02|02026|000402000000000|02-276|53|13948|0.37
02|02026|000402000000000|02-309|18|13948|0.12
02|02026|000402000000000|02-503|4963|13948|35.58
02|02026|000402000000000|02-816|23|13948|0.16
02|02026|000402000000000|02-865|27|13948|0.19
02|02026|000402000000000|133|472|13948|3.38
02|02026|000402000000000|135|6056|13948|43.41
02|02026|000402000000000|137|936|13948|6.71
02|02026|001002026000000|02-503|4425|14022|31.55
02|02026|001002026000000|133|853|14022|6.08
02|02026|001002026000000|135|5976|14022|42.61
02|02026|001002026000000|137|1610|14022|11.48
02|02027|000100000000000|13|163|27854|0.58
02|02027|000100000000000|131|986|27854|3.53
02|02027|000100000000000|132|78|27854|0.28
02|02027|000100000000000|133|701|27854|2.51
02|02027|000100000000000|135|14545|27854|52.21
02|02027|000100000000000|136|6639|27854|23.83
02|02027|000100000000000|137|2653|27854|9.52
02|02027|000100000000000|36|21|27854|0.07
02|02027|000100000000000|57|47|27854|0.16
02|02027|000100000000000|87|863|27854|3.09
02|02027|000302000000000|02-207|95|27888|0.34
02|02027|000302000000000|02-276|141|27888|0.50
02|02027|000302000000000|02-309|33|27888|0.11
02|02027|000302000000000|02-312|89|27888|0.31
02|02027|000302000000000|02-314|42|27888|0.15
02|02027|000302000000000|02-315|7|27888|0.02
02|02027|000302000000000|02-503|6322|27888|22.66
02|02027|000302000000000|02-816|41|27888|0.14
02|02027|000302000000000|133|719|27888|2.57
02|02027|000302000000000|135|14748|27888|52.88
02|02027|000302000000000|137|2316|27888|8.30
02|02027|000302000000000|79|27|27888|0.09
02|02027|000402000000000|02-1911|890|27822|3.19
02|02027|000402000000000|02-276|127|27822|0.45
02|02027|000402000000000|02-309|34|27822|0.12
02|02027|000402000000000|02-503|6313|27822|22.69
02|02027|000402000000000|02-816|43|27822|0.15
02|02027|000402000000000|02-865|73|27822|0.26
02|02027|000402000000000|133|648|27822|2.32
02|02027|000402000000000|135|15360|27822|55.20
02|02027|000402000000000|137|2055|27822|7.38
02|02027|001002027000000|02-1911|792|27600|2.86
02|02027|001002027000000|02-207|130|27600|0.47
02|02027|001002027000000|02-503|5044|27600|18.27
02|02027|001002027000000|02-809|4092|27600|14.82
02|02027|001002027000000|133|491|27600|1.77
02|02027|001002027000000|135|13102|27600|47.47
02|02027|001002027000000|137|1922|27600|6.96
02|02028|000100000000000|13|107|24433|0.43
02|02028|000100000000000|131|342|24433|1.39
02|02028|000100000000000|132|79|24433|0.32
02|02028|000100000000000|133|731|24433|2.99
02|02028|000100000000000|135|8598|24433|35.19
02|02028|000100000000000|136|10913|24433|44.66
02|02028|000100000000000|137|2018|24433|8.25
02|02028|000100000000000|36|20|24433|0.08
02|02028|000100000000000|57|30|24433|0.12
02|02028|000100000000000|87|605|24433|2.47
02|02028|000302000000000|02-207|29|24331|0.11
02|02028|000302000000000|02-276|99|24331|0.40
02|02028|000302000000000|02-309|30|24331|0.12
02|02028|000302000000000|02-312|66|24331|0.27
02|02028|000302000000000|02-314|36|24331|0.14
02|02028|000302000000000|02-315|2|24331|0.00
02|02028|000302000000000|02-503|10779|24331|44.30
02|02028|000302000000000|02-816|26|24331|0.10
02|02028|000302000000000|133|735|24331|3.02
02|02028|000302000000000|135|8873|24331|36.46
02|02028|000302000000000|137|1390|24331|5.71
02|02028|000302000000000|79|16|24331|0.06
02|02028|000402000000000|02-1911|260|24480|1.06
02|02028|000402000000000|02-276|96|24480|0.39
02|02028|000402000000000|02-309|28|24480|0.11
02|02028|000402000000000|02-503|10895|24480|44.50
02|02028|000402000000000|02-816|28|24480|0.11
02|02028|000402000000000|02-865|65|24480|0.26
02|02028|000402000000000|133|679|24480|2.77
02|02028|000402000000000|135|9711|24480|39.66
02|02028|000402000000000|137|1116|24480|4.55
02|02028|001002028000000|02-503|13279|24468|54.27
02|02028|001002028000000|133|685|24468|2.79
02|02028|001002028000000|135|8789|24468|35.92
02|02029|000100000000000|13|364|31458|1.15
02|02029|000100000000000|131|276|31458|0.87
02|02029|000100000000000|132|69|31458|0.21
02|02029|000100000000000|133|709|31458|2.25
02|02029|000100000000000|135|11803|31458|37.51
02|02029|000100000000000|136|14803|31458|47.05
02|02029|000100000000000|137|1936|31458|6.15
02|02029|000100000000000|36|27|31458|0.08
02|02029|000100000000000|57|28|31458|0.08
02|02029|000100000000000|87|588|31458|1.86
02|02029|000302000000000|02-207|44|31422|0.14
02|02029|000302000000000|02-276|336|31422|1.06
02|02029|000302000000000|02-309|33|31422|0.10
02|02029|000302000000000|02-312|66|31422|0.21
02|02029|000302000000000|02-314|34|31422|0.10
02|02029|000302000000000|02-315|0|31422|0.00
02|02029|000302000000000|02-503|14466|31422|46.03
02|02029|000302000000000|02-816|46|31422|0.14
02|02029|000302000000000|133|696|31422|2.21
02|02029|000302000000000|135|12401|31422|39.46
02|02029|000302000000000|137|1529|31422|4.86
02|02029|000302000000000|79|16|31422|0.05
02|02029|000402000000000|02-1911|256|31904|0.80
02|02029|000402000000000|02-276|330|31904|1.03
02|02029|000402000000000|02-309|35|31904|0.10
02|02029|000402000000000|02-503|14872|31904|46.61
02|02029|000402000000000|02-816|41|31904|0.12
02|02029|000402000000000|02-865|65|31904|0.20
02|02029|000402000000000|133|641|31904|2.00
02|02029|000402000000000|135|12970|31904|40.65
02|02029|000402000000000|137|1295|31904|4.05
02|02029|001002029000000|02-276|337|31917|1.05
02|02029|001002029000000|02-503|14767|31917|46.26
02|02029|001002029000000|133|582|31917|1.82
02|02029|001002029000000|135|14275|31917|44.72
02|02029|001002029000000|137|703|31917|2.20
02|02030|000100000000000|13|135|22829|0.59
02|02030|000100000000000|131|223|22829|0.97
02|02030|000100000000000|132|25|22829|0.10
02|02030|000100000000000|133|579|22829|2.53
02|02030|000100000000000|135|9374|22829|41.06
