CODIGO_DISTRITO|CODIGO_SECCION|MESAS_HABILITADAS|MESAS_COMPUTADAS|CODIGO_CATEGORIA|CONTADOR|VALOR
01|01013|631|565|00030100000|VR|9920
01|01013|631|565|00050100000|CSCCC|19840
01|01013|631|565|00050100000|VB|8432
01|01013|631|565|00050100000|VII|14880
01|01013|631|565|00050100000|VN|4960
01|01013|631|565|00050100000|VR|9920
01|01013|631|565|00080100000|CSCCC|19840
01|01013|631|565|00080100000|VB|8432
01|01013|631|565|00080100000|VII|14880
01|01013|631|565|00080100000|VN|4960
01|01013|631|565|00080100000|VR|9920
01|01013|631|565|00090101300|CSCCC|19840
01|01013|631|565|00090101300|VB|8432
01|01013|631|565|00090101300|VII|14880
01|01013|631|565|00090101300|VN|4960
01|01013|631|565|00090101300|VR|9920
01|01014|607|555|00010000000|CSCCC|19120
01|01014|607|555|00010000000|VB|8126
01|01014|607|555|00010000000|VII|14340
01|01014|607|555|00010000000|VN|4780
01|01014|607|555|00010000000|VR|9560
01|01014|607|555|00020100000|CSCCC|19120
01|01014|607|555|00020100000|VB|8126
01|01014|607|555|00020100000|VII|14340
01|01014|607|555|00020100000|VN|4780
01|01014|607|555|00020100000|VR|9560
01|01014|607|555|00030100000|CSCCC|19120
01|01014|607|555|00030100000|VB|8126
01|01014|607|555|00030100000|VII|14340
01|01014|607|555|00030100000|VN|4780
01|01014|607|555|00030100000|VR|9560
01|01014|607|555|00050100000|CSCCC|19120
01|01014|607|555|00050100000|VB|8126
01|01014|607|555|00050100000|VII|14340
01|01014|607|555|00050100000|VN|4780
01|01014|607|555|00050100000|VR|9560
01|01014|607|555|00080100000|CSCCC|19120
01|01014|607|555|00080100000|VB|8126
01|01014|607|555|00080100000|VII|14340
01|01014|607|555|00080100000|VN|4780
01|01014|607|555|00080100000|VR|9560
01|01014|607|555|00090101400|CSCCC|19120
01|01014|607|555|00090101400|VB|8126
01|01014|607|555|00090101400|VII|14340
01|01014|607|555|00090101400|VN|4780
01|01014|607|555|00090101400|VR|9560
01|01015|457|407|00010000000|CSCCC|13680
01|01015|457|407|00010000000|VB|5814
01|01015|457|407|00010000000|VII|10260
01|01015|457|407|00010000000|VN|3420
01|01015|457|407|00010000000|VR|6840
01|01015|457|407|00020100000|CSCCC|13680
01|01015|457|407|00020100000|VB|5814
01|01015|457|407|00020100000|VII|10260
01|01015|457|407|00020100000|VN|3420
01|01015|457|407|00020100000|VR|6840
01|01015|457|407|00030100000|CSCCC|13680
01|01015|457|407|00030100000|VB|5814
01|01015|457|407|00030100000|VII|10260
01|01015|457|407|00030100000|VN|3420
01|01015|457|407|00030100000|VR|6840
01|01015|457|407|00050100000|CSCCC|13680
01|01015|457|407|00050100000|VB|5814
01|01015|457|407|00050100000|VII|10260
01|01015|457|407|00050100000|VN|3420
01|01015|457|407|00050100000|VR|6840
01|01015|457|407|00080100000|CSCCC|13680
01|01015|457|407|00080100000|VB|5814
01|01015|457|407|00080100000|VII|10260
01|01015|457|407|00080100000|VN|3420
01|01015|457|407|00080100000|VR|6840
01|01015|457|407|00090101500|CSCCC|13680
01|01015|457|407|00090101500|VB|5814
01|01015|457|407|00090101500|VII|10260
01|01015|457|407|00090101500|VN|3420
01|01015|457|407|00090101500|VR|6840
02|00060200001|12287|11062|00060200001|CSCCC|398240
02|00060200001|12287|11062|00060200001|VB|169252
02|00060200001|12287|11062|00060200001|VII|298680
02|00060200001|12287|11062|00060200001|VN|99560
02|00060200001|12287|11062|00060200001|VR|199120
02|00060200004|1546|1369|00060200004|CSCCC|49960
02|00060200004|1546|1369|00060200004|VB|21233
02|00060200004|1546|1369|00060200004|VII|37470
02|00060200004|1546|1369|00060200004|VN|12490
02|00060200004|1546|1369|00060200004|VR|24980
02|00060200005|3361|3184|00060200005|CSCCC|112120
02|00060200005|3361|3184|00060200005|VB|47651
02|00060200005|3361|3184|00060200005|VII|84090
02|00060200005|3361|3184|00060200005|VN|28030
02|00060200005|3361|3184|00060200005|VR|56060
02|00060200007|779|692|00060200007|CSCCC|25040
02|00060200007|779|692|00060200007|VB|10642
02|00060200007|779|692|00060200007|VII|18780
02|00060200007|779|692|00060200007|VN|6260
02|00060200007|779|692|00060200007|VR|12520
02|00070200002|1752|1534|00070200002|CSCCC|55280
02|00070200002|1752|1534|00070200002|VB|23494
02|00070200002|1752|1534|00070200002|VII|41460
02|00070200002|1752|1534|00070200002|VN|13820
02|00070200002|1752|1534|00070200002|VR|27640
02|00070200003|12143|10631|00070200003|CSCCC|384760
02|00070200003|12143|10631|00070200003|VB|163523
02|00070200003|12143|10631|00070200003|VII|288570
02|00070200003|12143|10631|00070200003|VN|96190
02|00070200003|12143|10631|00070200003|VR|192380
02|00070200006|1791|1791|00070200006|CSCCC|63280
02|00070200006|1791|1791|00070200006|VB|26894
02|00070200006|1791|1791|00070200006|VII|47460
02|00070200006|1791|1791|00070200006|VN|15820
02|00070200006|1791|1791|00070200006|VR|31640
02|00070200008|1472|1278|00070200008|CSCCC|46680
02|00070200008|1472|1278|00070200008|VB|19839
02|00070200008|1472|1278|00070200008|VII|35010
02|00070200008|1472|1278|00070200008|VN|11670
02|00070200008|1472|1278|00070200008|VR|23340
02|02001|45|45|00010000000|CSCCC|1600
02|02001|45|45|00010000000|VB|680
02|02001|45|45|00010000000|VII|1200
02|02001|45|45|00010000000|VN|400
02|02001|45|45|00010000000|VR|800
02|02001|45|45|00030200000|CSCCC|1600
02|02001|45|45|00030200000|VB|680
02|02001|45|45|00030200000|VII|1200
02|02001|45|45|00030200000|VN|400
02|02001|45|45|00030200000|VR|800
02|02001|45|45|00040200000|CSCCC|1600
02|02001|45|45|00040200000|VB|680
02|02001|45|45|00040200000|VII|1200
02|02001|45|45|00040200000|VN|400
02|02001|45|45|00040200000|VR|800
02|02001|45|45|00100200100|CSCCC|1600
02|02001|45|45|00100200100|VB|680
02|02001|45|45|00100200100|VII|1200
02|02001|45|45|00100200100|VN|400
02|02001|45|45|00100200100|VR|800
02|02002|29|26|00010000000|CSCCC|920
02|02002|29|26|00010000000|VB|391
02|02002|29|26|00010000000|VII|690
02|02002|29|26|00010000000|VN|230
02|02002|29|26|00010000000|VR|460
02|02002|29|26|00030200000|CSCCC|920
02|02002|29|26|00030200000|VB|391
02|02002|29|26|00030200000|VII|690
02|02002|29|26|00030200000|VN|230
02|02002|29|26|00030200000|VR|460
02|02002|29|26|00040200000|CSCCC|920
02|02002|29|26|00040200000|VB|391
02|02002|29|26|00040200000|VII|690
02|02002|29|26|00040200000|VN|230
02|02002|29|26|00040200000|VR|460
02|02002|29|26|00100200200|CSCCC|920
02|02002|29|26|00100200200|VB|391
02|02002|29|26|00100200200|VII|690
02|02002|29|26|00100200200|VN|230
02|02002|29|26|00100200200|VR|460
02|02003|1160|993|00010000000|CSCCC|36200
02|02003|1160|993|00010000000|VB|15385
02|02003|1160|993|00010000000|VII|27150
02|02003|1160|993|00010000000|VN|9050
02|02003|1160|993|00010000000|VR|18100
02|02003|1160|993|00030200000|CSCCC|36200
02|02003|1160|993|00030200000|VB|15385
02|02003|1160|993|00030200000|VII|27150
02|02003|1160|993|00030200000|VN|9050
02|02003|1160|993|00030200000|VR|18100
02|02003|1160|993|00040200000|CSCCC|36200
02|02003|1160|993|00040200000|VB|15385
02|02003|1160|993|00040200000|VII|27150
02|02003|1160|993|00040200000|VN|9050
02|02003|1160|993|00040200000|VR|18100
02|02003|1160|993|00100200300|CSCCC|36200
02|02003|1160|993|00100200300|VB|15385
02|02003|1160|993|00100200300|VII|27150
02|02003|1160|993|00100200300|VN|9050
02|02003|1160|993|00100200300|VR|18100
02|02004|802|697|00010000000|CSCCC|25280
02|02004|802|697|00010000000|VB|10744
02|02004|802|697|00010000000|VII|18960
02|02004|802|697|00010000000|VN|6320
02|02004|802|697|00010000000|VR|12640
02|02004|802|697|00030200000|CSCCC|25280
02|02004|802|697|00030200000|VB|10744
02|02004|802|697|00030200000|VII|18960
02|02004|802|697|00030200000|VN|6320
02|02004|802|697|00030200000|VR|12640
02|02004|802|697|00040200000|CSCCC|25280
02|02004|802|697|00040200000|VB|10744
02|02004|802|697|00040200000|VII|18960
02|02004|802|697|00040200000|VN|6320
02|02004|802|697|00040200000|VR|12640
02|02004|802|697|00100200400|CSCCC|25280
02|02004|802|697|00100200400|VB|10744
02|02004|802|697|00100200400|VII|18960
02|02004|802|697|00100200400|VN|6320
02|02004|802|697|00100200400|VR|12640
02|02005|60|58|00010000000|CSCCC|2080
02|02005|60|58|00010000000|VB|884
02|02005|60|58|00010000000|VII|1560
02|02005|60|58|00010000000|VN|520
02|02005|60|58|00010000000|VR|1040
02|02005|60|58|00030200000|CSCCC|2080
02|02005|60|58|00030200000|VB|884
02|02005|60|58|00030200000|VII|1560
02|02005|60|58|00030200000|VN|520
02|02005|60|58|00030200000|VR|1040
02|02005|60|58|00040200000|CSCCC|2080
02|02005|60|58|00040200000|VB|884
02|02005|60|58|00040200000|VII|1560
02|02005|60|58|00040200000|VN|520
02|02005|60|58|00040200000|VR|1040
02|02005|60|58|00100200500|CSCCC|2080
02|02005|60|58|00100200500|VB|884
02|02005|60|58|00100200500|VII|1560
02|02005|60|58|00100200500|VN|520
02|02005|60|58|00100200500|VR|1040
02|02006|164|147|00010000000|CSCCC|5400
02|02006|164|147|00010000000|VB|2295
02|02006|164|147|00010000000|VII|4050
02|02006|164|147|00010000000|VN|1350
02|02006|164|147|00010000000|VR|2700
02|02006|164|147|00030200000|CSCCC|5400
02|02006|164|147|00030200000|VB|2295
02|02006|164|147|00030200000|VII|4050
02|02006|164|147|00030200000|VN|1350
02|02006|164|147|00030200000|VR|2700
02|02006|164|147|00040200000|CSCCC|5400
02|02006|164|147|00040200000|VB|2295
02|02006|164|147|00040200000|VII|4050
02|02006|164|147|00040200000|VN|1350
02|02006|164|147|00040200000|VR|2700
02|02006|164|147|00100200600|CSCCC|5400
02|02006|164|147|00100200600|VB|2295
02|02006|164|147|00100200600|VII|4050
02|02006|164|147|00100200600|VN|1350
02|02006|164|147|00100200600|VR|2700
02|02007|694|694|00010000000|CSCCC|23920
02|02007|694|694|00010000000|VB|10166
02|02007|694|694|00010000000|VII|17940
02|02007|694|694|00010000000|VN|5980
02|02007|694|694|00010000000|VR|11960
02|02007|694|694|00030200000|CSCCC|23920
02|02007|694|694|00030200000|VB|10166
02|02007|694|694|00030200000|VII|17940
02|02007|694|694|00030200000|VN|5980
02|02007|694|694|00030200000|VR|11960
02|02007|694|694|00040200000|CSCCC|23920
02|02007|694|694|00040200000|VB|10166
02|02007|694|694|00040200000|VII|17940
02|02007|694|694|00040200000|VN|5980
02|02007|694|694|00040200000|VR|11960
02|02007|694|694|00100200700|CSCCC|23920
02|02007|694|694|00100200700|VB|10166
02|02007|694|694|00100200700|VII|17940
02|02007|694|694|00100200700|VN|5980
02|02007|694|694|00100200700|VR|11960
02|02008|99|93|00010000000|CSCCC|3360
02|02008|99|93|00010000000|VB|1428
02|02008|99|93|00010000000|VII|2520
02|02008|99|93|00010000000|VN|840
02|02008|99|93|00010000000|VR|1680
02|02008|99|93|00030200000|CSCCC|3360
02|02008|99|93|00030200000|VB|1428
02|02008|99|93|00030200000|VII|2520
02|02008|99|93|00030200000|VN|840
02|02008|99|93|00030200000|VR|1680
02|02008|99|93|00040200000|CSCCC|3360
02|02008|99|93|00040200000|VB|1428
02|02008|99|93|00040200000|VII|2520
02|02008|99|93|00040200000|VN|840
02|02008|99|93|00040200000|VR|1680
02|02008|99|93|00100200800|CSCCC|3360
02|02008|99|93|00100200800|VB|1428
02|02008|99|93|00100200800|VII|2520
02|02008|99|93|00100200800|VN|840
02|02008|99|93|00100200800|VR|1680
02|02009|85|74|00010000000|CSCCC|2800
02|02009|85|74|00010000000|VB|1190
02|02009|85|74|00010000000|VII|2100
02|02009|85|74|00010000000|VN|700
02|02009|85|74|00010000000|VR|1400
02|02009|85|74|00030200000|CSCCC|2800
02|02009|85|74|00030200000|VB|1190
02|02009|85|74|00030200000|VII|2100
02|02009|85|74|00030200000|VN|700
02|02009|85|74|00030200000|VR|1400
02|02009|85|74|00040200000|CSCCC|2800
02|02009|85|74|00040200000|VB|1190
02|02009|85|74|00040200000|VII|2100
02|02009|85|74|00040200000|VN|700
02|02009|85|74|00040200000|VR|1400
02|02009|85|74|00100200900|CSCCC|2800
