CODIGO_PROVINCIA|CODIGO_MUNICIPIO|FECHA_COMPUTADO|CODIGO_CATEGORIA|CODIGO_PARTIDO|CODIGO_LISTA|NOMBRE_LISTA|VOTOS_LISTA
01|01001|26-JUL-19 06.03.46.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|43
01|01001|26-JUL-19 06.03.47.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|25
01|01001|26-JUL-19 06.03.48.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|70
01|01001|26-JUL-19 06.03.49.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|62
01|01001|26-JUL-19 06.03.51.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|14
01|01001|26-JUL-19 06.03.53.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|27
01|01001|26-JUL-19 06.03.55.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|43
01|01001|26-JUL-19 06.03.57.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|213
01|01001|26-JUL-19 06.03.58.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|36
01|01001|26-JUL-19 06.03.59.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|168
01|01001|26-JUL-19 06.04.00.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|84
01|01001|26-JUL-19 06.04.01.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|89
01|01001|26-JUL-19 06.04.05.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|78
01|01001|26-JUL-19 06.04.07.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|11
01|01001|26-JUL-19 06.04.08.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|33
01|01001|26-JUL-19 06.04.12.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|42
01|01001|26-JUL-19 06.04.13.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|59
01|01001|26-JUL-19 06.04.16.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|13
01|01001|26-JUL-19 06.04.19.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|10
01|01001|26-JUL-19 06.04.25.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|7
01|01001|26-JUL-19 06.04.26.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|58
01|01001|26-JUL-19 06.04.27.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|81
01|01001|26-JUL-19 06.04.28.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|15
01|01001|26-JUL-19 06.04.30.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|105
01|01001|26-JUL-19 06.04.31.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|11
01|01001|26-JUL-19 06.04.37.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|39
01|01001|26-JUL-19 06.04.38.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|0
01|01001|26-JUL-19 06.04.44.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|0
01|01001|26-JUL-19 06.04.46.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|72
01|01001|26-JUL-19 06.04.47.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|39
01|01001|26-JUL-19 06.04.48.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|13
01|01001|26-JUL-19 06.04.49.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|111
01|01001|26-JUL-19 06.04.50.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|20
01|01001|26-JUL-19 06.04.53.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|11
01|01001|26-JUL-19 06.04.54.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|27
01|01001|26-JUL-19 06.04.55.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|112
01|01001|26-JUL-19 06.04.57.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|3
01|01001|26-JUL-19 06.04.58.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|37
01|01001|26-JUL-19 06.04.59.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|21
01|01001|26-JUL-19 06.05.01.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|49
01|01001|26-JUL-19 06.05.02.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|102
01|01001|26-JUL-19 06.05.03.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|53
01|01001|26-JUL-19 06.05.06.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|5
01|01001|26-JUL-19 06.05.08.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|110
01|01001|26-JUL-19 06.05.09.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|38
01|01001|26-JUL-19 06.05.21.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|39
01|01001|26-JUL-19 06.05.22.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|20
01|01001|26-JUL-19 06.05.23.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|45
01|01001|26-JUL-19 06.05.24.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|37
01|01001|26-JUL-19 06.05.25.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|118
01|01001|26-JUL-19 06.05.27.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|105
01|01001|26-JUL-19 06.05.28.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|14
01|01001|26-JUL-19 06.05.29.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|0
01|01001|26-JUL-19 06.05.30.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|3
01|01001|26-JUL-19 06.05.32.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|122
01|01001|26-JUL-19 06.05.33.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|61
01|01001|26-JUL-19 06.05.34.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|10
01|01001|26-JUL-19 06.05.36.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|14
01|01001|26-JUL-19 06.05.37.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|4
01|01001|26-JUL-19 06.05.41.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|0
01|01001|26-JUL-19 06.05.43.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|114
01|01001|26-JUL-19 06.05.44.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|13
01|01001|26-JUL-19 06.05.46.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|10
01|01001|26-JUL-19 06.05.56.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|0
01|01001|26-JUL-19 06.05.57.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|2
01|01001|26-JUL-19 06.06.00.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|33
01|01001|26-JUL-19 06.06.01.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|40
01|01001|26-JUL-19 06.06.03.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|27
01|01001|26-JUL-19 06.06.09.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|25
01|01001|26-JUL-19 06.06.11.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|32
01|01001|26-JUL-19 06.06.12.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|78
01|01001|26-JUL-19 06.06.13.000000000 PM|00010000000|13|00010000000.13.A.00010000000.13|UNIDAD DE LA IZQUIERDA|70
