CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
00000000|00030900000|09-503|100363|213380|47.03
00000000|00030900000|38|33181|213380|15.55
00000000|00031000000|10-501|120935|304634|39.69
00000000|00031000000|10-502|39361|304634|12.92
00000000|00031000000|10-503|41837|304634|13.73
00000000|00031000000|10-504|39928|304634|13.10
00000000|00031000000|33|39759|304634|13.05
00000000|00031100000|11-501|24799|143010|17.34
00000000|00031100000|11-502|27388|143010|19.15
00000000|00031100000|11-503|26156|143010|18.28
00000000|00031100000|13|26743|143010|18.70
00000000|00031100000|50|27214|143010|19.02
00000000|00031200000|12-501|26551|168888|15.72
00000000|00031200000|12-502|26257|168888|15.54
00000000|00031200000|12-503|26144|168888|15.48
00000000|00031200000|13|26442|168888|15.65
00000000|00031200000|33|25564|168888|15.13
00000000|00031200000|82|25282|168888|14.96
00000000|00031300000|13-222|169714|742971|22.84
00000000|00031300000|13-501|175274|742971|23.59
00000000|00031300000|13-502|170280|742971|22.91
00000000|00031300000|13-503|172062|742971|23.15
00000000|00031400000|14-501|57652|444466|12.97
00000000|00031400000|14-502|59472|444466|13.38
00000000|00031400000|14-503|174555|444466|39.27
00000000|00031400000|50|60959|444466|13.71
00000000|00031400000|71|58542|444466|13.17
00000000|00031500000|13|33614|261277|12.86
00000000|00031500000|15-151|70833|261277|27.11
00000000|00031500000|15-501|34346|261277|13.14
00000000|00031500000|15-502|33974|261277|13.00
00000000|00031500000|15-503|33541|261277|12.83
00000000|00031500000|15-504|35402|261277|13.54
00000000|00031600000|13|46777|244479|19.13
00000000|00031600000|16-169|43387|244479|17.74
00000000|00031600000|16-501|43491|244479|17.78
00000000|00031600000|16-502|44960|244479|18.39
00000000|00031600000|16-503|47555|244479|19.45
00000000|00031700000|17-501|200886|580439|34.60
00000000|00031700000|17-502|65796|580439|11.33
00000000|00031700000|17-503|134295|580439|23.13
00000000|00031700000|17-504|68373|580439|11.77
00000000|00031700000|19|67620|580439|11.64
00000000|00031800000|18-168|32595|289425|11.26
00000000|00031800000|18-177|33097|289425|11.43
00000000|00031800000|18-501|34216|289425|11.82
00000000|00031800000|18-502|33320|289425|11.51
00000000|00031800000|18-503|67655|289425|23.37
00000000|00031800000|18-504|66867|289425|23.10
00000000|00031900000|13|31452|203619|15.44
00000000|00031900000|19-501|30603|203619|15.02
00000000|00031900000|19-502|63310|203619|31.09
00000000|00031900000|19-503|31469|203619|15.45
00000000|00031900000|69|31536|203619|15.48
00000000|00032000000|13|12200|149139|8.18
00000000|00032000000|20-501|12245|149139|8.21
00000000|00032000000|20-502|37918|149139|25.42
00000000|00032000000|20-503|62471|149139|41.88
00000000|00032000000|86|13136|149139|8.80
00000000|00032100000|13|48947|1456886|3.35
00000000|00032100000|21-177|52686|1456886|3.61
00000000|00032100000|21-199|51226|1456886|3.51
00000000|00032100000|21-501|519294|1456886|35.64
00000000|00032100000|21-502|51767|1456886|3.55
00000000|00032100000|21-503|52100|1456886|3.57
00000000|00032100000|21-504|103901|1456886|7.13
00000000|00032100000|21-505|51044|1456886|3.50
00000000|00032100000|21-506|52076|1456886|3.57
00000000|00032100000|36|258282|1456886|17.72
00000000|00032100000|65|51455|1456886|3.53
00000000|00032100000|87|55002|1456886|3.77
00000000|00032200000|22-178|39102|393845|9.92
00000000|00032200000|22-179|40566|393845|10.29
00000000|00032200000|22-501|40558|393845|10.29
00000000|00032200000|22-502|42090|393845|10.68
00000000|00032200000|22-503|78580|393845|19.95
00000000|00032200000|38|40542|393845|10.29
00000000|00032200000|40|40385|393845|10.25
00000000|00032200000|87|42527|393845|10.79
00000000|00032300000|23-181|71333|627428|11.36
00000000|00032300000|23-501|144460|627428|23.02
00000000|00032300000|23-502|147900|627428|23.57
00000000|00032300000|23-503|73229|627428|11.67
00000000|00032300000|23-504|143518|627428|22.87
00000000|00032400000|24-187|9497|75818|12.52
00000000|00032400000|24-203|10395|75818|13.71
00000000|00032400000|24-501|10412|75818|13.73
00000000|00032400000|24-502|20641|75818|27.22
00000000|00032400000|24-503|9710|75818|12.80
00000000|00032400000|69|9485|75818|12.51
01|00010000000|13|115258|1277329|9.02
01|00010000000|131|117900|1277329|9.23
01|00010000000|132|117391|1277329|9.19
01|00010000000|133|119492|1277329|9.35
01|00010000000|135|118757|1277329|9.29
01|00010000000|136|117941|1277329|9.23
01|00010000000|137|116308|1277329|9.10
01|00010000000|36|119421|1277329|9.34
01|00010000000|57|118362|1277329|9.26
01|00010000000|87|120840|1277329|9.46
01|00020100000|01-187|82005|1277329|6.42
01|00020100000|01-262|84335|1277329|6.60
01|00020100000|01-343|84553|1277329|6.61
01|00020100000|01-501|85427|1277329|6.68
01|00020100000|01-502|83752|1277329|6.55
01|00020100000|01-503|84639|1277329|6.62
01|00020100000|01-504|167980|1277329|13.15
01|00020100000|13|83427|1277329|6.53
01|00020100000|36|83248|1277329|6.51
01|00020100000|5|84661|1277329|6.62
01|00020100000|86|84860|1277329|6.64
01|00020100000|87|85950|1277329|6.72
01|00020100000|88|86833|1277329|6.79
01|00030100000|01-187|82772|1277329|6.48
01|00030100000|01-262|83788|1277329|6.55
01|00030100000|01-343|84000|1277329|6.57
01|00030100000|01-501|83875|1277329|6.56
01|00030100000|01-502|85617|1277329|6.70
01|00030100000|01-503|85173|1277329|6.66
01|00030100000|01-504|169984|1277329|13.30
01|00030100000|13|84056|1277329|6.58
01|00030100000|36|83559|1277329|6.54
01|00030100000|5|84870|1277329|6.64
01|00030100000|86|82919|1277329|6.49
01|00030100000|87|85057|1277329|6.65
01|00030100000|88|86000|1277329|6.73
01|00050100000|01-187|165283|1277329|12.93
01|00050100000|01-501|168980|1277329|13.22
01|00050100000|01-502|170069|1277329|13.31
01|00050100000|01-503|170527|1277329|13.35
01|00050100000|13|167106|1277329|13.08
01|00050100000|5|168417|1277329|13.18
01|00050100000|87|171288|1277329|13.40
02|00010000000|13|579257|6443168|8.99
02|00010000000|131|601728|6443168|9.33
02|00010000000|132|597903|6443168|9.27
02|00010000000|133|596259|6443168|9.25
02|00010000000|135|596227|6443168|9.25
02|00010000000|136|596401|6443168|9.25
02|00010000000|137|586136|6443168|9.09
02|00010000000|36|594751|6443168|9.23
02|00010000000|57|598996|6443168|9.29
02|00010000000|87|612982|6443168|9.51
02|00030200000|02-207|383550|6443168|5.95
02|00030200000|02-276|398087|6443168|6.17
02|00030200000|02-309|397840|6443168|6.17
02|00030200000|02-312|397492|6443168|6.16
02|00030200000|02-314|397858|6443168|6.17
02|00030200000|02-315|396956|6443168|6.16
02|00030200000|02-503|396783|6443168|6.15
02|00030200000|02-504|398967|6443168|6.19
02|00030200000|02-505|401109|6443168|6.22
02|00030200000|02-792|396184|6443168|6.14
02|00030200000|02-816|396271|6443168|6.15
02|00030200000|133|396474|6443168|6.15
02|00030200000|135|396837|6443168|6.15
02|00030200000|137|396508|6443168|6.15
02|00030200000|79|409724|6443168|6.35
02|00040200000|02-1911|383870|6443168|5.95
02|00040200000|02-276|399392|6443168|6.19
02|00040200000|02-309|799063|6443168|12.40
02|00040200000|02-312|397747|6443168|6.17
02|00040200000|02-502|395222|6443168|6.13
02|00040200000|02-503|794092|6443168|12.32
02|00040200000|02-505|397560|6443168|6.17
02|00040200000|02-816|400039|6443168|6.20
02|00040200000|02-865|791829|6443168|12.28
02|00040200000|133|396101|6443168|6.14
02|00040200000|135|395449|6443168|6.13
02|00040200000|137|410276|6443168|6.36
03|00010000000|13|14480|156176|9.27
03|00010000000|131|14649|156176|9.37
03|00010000000|132|14313|156176|9.16
03|00010000000|133|14059|156176|9.00
03|00010000000|135|14102|156176|9.02
03|00010000000|136|14578|156176|9.33
03|00010000000|137|14584|156176|9.33
03|00010000000|36|14051|156176|8.99
03|00010000000|57|14849|156176|9.50
03|00010000000|87|14815|156176|9.48
03|00030300000|03-183|17773|156176|11.38
03|00030300000|03-198|18141|156176|11.61
03|00030300000|03-218|18153|156176|11.62
03|00030300000|03-501|18147|156176|11.61
03|00030300000|03-503|16859|156176|10.79
03|00030300000|03-504|18050|156176|11.55
03|00030300000|03-505|18635|156176|11.93
03|00030300000|03-506|18722|156176|11.98
03|00040300000|03-501|23008|156176|14.73
03|00040300000|03-503|24605|156176|15.75
03|00040300000|03-504|24841|156176|15.90
03|00040300000|03-505|24449|156176|15.65
03|00040300000|03-506|24237|156176|15.51
03|00040300000|03-69|23340|156176|14.94
04|00010000000|13|134046|1495703|8.96
04|00010000000|131|137261|1495703|9.17
04|00010000000|132|139448|1495703|9.32
04|00010000000|133|138431|1495703|9.25
04|00010000000|135|137995|1495703|9.22
04|00010000000|136|137893|1495703|9.21
04|00010000000|137|136516|1495703|9.12
04|00010000000|36|141595|1495703|9.46
04|00010000000|57|138037|1495703|9.22
04|00010000000|87|142468|1495703|9.52
04|00030400000|04-217|96755|1495703|6.46
04|00030400000|04-501|196498|1495703|13.13
04|00030400000|04-502|298108|1495703|19.93
04|00030400000|04-503|100212|1495703|6.69
04|00030400000|04-504|97702|1495703|6.53
04|00030400000|04-505|99734|1495703|6.66
04|00030400000|04-506|98281|1495703|6.57
04|00030400000|13|98487|1495703|6.58
04|00030400000|23|97918|1495703|6.54
04|00030400000|57|98633|1495703|6.59
04|00030400000|87|101362|1495703|6.77
05|00010000000|13|40229|430392|9.34
05|00010000000|131|39163|430392|9.09
05|00010000000|132|39651|430392|9.21
05|00010000000|133|39789|430392|9.24
05|00010000000|135|39481|430392|9.17
05|00010000000|136|41336|430392|9.60
05|00010000000|137|40657|430392|9.44
05|00010000000|36|37442|430392|8.69
05|00010000000|57|39531|430392|9.18
05|00010000000|87|40881|430392|9.49
05|00030500000|05-216|31516|430392|7.32
05|00030500000|05-501|200611|430392|46.61
05|00030500000|05-502|98638|430392|22.91
05|00030500000|05-503|67395|430392|15.65
06|00010000000|13|43535|485780|8.96
06|00010000000|131|44694|485780|9.20
06|00010000000|132|45656|485780|9.39
06|00010000000|133|44344|485780|9.12
06|00010000000|135|46018|485780|9.47
06|00010000000|136|45220|485780|9.30
06|00010000000|137|43345|485780|8.92
06|00010000000|36|45299|485780|9.32
06|00010000000|57|45983|485780|9.46
06|00010000000|87|45306|485780|9.32
06|00020600000|06-156|33784|485780|6.95
06|00020600000|06-179|34252|485780|7.05
06|00020600000|06-180|35571|485780|7.32
06|00020600000|06-501|139575|485780|28.73
06|00020600000|06-502|34787|485780|7.16
06|00020600000|06-503|67551|485780|13.90
06|00020600000|06-504|34122|485780|7.02
06|00020600000|33|34820|485780|7.16
06|00020600000|71|34938|485780|7.19
06|00030600000|06-156|31307|485780|6.44
06|00030600000|06-179|32470|485780|6.68
06|00030600000|06-180|32644|485780|6.71
06|00030600000|06-501|157912|485780|32.50
06|00030600000|06-502|32348|485780|6.65
06|00030600000|06-503|64972|485780|13.37
06|00030600000|06-504|32207|485780|6.62
06|00030600000|33|31525|485780|6.48
06|00030600000|71|34015|485780|7.00
07|00010000000|13|20023|215877|9.27
07|00010000000|131|20151|215877|9.33
07|00010000000|132|20883|215877|9.67
07|00010000000|133|19710|215877|9.13
07|00010000000|135|19173|215877|8.88
07|00010000000|136|19199|215877|8.89
07|00010000000|137|19989|215877|9.25
07|00010000000|36|19517|215877|9.04
07|00010000000|57|20548|215877|9.51
07|00010000000|87|20517|215877|9.50
07|00030700000|07-151|24949|215877|11.55
07|00030700000|07-152|24050|215877|11.14
07|00030700000|07-501|24951|215877|11.55
07|00030700000|07-502|49906|215877|23.11
07|00030700000|07-503|50931|215877|23.59
07|00030700000|07-504|24923|215877|11.54
08|00010000000|13|50671|561371|9.02
08|00010000000|131|51593|561371|9.19
08|00010000000|132|51194|561371|9.11
08|00010000000|133|53442|561371|9.51
08|00010000000|135|51451|561371|9.16
08|00010000000|136|52450|561371|9.34
08|00010000000|137|52372|561371|9.32
08|00010000000|36|51490|561371|9.17
08|00010000000|57|51484|561371|9.17
08|00010000000|87|53183|561371|9.47
08|00020800000|08-501|62850|561371|11.19
08|00020800000|08-502|195247|561371|34.78
08|00020800000|13|67074|561371|11.94
08|00020800000|50|128136|561371|22.82
08|00020800000|68|66023|561371|11.76
08|00030800000|08-501|64973|561371|11.57
08|00030800000|08-502|195029|561371|34.74
08|00030800000|13|63062|561371|11.23
08|00030800000|50|132577|561371|23.61
08|00030800000|68|63689|561371|11.34
09|00010000000|13|19163|213380|8.98
09|00010000000|131|19679|213380|9.22
09|00010000000|132|20397|213380|9.55
09|00010000000|133|18910|213380|8.86
09|00010000000|135|19542|213380|9.15
09|00010000000|136|19311|213380|9.05
09|00010000000|137|19904|213380|9.32
09|00010000000|36|19871|213380|9.31
09|00010000000|57|19425|213380|9.10
09|00010000000|87|21198|213380|9.93
09|00030900000|09-501|31608|213380|14.81
09|00030900000|09-502|32248|213380|15.11
09|00030900000|09-503|100363|213380|47.03
09|00030900000|38|33181|213380|15.55
10|00010000000|13|26746|304634|8.77
10|00010000000|131|27524|304634|9.03
10|00010000000|132|28311|304634|9.29
10|00010000000|133|29873|304634|9.80
10|00010000000|135|29643|304634|9.73
10|00010000000|136|28707|304634|9.42
10|00010000000|137|26721|304634|8.77
10|00010000000|36|28951|304634|9.50
10|00010000000|57|27084|304634|8.89
10|00010000000|87|28260|304634|9.27
10|00031000000|10-501|120935|304634|39.69
10|00031000000|10-502|39361|304634|12.92
10|00031000000|10-503|41837|304634|13.73
10|00031000000|10-504|39928|304634|13.10
10|00031000000|33|39759|304634|13.05
11|00010000000|13|12946|143010|9.05
11|00010000000|131|13129|143010|9.18
11|00010000000|132|12797|143010|8.94
11|00010000000|133|13500|143010|9.43
11|00010000000|135|13270|143010|9.27
11|00010000000|136|13089|143010|9.15
11|00010000000|137|12507|143010|8.74
11|00010000000|36|12973|143010|9.07
11|00010000000|57|13461|143010|9.41
11|00010000000|87|14628|143010|10.22
11|00031100000|11-501|24799|143010|17.34
11|00031100000|11-502|27388|143010|19.15
11|00031100000|11-503|26156|143010|18.28
11|00031100000|13|26743|143010|18.70
11|00031100000|50|27214|143010|19.02
12|00010000000|13|15841|168888|9.37
12|00010000000|131|16120|168888|9.54
12|00010000000|132|15158|168888|8.97
12|00010000000|133|15187|168888|8.99
12|00010000000|135|15607|168888|9.24
12|00010000000|136|15247|168888|9.02
12|00010000000|137|15539|168888|9.20
12|00010000000|36|15685|168888|9.28
12|00010000000|57|15531|168888|9.19
12|00010000000|87|16325|168888|9.66
12|00031200000|12-501|26551|168888|15.72
12|00031200000|12-502|26257|168888|15.54
12|00031200000|12-503|26144|168888|15.48
12|00031200000|13|26442|168888|15.65
12|00031200000|33|25564|168888|15.13
12|00031200000|82|25282|168888|14.96
13|00010000000|13|66753|742971|8.98
13|00010000000|131|68359|742971|9.20
13|00010000000|132|68410|742971|9.20
13|00010000000|133|69475|742971|9.35
13|00010000000|135|69366|742971|9.33
13|00010000000|136|67763|742971|9.12
13|00010000000|137|69310|742971|9.32
13|00010000000|36|67165|742971|9.04
13|00010000000|57|70820|742971|9.53
13|00010000000|87|69909|742971|9.40
13|00031300000|13-222|169714|742971|22.84
13|00031300000|13-501|175274|742971|23.59
13|00031300000|13-502|170280|742971|22.91
13|00031300000|13-503|172062|742971|23.15
14|00010000000|13|39415|444466|8.86
14|00010000000|131|41596|444466|9.35
14|00010000000|132|40375|444466|9.08
14|00010000000|133|42161|444466|9.48
14|00010000000|135|41735|444466|9.38
14|00010000000|136|40721|444466|9.16
14|00010000000|137|41209|444466|9.27
14|00010000000|36|39263|444466|8.83
14|00010000000|57|41879|444466|9.42
14|00010000000|87|42826|444466|9.63
14|00031400000|14-501|57652|444466|12.97
14|00031400000|14-502|59472|444466|13.38
14|00031400000|14-503|174555|444466|39.27
14|00031400000|50|60959|444466|13.71
14|00031400000|71|58542|444466|13.17
15|00010000000|13|24520|261277|9.38
15|00010000000|131|23464|261277|8.98
15|00010000000|132|24206|261277|9.26
15|00010000000|133|23566|261277|9.01
15|00010000000|135|23747|261277|9.08
15|00010000000|136|23730|261277|9.08
15|00010000000|137|23717|261277|9.07
15|00010000000|36|24540|261277|9.39
15|00010000000|57|24522|261277|9.38
15|00010000000|87|25698|261277|9.83
15|00021500000|13|32913|261277|12.59
15|00021500000|15-151|69198|261277|26.48
15|00021500000|15-501|36391|261277|13.92
15|00021500000|15-502|34583|261277|13.23
15|00021500000|15-503|34718|261277|13.28
15|00021500000|15-504|33907|261277|12.97
15|00031500000|13|33614|261277|12.86
15|00031500000|15-151|70833|261277|27.11
15|00031500000|15-501|34346|261277|13.14
15|00031500000|15-502|33974|261277|13.00
15|00031500000|15-503|33541|261277|12.83
15|00031500000|15-504|35402|261277|13.54
16|00010000000|13|22476|244479|9.19
16|00010000000|131|22008|244479|9.00
16|00010000000|132|22636|244479|9.25
16|00010000000|133|22731|244479|9.29
16|00010000000|135|22345|244479|9.13
16|00010000000|136|22925|244479|9.37
16|00010000000|137|22402|244479|9.16
16|00010000000|36|23284|244479|9.52
16|00010000000|57|21875|244479|8.94
16|00010000000|87|23488|244479|9.60
16|00021600000|13|54222|244479|22.17
16|00021600000|16-169|57769|244479|23.62
16|00021600000|16-502|55010|244479|22.50
16|00021600000|16-503|59169|244479|24.20
16|00031600000|13|46777|244479|19.13
16|00031600000|16-169|43387|244479|17.74
16|00031600000|16-501|43491|244479|17.78
16|00031600000|16-502|44960|244479|18.39
16|00031600000|16-503|47555|244479|19.45
17|00010000000|13|55272|580439|9.52
17|00010000000|131|53095|580439|9.14
17|00010000000|132|52990|580439|9.12
17|00010000000|133|53742|580439|9.25
17|00010000000|135|51973|580439|8.95
17|00010000000|136|53220|580439|9.16
17|00010000000|137|54631|580439|9.41
17|00010000000|36|52878|580439|9.11
17|00010000000|57|53337|580439|9.18
17|00010000000|87|55832|580439|9.61
17|00021700000|17-501|178488|580439|30.75
17|00021700000|17-502|86665|580439|14.93
17|00021700000|17-503|89927|580439|15.49
17|00021700000|17-504|90213|580439|15.54
17|00021700000|19|91677|580439|15.79
17|00031700000|17-501|200886|580439|34.60
17|00031700000|17-502|65796|580439|11.33
17|00031700000|17-503|134295|580439|23.13
17|00031700000|17-504|68373|580439|11.77
17|00031700000|19|67620|580439|11.64
18|00010000000|13|26778|289425|9.25
18|00010000000|131|27390|289425|9.46
18|00010000000|132|26830|289425|9.27
18|00010000000|133|27884|289425|9.63
18|00010000000|135|26231|289425|9.06
18|00010000000|136|26209|289425|9.05
18|00010000000|137|26265|289425|9.07
18|00010000000|36|26413|289425|9.12
18|00010000000|57|27206|289425|9.40
18|00010000000|87|26544|289425|9.17
18|00031800000|18-168|32595|289425|11.26
18|00031800000|18-177|33097|289425|11.43
18|00031800000|18-501|34216|289425|11.82
18|00031800000|18-502|33320|289425|11.51
18|00031800000|18-503|67655|289425|23.37
18|00031800000|18-504|66867|289425|23.10
19|00010000000|13|18320|203619|8.99
19|00010000000|131|18465|203619|9.06
19|00010000000|132|18567|203619|9.11
19|00010000000|133|18479|203619|9.07
19|00010000000|135|19175|203619|9.41
19|00010000000|136|18584|203619|9.12
19|00010000000|137|18838|203619|9.25
19|00010000000|36|19036|203619|9.34
19|00010000000|57|19641|203619|9.64
19|00010000000|87|19265|203619|9.46
19|00031900000|13|31452|203619|15.44
19|00031900000|19-501|30603|203619|15.02
19|00031900000|19-502|63310|203619|31.09
19|00031900000|19-503|31469|203619|15.45
19|00031900000|69|31536|203619|15.48
20|00010000000|13|13585|149139|9.10
20|00010000000|131|14063|149139|9.42
20|00010000000|132|14126|149139|9.47
20|00010000000|133|13612|149139|9.12
20|00010000000|135|14724|149139|9.87
20|00010000000|136|14059|149139|9.42
20|00010000000|137|12831|149139|8.60
20|00010000000|36|14597|149139|9.78
20|00010000000|57|12689|149139|8.50
20|00010000000|87|13684|149139|9.17
20|00032000000|13|12200|149139|8.18
20|00032000000|20-501|12245|149139|8.21
20|00032000000|20-502|37918|149139|25.42
20|00032000000|20-503|62471|149139|41.88
20|00032000000|86|13136|149139|8.80
21|00010000000|13|128460|1456886|8.81
21|00010000000|131|136918|1456886|9.39
21|00010000000|132|136632|1456886|9.37
21|00010000000|133|133843|1456886|9.18
21|00010000000|135|133874|1456886|9.18
21|00010000000|136|134448|1456886|9.22
21|00010000000|137|136724|1456886|9.38
21|00010000000|36|134197|1456886|9.21
21|00010000000|57|135152|1456886|9.27
21|00010000000|87|137532|1456886|9.44
21|00032100000|13|48947|1456886|3.35
21|00032100000|21-177|52686|1456886|3.61
21|00032100000|21-199|51226|1456886|3.51
21|00032100000|21-501|519294|1456886|35.64
21|00032100000|21-502|51767|1456886|3.55
21|00032100000|21-503|52100|1456886|3.57
21|00032100000|21-504|103901|1456886|7.13
21|00032100000|21-505|51044|1456886|3.50
21|00032100000|21-506|52076|1456886|3.57
21|00032100000|36|258282|1456886|17.72
21|00032100000|65|51455|1456886|3.53
21|00032100000|87|55002|1456886|3.77
22|00010000000|13|35711|393845|9.06
22|00010000000|131|36909|393845|9.37
22|00010000000|132|35342|393845|8.97
22|00010000000|133|34708|393845|8.81
22|00010000000|135|36638|393845|9.30
22|00010000000|136|37286|393845|9.46
22|00010000000|137|37538|393845|9.53
22|00010000000|36|35428|393845|8.99
22|00010000000|57|37172|393845|9.43
22|00010000000|87|37618|393845|9.55
22|00022200000|22-178|40705|393845|10.33
