CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
01|01004|00080100000|88|11204|102377|10.94
01|01004|00090100400|01-501|16126|102377|15.75
01|01004|00090100400|01-502|16454|102377|16.07
01|01004|00090100400|01-503|14915|102377|14.56
01|01004|00090100400|01-504|15628|102377|15.26
01|01004|00090100400|13|16604|102377|16.21
01|01004|00090100400|5|14983|102377|14.63
01|01005|00010000000|13|6380|74683|8.54
01|01005|00010000000|131|6782|74683|9.08
01|01005|00010000000|132|6523|74683|8.73
01|01005|00010000000|133|7465|74683|9.99
01|01005|00010000000|135|6863|74683|9.18
01|01005|00010000000|136|6687|74683|8.95
01|01005|00010000000|137|6771|74683|9.06
01|01005|00010000000|36|7012|74683|9.38
01|01005|00010000000|57|7723|74683|10.34
01|01005|00010000000|87|6884|74683|9.21
01|01005|00020100000|01-187|5226|74683|6.99
01|01005|00020100000|01-262|5084|74683|6.80
01|01005|00020100000|01-343|4879|74683|6.53
01|01005|00020100000|01-501|5001|74683|6.69
01|01005|00020100000|01-502|4946|74683|6.62
01|01005|00020100000|01-503|5272|74683|7.05
01|01005|00020100000|01-504|9310|74683|12.46
01|01005|00020100000|13|4568|74683|6.11
01|01005|00020100000|36|4651|74683|6.22
01|01005|00020100000|5|4810|74683|6.44
01|01005|00020100000|86|5268|74683|7.05
01|01005|00020100000|87|5328|74683|7.13
01|01005|00020100000|88|4747|74683|6.35
01|01005|00030100000|01-187|4998|74683|6.69
01|01005|00030100000|01-262|5273|74683|7.06
01|01005|00030100000|01-343|4718|74683|6.31
01|01005|00030100000|01-501|4884|74683|6.53
01|01005|00030100000|01-502|4703|74683|6.29
01|01005|00030100000|01-503|5204|74683|6.96
01|01005|00030100000|01-504|9785|74683|13.10
01|01005|00030100000|13|5063|74683|6.77
01|01005|00030100000|36|4727|74683|6.32
01|01005|00030100000|5|4871|74683|6.52
01|01005|00030100000|86|4700|74683|6.29
01|01005|00030100000|87|4804|74683|6.43
01|01005|00030100000|88|5360|74683|7.17
01|01005|00050100000|01-187|10446|74683|13.98
01|01005|00050100000|01-501|9889|74683|13.24
01|01005|00050100000|01-502|9452|74683|12.65
01|01005|00050100000|01-503|9923|74683|13.28
01|01005|00050100000|13|9685|74683|12.96
01|01005|00050100000|5|10013|74683|13.40
01|01005|00050100000|87|9682|74683|12.96
01|01005|00080100000|01-187|6899|74683|9.23
01|01005|00080100000|01-501|8088|74683|10.82
01|01005|00080100000|01-502|7991|74683|10.69
01|01005|00080100000|01-503|7270|74683|9.73
01|01005|00080100000|13|8177|74683|10.94
01|01005|00080100000|5|7703|74683|10.31
01|01005|00080100000|87|15213|74683|20.37
01|01005|00080100000|88|7749|74683|10.37
01|01005|00090100500|01-501|10261|74683|13.73
01|01005|00090100500|01-502|9401|74683|12.58
01|01005|00090100500|01-503|9349|74683|12.51
01|01005|00090100500|01-504|20189|74683|27.03
01|01005|00090100500|13|9406|74683|12.59
01|01005|00090100500|5|10484|74683|14.03
01|01006|00010000000|13|7399|80585|9.18
01|01006|00010000000|131|7761|80585|9.63
01|01006|00010000000|132|7918|80585|9.82
01|01006|00010000000|133|7508|80585|9.31
01|01006|00010000000|135|7751|80585|9.61
01|01006|00010000000|136|7169|80585|8.89
01|01006|00010000000|137|7573|80585|9.39
01|01006|00010000000|36|7336|80585|9.10
01|01006|00010000000|57|7211|80585|8.94
01|01006|00010000000|87|6924|80585|8.59
01|01006|00020100000|01-187|5044|80585|6.25
01|01006|00020100000|01-262|5169|80585|6.41
01|01006|00020100000|01-343|4964|80585|6.15
01|01006|00020100000|01-501|5254|80585|6.51
01|01006|00020100000|01-502|5163|80585|6.40
01|01006|00020100000|01-503|5159|80585|6.40
01|01006|00020100000|01-504|11048|80585|13.70
01|01006|00020100000|13|5818|80585|7.21
01|01006|00020100000|36|5888|80585|7.30
01|01006|00020100000|5|5372|80585|6.66
01|01006|00020100000|86|5293|80585|6.56
01|01006|00020100000|87|5306|80585|6.58
01|01006|00020100000|88|5072|80585|6.29
01|01006|00030100000|01-187|4999|80585|6.20
01|01006|00030100000|01-262|5650|80585|7.01
01|01006|00030100000|01-343|5148|80585|6.38
01|01006|00030100000|01-501|5150|80585|6.39
01|01006|00030100000|01-502|5315|80585|6.59
01|01006|00030100000|01-503|5437|80585|6.74
01|01006|00030100000|01-504|10975|80585|13.61
01|01006|00030100000|13|5113|80585|6.34
01|01006|00030100000|36|5387|80585|6.68
01|01006|00030100000|5|5083|80585|6.30
01|01006|00030100000|86|5088|80585|6.31
01|01006|00030100000|87|5913|80585|7.33
01|01006|00030100000|88|5292|80585|6.56
01|01006|00050100000|01-187|9971|80585|12.37
01|01006|00050100000|01-501|10349|80585|12.84
01|01006|00050100000|01-502|11246|80585|13.95
01|01006|00050100000|01-503|11117|80585|13.79
01|01006|00050100000|13|10275|80585|12.75
01|01006|00050100000|5|10563|80585|13.10
01|01006|00050100000|87|11029|80585|13.68
01|01006|00080100000|01-187|8823|80585|10.94
01|01006|00080100000|01-501|8431|80585|10.46
01|01006|00080100000|01-502|8026|80585|9.95
01|01006|00080100000|01-503|7773|80585|9.64
01|01006|00080100000|13|8884|80585|11.02
01|01006|00080100000|5|8037|80585|9.97
01|01006|00080100000|87|16458|80585|20.42
01|01006|00080100000|88|8118|80585|10.07
01|01006|00090100600|01-501|10855|80585|13.47
01|01006|00090100600|01-502|10110|80585|12.54
01|01006|00090100600|01-503|10548|80585|13.08
01|01006|00090100600|01-504|9922|80585|12.31
01|01006|00090100600|13|10442|80585|12.95
01|01006|00090100600|5|11837|80585|14.68
01|01006|00090100600|87|10836|80585|13.44
01|01007|00010000000|13|7783|84671|9.19
01|01007|00010000000|131|7758|84671|9.16
01|01007|00010000000|132|7049|84671|8.32
01|01007|00010000000|133|7948|84671|9.38
01|01007|00010000000|135|8170|84671|9.64
01|01007|00010000000|136|8082|84671|9.54
01|01007|00010000000|137|7236|84671|8.54
01|01007|00010000000|36|8200|84671|9.68
01|01007|00010000000|57|8394|84671|9.91
01|01007|00010000000|87|7710|84671|9.10
01|01007|00020100000|01-187|5438|84671|6.42
01|01007|00020100000|01-262|5810|84671|6.86
01|01007|00020100000|01-343|5553|84671|6.55
01|01007|00020100000|01-501|5458|84671|6.44
01|01007|00020100000|01-502|5366|84671|6.33
01|01007|00020100000|01-503|5725|84671|6.76
01|01007|00020100000|01-504|10766|84671|12.71
01|01007|00020100000|13|5720|84671|6.75
01|01007|00020100000|36|5709|84671|6.74
01|01007|00020100000|5|5781|84671|6.82
01|01007|00020100000|86|5288|84671|6.24
01|01007|00020100000|87|5996|84671|7.08
01|01007|00020100000|88|5720|84671|6.75
01|01007|00030100000|01-187|5404|84671|6.38
01|01007|00030100000|01-262|5564|84671|6.57
01|01007|00030100000|01-343|5790|84671|6.83
01|01007|00030100000|01-501|5762|84671|6.80
01|01007|00030100000|01-502|5831|84671|6.88
01|01007|00030100000|01-503|5580|84671|6.59
01|01007|00030100000|01-504|11066|84671|13.06
01|01007|00030100000|13|5349|84671|6.31
01|01007|00030100000|36|5835|84671|6.89
01|01007|00030100000|5|5863|84671|6.92
01|01007|00030100000|86|5267|84671|6.22
01|01007|00030100000|87|5142|84671|6.07
01|01007|00030100000|88|5877|84671|6.94
01|01007|00050100000|01-187|11293|84671|13.33
01|01007|00050100000|01-501|10799|84671|12.75
01|01007|00050100000|01-502|10467|84671|12.36
01|01007|00050100000|01-503|11958|84671|14.12
01|01007|00050100000|13|11235|84671|13.26
01|01007|00050100000|5|11093|84671|13.10
01|01007|00050100000|87|11485|84671|13.56
01|01007|00080100000|01-187|8199|84671|9.68
01|01007|00080100000|01-501|8493|84671|10.03
01|01007|00080100000|01-502|9088|84671|10.73
01|01007|00080100000|01-503|8854|84671|10.45
01|01007|00080100000|13|8242|84671|9.73
01|01007|00080100000|5|8327|84671|9.83
01|01007|00080100000|87|18125|84671|21.40
01|01007|00080100000|88|9002|84671|10.63
01|01007|00090100700|01-501|10511|84671|12.41
01|01007|00090100700|01-502|10647|84671|12.57
01|01007|00090100700|01-503|10534|84671|12.44
01|01007|00090100700|01-504|23257|84671|27.46
01|01007|00090100700|13|11094|84671|13.10
01|01007|00090100700|5|12287|84671|14.51
01|01008|00010000000|13|6286|67646|9.29
01|01008|00010000000|131|6058|67646|8.95
01|01008|00010000000|132|6082|67646|8.99
01|01008|00010000000|133|5929|67646|8.76
01|01008|00010000000|135|5975|67646|8.83
01|01008|00010000000|136|5975|67646|8.83
01|01008|00010000000|137|6373|67646|9.42
01|01008|00010000000|36|6800|67646|10.05
01|01008|00010000000|57|6515|67646|9.63
01|01008|00010000000|87|6587|67646|9.73
01|01008|00020100000|01-187|4378|67646|6.47
01|01008|00020100000|01-262|4753|67646|7.02
01|01008|00020100000|01-343|4484|67646|6.62
01|01008|00020100000|01-501|4807|67646|7.10
01|01008|00020100000|01-502|4134|67646|6.11
01|01008|00020100000|01-503|4684|67646|6.92
01|01008|00020100000|01-504|9021|67646|13.33
01|01008|00020100000|13|4036|67646|5.96
01|01008|00020100000|36|4050|67646|5.98
01|01008|00020100000|5|4702|67646|6.95
01|01008|00020100000|86|4675|67646|6.91
01|01008|00020100000|87|4372|67646|6.46
01|01008|00020100000|88|4484|67646|6.62
01|01008|00030100000|01-187|4542|67646|6.71
01|01008|00030100000|01-262|4102|67646|6.06
01|01008|00030100000|01-343|4394|67646|6.49
01|01008|00030100000|01-501|4513|67646|6.67
01|01008|00030100000|01-502|4836|67646|7.14
01|01008|00030100000|01-503|4390|67646|6.48
01|01008|00030100000|01-504|9276|67646|13.71
01|01008|00030100000|13|4285|67646|6.33
01|01008|00030100000|36|4111|67646|6.07
01|01008|00030100000|5|4575|67646|6.76
01|01008|00030100000|86|4357|67646|6.44
01|01008|00030100000|87|4728|67646|6.98
01|01008|00030100000|88|4471|67646|6.60
01|01008|00050100000|01-187|8995|67646|13.29
01|01008|00050100000|01-501|9055|67646|13.38
01|01008|00050100000|01-502|8687|67646|12.84
01|01008|00050100000|01-503|8267|67646|12.22
01|01008|00050100000|13|9429|67646|13.93
01|01008|00050100000|5|9048|67646|13.37
01|01008|00050100000|87|9099|67646|13.45
01|01008|00080100000|01-187|6878|67646|10.16
01|01008|00080100000|01-501|6729|67646|9.94
01|01008|00080100000|01-502|6812|67646|10.07
01|01008|00080100000|01-503|7444|67646|11.00
01|01008|00080100000|13|7125|67646|10.53
01|01008|00080100000|5|6915|67646|10.22
01|01008|00080100000|87|13810|67646|20.41
01|01008|00080100000|88|6867|67646|10.15
01|01008|00090100800|01-501|9345|67646|13.81
01|01008|00090100800|01-502|8655|67646|12.79
01|01008|00090100800|01-503|9894|67646|14.62
01|01008|00090100800|01-504|8255|67646|12.20
01|01008|00090100800|13|8960|67646|13.24
01|01008|00090100800|5|8965|67646|13.25
01|01008|00090100800|87|8506|67646|12.57
01|01009|00010000000|13|5865|66738|8.78
01|01009|00010000000|131|5776|66738|8.65
01|01009|00010000000|132|5992|66738|8.97
01|01009|00010000000|133|6491|66738|9.72
01|01009|00010000000|135|6508|66738|9.75
01|01009|00010000000|136|6206|66738|9.29
01|01009|00010000000|137|6114|66738|9.16
01|01009|00010000000|36|6074|66738|9.10
01|01009|00010000000|57|6454|66738|9.67
01|01009|00010000000|87|6260|66738|9.37
01|01009|00020100000|01-187|4037|66738|6.04
01|01009|00020100000|01-262|4454|66738|6.67
01|01009|00020100000|01-343|4176|66738|6.25
01|01009|00020100000|01-501|4558|66738|6.82
01|01009|00020100000|01-502|4242|66738|6.35
01|01009|00020100000|01-503|4361|66738|6.53
01|01009|00020100000|01-504|8980|66738|13.45
01|01009|00020100000|13|4311|66738|6.45
01|01009|00020100000|36|4330|66738|6.48
01|01009|00020100000|5|4449|66738|6.66
01|01009|00020100000|86|4511|66738|6.75
01|01009|00020100000|87|4660|66738|6.98
01|01009|00020100000|88|4671|66738|6.99
01|01009|00030100000|01-187|4435|66738|6.64
01|01009|00030100000|01-262|4244|66738|6.35
01|01009|00030100000|01-343|4358|66738|6.53
01|01009|00030100000|01-501|4211|66738|6.30
01|01009|00030100000|01-502|4730|66738|7.08
01|01009|00030100000|01-503|4373|66738|6.55
01|01009|00030100000|01-504|8243|66738|12.35
01|01009|00030100000|13|4541|66738|6.80
01|01009|00030100000|36|4746|66738|7.11
01|01009|00030100000|5|4713|66738|7.06
01|01009|00030100000|86|4539|66738|6.80
01|01009|00030100000|87|4586|66738|6.87
01|01009|00030100000|88|4021|66738|6.02
01|01009|00050100000|01-187|8889|66738|13.31
01|01009|00050100000|01-501|8700|66738|13.03
01|01009|00050100000|01-502|8726|66738|13.07
01|01009|00050100000|01-503|8333|66738|12.48
01|01009|00050100000|13|8434|66738|12.63
01|01009|00050100000|5|8484|66738|12.71
01|01009|00050100000|87|10174|66738|15.24
01|01009|00080100000|01-187|7193|66738|10.77
01|01009|00080100000|01-501|6525|66738|9.77
01|01009|00080100000|01-502|6862|66738|10.28
01|01009|00080100000|01-503|7114|66738|10.65
01|01009|00080100000|13|6268|66738|9.39
01|01009|00080100000|5|7036|66738|10.54
01|01009|00080100000|87|14059|66738|21.06
01|01009|00080100000|88|6683|66738|10.01
01|01009|00090100900|01-501|7110|66738|10.65
01|01009|00090100900|01-502|7714|66738|11.55
01|01009|00090100900|01-503|7590|66738|11.37
01|01009|00090100900|01-504|7464|66738|11.18
01|01009|00090100900|13|7609|66738|11.40
01|01009|00090100900|5|7693|66738|11.52
01|01009|00090100900|87|8179|66738|12.25
01|01009|00090100900|88|8381|66738|12.55
01|01010|00010000000|13|7398|78315|9.44
01|01010|00010000000|131|7048|78315|8.99
01|01010|00010000000|132|6907|78315|8.81
01|01010|00010000000|133|7284|78315|9.30
01|01010|00010000000|135|7077|78315|9.03
01|01010|00010000000|136|7722|78315|9.86
01|01010|00010000000|137|7270|78315|9.28
01|01010|00010000000|36|7175|78315|9.16
01|01010|00010000000|57|6785|78315|8.66
01|01010|00010000000|87|7784|78315|9.93
01|01010|00020100000|01-187|4850|78315|6.19
01|01010|00020100000|01-262|5351|78315|6.83
01|01010|00020100000|01-343|5064|78315|6.46
01|01010|00020100000|01-501|5256|78315|6.71
01|01010|00020100000|01-502|5193|78315|6.63
01|01010|00020100000|01-503|4969|78315|6.34
01|01010|00020100000|01-504|10395|78315|13.27
01|01010|00020100000|13|5288|78315|6.75
01|01010|00020100000|36|5355|78315|6.83
01|01010|00020100000|5|5224|78315|6.67
01|01010|00020100000|86|5030|78315|6.42
01|01010|00020100000|87|5194|78315|6.63
01|01010|00020100000|88|5281|78315|6.74
01|01010|00030100000|01-187|4848|78315|6.19
01|01010|00030100000|01-262|5221|78315|6.66
01|01010|00030100000|01-343|5260|78315|6.71
01|01010|00030100000|01-501|5371|78315|6.85
01|01010|00030100000|01-502|5376|78315|6.86
01|01010|00030100000|01-503|4737|78315|6.04
01|01010|00030100000|01-504|10172|78315|12.98
01|01010|00030100000|13|5294|78315|6.75
01|01010|00030100000|36|4774|78315|6.09
01|01010|00030100000|5|5086|78315|6.49
01|01010|00030100000|86|5497|78315|7.01
01|01010|00030100000|87|5277|78315|6.73
01|01010|00030100000|88|5537|78315|7.07
01|01010|00050100000|01-187|10297|78315|13.14
01|01010|00050100000|01-501|10515|78315|13.42
01|01010|00050100000|01-502|11393|78315|14.54
01|01010|00050100000|01-503|10378|78315|13.25
01|01010|00050100000|13|9176|78315|11.71
01|01010|00050100000|5|10320|78315|13.17
01|01010|00050100000|87|10371|78315|13.24
01|01010|00080100000|01-187|7844|78315|10.01
01|01010|00080100000|01-501|8051|78315|10.28
01|01010|00080100000|01-502|8081|78315|10.31
01|01010|00080100000|01-503|8308|78315|10.60
01|01010|00080100000|13|8147|78315|10.40
01|01010|00080100000|5|8244|78315|10.52
01|01010|00080100000|87|15818|78315|20.19
01|01010|00080100000|88|7957|78315|10.16
01|01010|00090101000|01-501|9775|78315|12.48
01|01010|00090101000|01-502|10443|78315|13.33
01|01010|00090101000|01-503|10130|78315|12.93
01|01010|00090101000|01-504|10379|78315|13.25
01|01010|00090101000|13|10114|78315|12.91
01|01010|00090101000|5|11362|78315|14.50
01|01010|00090101000|87|10247|78315|13.08
01|01011|00010000000|13|7829|84217|9.29
01|01011|00010000000|131|7053|84217|8.37
01|01011|00010000000|132|7914|84217|9.39
01|01011|00010000000|133|7610|84217|9.03
01|01011|00010000000|135|8089|84217|9.60
01|01011|00010000000|136|8145|84217|9.67
01|01011|00010000000|137|7687|84217|9.12
01|01011|00010000000|36|7925|84217|9.41
01|01011|00010000000|57|7733|84217|9.18
01|01011|00010000000|87|7925|84217|9.41
01|01011|00020100000|01-187|5256|84217|6.24
01|01011|00020100000|01-262|5081|84217|6.03
01|01011|00020100000|01-343|5486|84217|6.51
01|01011|00020100000|01-501|6037|84217|7.16
01|01011|00020100000|01-502|5176|84217|6.14
01|01011|00020100000|01-503|5277|84217|6.26
01|01011|00020100000|01-504|11001|84217|13.06
01|01011|00020100000|13|5564|84217|6.60
01|01011|00020100000|36|5744|84217|6.82
01|01011|00020100000|5|5672|84217|6.73
01|01011|00020100000|86|5686|84217|6.75
01|01011|00020100000|87|5804|84217|6.89
01|01011|00020100000|88|6126|84217|7.27
01|01011|00030100000|01-187|5397|84217|6.40
01|01011|00030100000|01-262|5247|84217|6.23
01|01011|00030100000|01-343|5526|84217|6.56
01|01011|00030100000|01-501|5489|84217|6.51
01|01011|00030100000|01-502|5516|84217|6.54
