CODIGO_REGION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|VOTOS_AGRUPACION|VOTOS_VALIDOS|PORCENTAJE
00000000|000309000000000|09-502|11027|309221|3.56
00000000|000309000000000|09-503|79502|309221|25.71
00000000|000309000000000|38|2796|309221|0.90
00000000|000310000000000|10-501|151881|323698|46.92
00000000|000310000000000|10-502|89991|323698|27.80
00000000|000310000000000|10-503|26937|323698|8.32
00000000|000310000000000|10-504|15598|323698|4.81
00000000|000310000000000|33|3814|323698|1.17
00000000|000311000000000|11-501|102661|204228|50.26
00000000|000311000000000|11-502|67725|204228|33.16
00000000|000311000000000|11-503|4710|204228|2.30
00000000|000311000000000|13|2424|204228|1.18
00000000|000311000000000|50|15293|204228|7.48
00000000|000312000000000|12-501|3949|175849|2.24
00000000|000312000000000|12-502|57451|175849|32.67
00000000|000312000000000|12-503|89327|175849|50.79
00000000|000312000000000|13|1460|175849|0.83
00000000|000312000000000|33|137|175849|0.07
00000000|000312000000000|82|4501|175849|2.55
00000000|000313000000000|13-222|96574|1050526|9.19
00000000|000313000000000|13-501|46333|1050526|4.41
00000000|000313000000000|13-502|419736|1050526|39.95
00000000|000313000000000|13-503|410665|1050526|39.09
00000000|000314000000000|14-501|145667|628706|23.16
00000000|000314000000000|14-502|223963|628706|35.62
00000000|000314000000000|14-503|163350|628706|25.98
00000000|000314000000000|50|20581|628706|3.27
00000000|000314000000000|71|7778|628706|1.23
00000000|000315000000000|13|3547|334341|1.06
00000000|000315000000000|15-151|62324|334341|18.64
00000000|000315000000000|15-501|79995|334341|23.92
00000000|000315000000000|15-502|17572|334341|5.25
00000000|000315000000000|15-503|117488|334341|35.14
00000000|000315000000000|15-504|17251|334341|5.15
00000000|000316000000000|13|3813|372014|1.02
00000000|000316000000000|16-169|86242|372014|23.18
00000000|000316000000000|16-501|52354|372014|14.07
00000000|000316000000000|16-502|164087|372014|44.10
00000000|000316000000000|16-503|12692|372014|3.41
00000000|000317000000000|17-501|299072|616619|48.50
00000000|000317000000000|17-502|110754|616619|17.96
00000000|000317000000000|17-503|138057|616619|22.38
00000000|000317000000000|17-504|22501|616619|3.64
00000000|000317000000000|19|27823|616619|4.51
00000000|000318000000000|18-168|5816|413169|1.40
00000000|000318000000000|18-177|1088|413169|0.26
00000000|000318000000000|18-501|224243|413169|54.27
00000000|000318000000000|18-502|6012|413169|1.45
00000000|000318000000000|18-503|126447|413169|30.60
00000000|000318000000000|18-504|31815|413169|7.70
00000000|000319000000000|137|20154|264805|7.61
00000000|000319000000000|19-213|2370|264805|0.89
00000000|000319000000000|19-501|7983|264805|3.01
00000000|000319000000000|19-502|93024|264805|35.12
00000000|000319000000000|19-503|116164|264805|43.86
00000000|000320000000000|13|568|99491|0.57
00000000|000320000000000|20-176|4341|99491|4.36
00000000|000320000000000|20-501|2633|99491|2.64
00000000|000320000000000|20-502|41883|99491|42.09
00000000|000320000000000|20-503|17403|99491|17.49
00000000|000321000000000|13|10382|1891042|0.54
00000000|000321000000000|21-177|2125|1891042|0.11
00000000|000321000000000|21-199|2269|1891042|0.11
00000000|000321000000000|21-501|62178|1891042|3.28
00000000|000321000000000|21-502|231091|1891042|12.22
00000000|000321000000000|21-503|42276|1891042|2.23
00000000|000321000000000|21-504|629122|1891042|33.26
00000000|000321000000000|21-505|801731|1891042|42.39
00000000|000321000000000|21-506|2735|1891042|0.14
00000000|000321000000000|36|3555|1891042|0.18
00000000|000321000000000|65|2899|1891042|0.15
00000000|000321000000000|87|52988|1891042|2.80
00000000|000322000000000|22-178|3575|526484|0.67
00000000|000322000000000|22-179|2674|526484|0.50
00000000|000322000000000|22-501|295233|526484|56.07
00000000|000322000000000|22-502|105391|526484|20.01
00000000|000322000000000|22-503|70258|526484|13.34
00000000|000322000000000|38|5409|526484|1.02
00000000|000322000000000|40|14496|526484|2.75
00000000|000322000000000|87|3693|526484|0.70
00000000|000323000000000|23-181|55170|908785|6.07
00000000|000323000000000|23-501|484886|908785|53.35
00000000|000323000000000|23-502|219673|908785|24.17
00000000|000323000000000|23-503|19450|908785|2.14
00000000|000323000000000|23-504|62405|908785|6.86
00000000|000324000000000|24-187|4540|90481|5.01
00000000|000324000000000|24-203|3085|90481|3.40
00000000|000324000000000|24-501|34672|90481|38.31
00000000|000324000000000|24-502|14441|90481|15.96
00000000|000324000000000|24-503|11817|90481|13.06
00000000|000324000000000|69|6244|90481|6.90
01|000100000000000|13|20904|1873295|1.11
01|000100000000000|131|21886|1873295|1.16
01|000100000000000|132|5049|1873295|0.26
01|000100000000000|133|73671|1873295|3.93
01|000100000000000|135|834793|1873295|44.56
01|000100000000000|136|621346|1873295|33.16
01|000100000000000|137|163817|1873295|8.74
01|000100000000000|36|2062|1873295|0.11
01|000100000000000|57|2335|1873295|0.12
01|000100000000000|87|66758|1873295|3.56
01|000201000000000|01-187|23969|1871781|1.28
01|000201000000000|01-262|5111|1871781|0.27
01|000201000000000|01-343|3785|1871781|0.20
01|000201000000000|01-501|78802|1871781|4.21
01|000201000000000|01-502|595383|1871781|31.80
01|000201000000000|01-503|849633|1871781|45.39
01|000201000000000|01-504|140537|1871781|7.50
01|000201000000000|13|18004|1871781|0.96
01|000201000000000|5|17275|1871781|0.92
01|000201000000000|86|1902|1871781|0.10
01|000201000000000|87|58721|1871781|3.13
01|000201000000000|88|1956|1871781|0.10
01|000301000000000|01-187|30974|1871454|1.65
01|000301000000000|01-262|5080|1871454|0.27
01|000301000000000|01-343|3797|1871454|0.20
01|000301000000000|01-501|88259|1871454|4.71
01|000301000000000|01-502|584109|1871454|31.21
01|000301000000000|01-503|841307|1871454|44.95
01|000301000000000|01-504|140588|1871454|7.51
01|000301000000000|13|17547|1871454|0.93
01|000301000000000|5|17315|1871454|0.92
01|000301000000000|86|1933|1871454|0.10
01|000301000000000|87|57877|1871454|3.09
01|000301000000000|88|2092|1871454|0.11
01|000501000000000|01-187|22736|1875270|1.21
01|000501000000000|01-501|75349|1875270|4.01
01|000501000000000|01-502|601027|1875270|32.05
01|000501000000000|01-503|868851|1875270|46.33
01|000501000000000|01-504|135606|1875270|7.23
01|000501000000000|13|17061|1875270|0.90
01|000501000000000|87|948|1875270|0.05
01|000501000000000|88|2149|1875270|0.11
02|000100000000000|13|64991|8382286|0.77
02|000100000000000|131|156269|8382286|1.86
02|000100000000000|132|20319|8382286|0.24
02|000100000000000|133|289485|8382286|3.45
02|000100000000000|135|2513574|8382286|29.98
02|000100000000000|136|4239700|8382286|50.57
02|000100000000000|137|647203|8382286|7.72
02|000100000000000|36|7977|8382286|0.09
02|000100000000000|57|5279|8382286|0.06
02|000100000000000|87|159410|8382286|1.90
02|000302000000000|02-207|14034|8352241|0.16
02|000302000000000|02-276|62233|8352241|0.74
02|000302000000000|02-309|9886|8352241|0.11
02|000302000000000|02-312|21135|8352241|0.25
02|000302000000000|02-314|7196|8352241|0.08
02|000302000000000|02-315|1652|8352241|0.01
02|000302000000000|02-503|4072482|8352241|48.75
02|000302000000000|02-816|18527|8352241|0.22
02|000302000000000|133|305549|8352241|3.65
02|000302000000000|135|2596239|8352241|31.08
02|000302000000000|137|564864|8352241|6.76
02|000302000000000|79|8085|8352241|0.09
02|000402000000000|02-1911|143818|8509846|1.69
02|000402000000000|02-276|57807|8509846|0.67
02|000402000000000|02-309|10102|8509846|0.11
02|000402000000000|02-503|4191626|8509846|49.25
02|000402000000000|02-816|18651|8509846|0.21
02|000402000000000|02-865|18689|8509846|0.21
02|000402000000000|133|276001|8509846|3.24
02|000402000000000|135|2780902|8509846|32.67
02|000402000000000|137|495186|8509846|5.81
03|000100000000000|13|520|141810|0.36
03|000100000000000|131|1368|141810|0.96
03|000100000000000|132|276|141810|0.19
03|000100000000000|133|1810|141810|1.27
03|000100000000000|135|36971|141810|26.07
03|000100000000000|136|80855|141810|57.01
03|000100000000000|137|8844|141810|6.23
03|000100000000000|36|5|141810|0.00
03|000100000000000|57|216|141810|0.15
03|000100000000000|87|105|141810|0.07
03|000303000000000|03-183|753|138272|0.54
03|000303000000000|03-198|405|138272|0.29
03|000303000000000|03-218|601|138272|0.43
03|000303000000000|03-501|855|138272|0.61
03|000303000000000|03-503|78372|138272|56.67
03|000303000000000|03-504|6403|138272|4.63
03|000303000000000|03-505|1636|138272|1.18
03|000303000000000|03-506|35767|138272|25.86
03|000403000000000|03-501|456|140095|0.32
03|000403000000000|03-503|79775|140095|56.94
03|000403000000000|03-504|5766|140095|4.11
03|000403000000000|03-505|1751|140095|1.24
03|000403000000000|03-506|36319|140095|25.92
03|000403000000000|03-69|3358|140095|2.39
04|000100000000000|13|16657|2035993|0.81
04|000100000000000|131|57983|2035993|2.84
04|000100000000000|132|4097|2035993|0.20
04|000100000000000|133|54551|2035993|2.67
04|000100000000000|135|981086|2035993|48.18
04|000100000000000|136|618855|2035993|30.39
04|000100000000000|137|161249|2035993|7.91
04|000100000000000|36|2972|2035993|0.14
04|000100000000000|57|7212|2035993|0.35
04|000100000000000|87|52894|2035993|2.59
04|000304000000000|04-217|48447|2004941|2.41
04|000304000000000|04-501|9250|2004941|0.46
04|000304000000000|04-502|824873|2004941|41.14
04|000304000000000|04-503|335894|2004941|16.75
04|000304000000000|04-504|61152|2004941|3.05
04|000304000000000|04-505|465919|2004941|23.23
04|000304000000000|04-506|103678|2004941|5.17
04|000304000000000|13|15877|2004941|0.79
04|000304000000000|23|2859|2004941|0.14
04|000304000000000|57|7301|2004941|0.36
04|000304000000000|87|41791|2004941|2.08
05|000100000000000|13|45|13650|0.32
05|000100000000000|131|307|13650|2.24
05|000100000000000|132|29|13650|0.21
05|000100000000000|133|104|13650|0.76
05|000100000000000|135|3737|13650|27.37
05|000100000000000|136|8587|13650|62.90
05|000100000000000|137|510|13650|3.73
05|000100000000000|36|63|13650|0.46
05|000100000000000|57|18|13650|0.13
05|000100000000000|87|126|13650|0.92
05|000305000000000|05-216|273|13325|2.04
05|000305000000000|05-501|9077|13325|68.12
05|000305000000000|05-502|3185|13325|23.90
05|000305000000000|05-503|420|13325|3.15
06|000100000000000|13|1740|498954|0.34
06|000100000000000|131|24854|498954|4.98
06|000100000000000|132|1143|498954|0.22
06|000100000000000|133|6992|498954|1.40
06|000100000000000|135|128556|498954|25.76
06|000100000000000|136|274475|498954|55.01
06|000100000000000|137|17849|498954|3.57
06|000100000000000|36|577|498954|0.11
06|000100000000000|57|802|498954|0.16
06|000100000000000|87|8481|498954|1.69
06|000206000000000|06-156|17246|498274|3.46
06|000206000000000|06-179|2520|498274|0.50
06|000206000000000|06-180|1621|498274|0.32
06|000206000000000|06-501|299540|498274|60.11
06|000206000000000|06-502|2496|498274|0.50
06|000206000000000|06-503|126680|498274|25.42
06|000206000000000|06-504|11802|498274|2.36
06|000206000000000|33|4108|498274|0.82
06|000206000000000|71|6418|498274|1.28
06|000306000000000|06-156|17060|495306|3.44
06|000306000000000|06-179|2619|495306|0.52
06|000306000000000|06-180|1687|495306|0.34
06|000306000000000|06-501|294033|495306|59.36
06|000306000000000|06-502|2721|495306|0.54
06|000306000000000|06-503|126780|495306|25.59
06|000306000000000|06-504|11661|495306|2.35
06|000306000000000|33|4112|495306|0.83
06|000306000000000|71|6438|495306|1.29
07|000100000000000|13|2859|288911|0.98
07|000100000000000|131|13080|288911|4.52
07|000100000000000|132|961|288911|0.33
07|000100000000000|133|10401|288911|3.60
07|000100000000000|135|66418|288911|22.98
07|000100000000000|136|146522|288911|50.71
07|000100000000000|137|24021|288911|8.31
07|000100000000000|36|534|288911|0.18
07|000100000000000|57|684|288911|0.23
07|000100000000000|87|7174|288911|2.48
07|000307000000000|07-151|6318|280532|2.25
07|000307000000000|07-152|17259|280532|6.15
07|000307000000000|07-501|114814|280532|40.92
07|000307000000000|07-502|30723|280532|10.95
07|000307000000000|07-503|64136|280532|22.86
07|000307000000000|07-504|10752|280532|3.83
08|000100000000000|13|7186|796022|0.90
08|000100000000000|131|20352|796022|2.55
08|000100000000000|132|2012|796022|0.25
08|000100000000000|133|15832|796022|1.98
08|000100000000000|135|286569|796022|36.00
08|000100000000000|136|359063|796022|45.10
08|000100000000000|137|68298|796022|8.57
08|000100000000000|36|1183|796022|0.14
08|000100000000000|57|1885|796022|0.23
08|000100000000000|87|18603|796022|2.33
08|000208000000000|08-501|350992|791078|44.36
08|000208000000000|08-502|289132|791078|36.54
08|000208000000000|13|7191|791078|0.90
08|000208000000000|50|68066|791078|8.60
08|000208000000000|68|17305|791078|2.18
08|000308000000000|08-501|347879|789435|44.06
08|000308000000000|08-502|288457|789435|36.53
08|000308000000000|13|7183|789435|0.90
08|000308000000000|50|68291|789435|8.65
08|000308000000000|68|17812|789435|2.25
09|000100000000000|13|858|313166|0.27
09|000100000000000|131|7558|313166|2.41
09|000100000000000|132|607|313166|0.19
09|000100000000000|133|2491|313166|0.79
09|000100000000000|135|75975|313166|24.26
09|000100000000000|136|206301|313166|65.87
09|000100000000000|137|11590|313166|3.70
09|000100000000000|36|293|313166|0.09
09|000100000000000|57|356|313166|0.11
09|000100000000000|87|4113|313166|1.31
09|000309000000000|09-501|199157|309221|64.40
09|000309000000000|09-502|11027|309221|3.56
09|000309000000000|09-503|79502|309221|25.71
09|000309000000000|38|2796|309221|0.90
10|000100000000000|13|1498|329808|0.45
10|000100000000000|131|13955|329808|4.23
10|000100000000000|132|845|329808|0.25
10|000100000000000|133|10721|329808|3.25
10|000100000000000|135|95853|329808|29.06
10|000100000000000|136|151885|329808|46.05
10|000100000000000|137|33130|329808|10.04
10|000100000000000|36|284|329808|0.08
10|000100000000000|57|819|329808|0.24
10|000100000000000|87|8920|329808|2.70
10|000310000000000|10-501|151881|323698|46.92
10|000310000000000|10-502|89991|323698|27.80
10|000310000000000|10-503|26937|323698|8.32
10|000310000000000|10-504|15598|323698|4.81
10|000310000000000|33|3814|323698|1.17
11|000100000000000|13|2393|206662|1.15
11|000100000000000|131|5269|206662|2.54
11|000100000000000|132|596|206662|0.28
11|000100000000000|133|4639|206662|2.24
11|000100000000000|135|66960|206662|32.40
11|000100000000000|136|103452|206662|50.05
11|000100000000000|137|16439|206662|7.95
11|000100000000000|36|398|206662|0.19
11|000100000000000|57|476|206662|0.23
11|000100000000000|87|3882|206662|1.87
11|000311000000000|11-501|102661|204228|50.26
11|000311000000000|11-502|67725|204228|33.16
11|000311000000000|11-503|4710|204228|2.30
11|000311000000000|13|2424|204228|1.18
11|000311000000000|50|15293|204228|7.48
12|000100000000000|13|1374|180919|0.75
12|000100000000000|131|3829|180919|2.11
12|000100000000000|132|479|180919|0.26
12|000100000000000|133|3485|180919|1.92
12|000100000000000|135|57339|180919|31.69
12|000100000000000|136|91148|180919|50.38
12|000100000000000|137|13279|180919|7.33
12|000100000000000|36|334|180919|0.18
12|000100000000000|57|472|180919|0.26
12|000100000000000|87|3680|180919|2.03
12|000312000000000|12-501|3949|175849|2.24
12|000312000000000|12-502|57451|175849|32.67
12|000312000000000|12-503|89327|175849|50.79
12|000312000000000|13|1460|175849|0.83
12|000312000000000|33|137|175849|0.07
12|000312000000000|82|4501|175849|2.55
13|000100000000000|13|5924|1066215|0.55
13|000100000000000|131|41082|1066215|3.85
13|000100000000000|132|3239|1066215|0.30
13|000100000000000|133|44537|1066215|4.17
13|000100000000000|135|398175|1066215|37.34
13|000100000000000|136|431439|1066215|40.46
13|000100000000000|137|98668|1066215|9.25
13|000100000000000|36|1942|1066215|0.18
13|000100000000000|57|2682|1066215|0.25
13|000100000000000|87|25439|1066215|2.38
13|000313000000000|13-222|96574|1050526|9.19
13|000313000000000|13-501|46333|1050526|4.41
13|000313000000000|13-502|419736|1050526|39.95
13|000313000000000|13-503|410665|1050526|39.09
14|000100000000000|13|2975|642221|0.46
14|000100000000000|131|34574|642221|5.38
14|000100000000000|132|1492|642221|0.23
14|000100000000000|133|7890|642221|1.22
14|000100000000000|135|168790|642221|26.28
14|000100000000000|136|360268|642221|56.09
14|000100000000000|137|33218|642221|5.17
14|000100000000000|36|659|642221|0.10
14|000100000000000|57|1208|642221|0.18
14|000100000000000|87|11271|642221|1.75
14|000314000000000|14-501|145667|628706|23.16
14|000314000000000|14-502|223963|628706|35.62
14|000314000000000|14-503|163350|628706|25.98
14|000314000000000|50|20581|628706|3.27
14|000314000000000|71|7778|628706|1.23
15|000100000000000|13|3302|340871|0.96
15|000100000000000|131|14763|340871|4.33
15|000100000000000|132|1555|340871|0.45
15|000100000000000|133|15550|340871|4.56
15|000100000000000|135|94954|340871|27.85
15|000100000000000|136|150274|340871|44.08
15|000100000000000|137|25831|340871|7.57
15|000100000000000|36|776|340871|0.22
15|000100000000000|57|1090|340871|0.31
15|000100000000000|87|7874|340871|2.30
15|000215000000000|13|3727|334526|1.11
15|000215000000000|15-151|66105|334526|19.76
15|000215000000000|15-501|81485|334526|24.35
15|000215000000000|15-502|16619|334526|4.96
15|000215000000000|15-503|117064|334526|34.99
15|000215000000000|15-504|17119|334526|5.11
15|000315000000000|13|3547|334341|1.06
15|000315000000000|15-151|62324|334341|18.64
15|000315000000000|15-501|79995|334341|23.92
15|000315000000000|15-502|17572|334341|5.25
15|000315000000000|15-503|117488|334341|35.14
15|000315000000000|15-504|17251|334341|5.15
16|000100000000000|13|3241|394129|0.82
16|000100000000000|131|17976|394129|4.56
16|000100000000000|132|1076|394129|0.27
16|000100000000000|133|11683|394129|2.96
16|000100000000000|135|88807|394129|22.53
16|000100000000000|136|213163|394129|54.08
16|000100000000000|137|27727|394129|7.03
16|000100000000000|36|606|394129|0.15
16|000100000000000|57|967|394129|0.24
16|000100000000000|87|8905|394129|2.25
16|000216000000000|13|3725|375510|0.99
16|000216000000000|16-169|110734|375510|29.48
16|000216000000000|16-502|165129|375510|43.97
16|000216000000000|16-503|12237|375510|3.25
16|000316000000000|13|3813|372014|1.02
16|000316000000000|16-169|86242|372014|23.18
16|000316000000000|16-501|52354|372014|14.07
16|000316000000000|16-502|164087|372014|44.10
16|000316000000000|16-503|12692|372014|3.41
17|000100000000000|13|3849|667911|0.57
17|000100000000000|131|26270|667911|3.93
17|000100000000000|132|2086|667911|0.31
17|000100000000000|133|16622|667911|2.48
17|000100000000000|135|138699|667911|20.76
17|000100000000000|136|326106|667911|48.82
17|000100000000000|137|124683|667911|18.66
17|000100000000000|36|884|667911|0.13
17|000100000000000|57|1723|667911|0.25
17|000100000000000|87|17828|667911|2.66
17|000217000000000|17-501|300879|621458|48.41
17|000217000000000|17-502|112616|621458|18.12
17|000217000000000|17-503|140626|621458|22.62
17|000217000000000|17-504|21037|621458|3.38
17|000217000000000|19|28499|621458|4.58
17|000317000000000|17-501|299072|616619|48.50
17|000317000000000|17-502|110754|616619|17.96
17|000317000000000|17-503|138057|616619|22.38
17|000317000000000|17-504|22501|616619|3.64
17|000317000000000|19|27823|616619|4.51
18|000100000000000|13|1918|416112|0.46
18|000100000000000|131|12252|416112|2.94
18|000100000000000|132|769|416112|0.18
18|000100000000000|133|5943|416112|1.42
18|000100000000000|135|109948|416112|26.42
18|000100000000000|136|228444|416112|54.89
18|000100000000000|137|41406|416112|9.95
18|000100000000000|36|218|416112|0.05
18|000100000000000|57|779|416112|0.18
18|000100000000000|87|6081|416112|1.46
18|000318000000000|18-168|5816|413169|1.40
18|000318000000000|18-177|1088|413169|0.26
18|000318000000000|18-501|224243|413169|54.27
18|000318000000000|18-502|6012|413169|1.45
18|000318000000000|18-503|126447|413169|30.60
18|000318000000000|18-504|31815|413169|7.70
19|000100000000000|13|2394|268888|0.89
19|000100000000000|131|10216|268888|3.79
19|000100000000000|132|978|268888|0.36
19|000100000000000|133|7600|268888|2.82
19|000100000000000|135|91800|268888|34.14
19|000100000000000|136|118807|268888|44.18
19|000100000000000|137|23604|268888|8.77
19|000100000000000|36|623|268888|0.23
19|000100000000000|57|956|268888|0.35
19|000100000000000|87|6147|268888|2.28
19|000319000000000|137|20154|264805|7.61
19|000319000000000|19-213|2370|264805|0.89
19|000319000000000|19-501|7983|264805|3.01
19|000319000000000|19-502|93024|264805|35.12
19|000319000000000|19-503|116164|264805|43.86
20|000100000000000|13|557|98799|0.56
20|000100000000000|131|2984|98799|3.02
20|000100000000000|132|179|98799|0.18
20|000100000000000|133|2698|98799|2.73
20|000100000000000|135|18979|98799|19.20
20|000100000000000|136|46840|98799|47.40
20|000100000000000|137|6131|98799|6.20
20|000100000000000|36|71|98799|0.07
20|000100000000000|57|72|98799|0.07
20|000100000000000|87|1684|98799|1.70
20|000320000000000|13|568|99491|0.57
20|000320000000000|20-176|4341|99491|4.36
20|000320000000000|20-501|2633|99491|2.64
20|000320000000000|20-502|41883|99491|42.09
20|000320000000000|20-503|17403|99491|17.49
21|000100000000000|13|10755|1907141|0.56
21|000100000000000|131|57456|1907141|3.01
21|000100000000000|132|3549|1907141|0.18
21|000100000000000|133|37189|1907141|1.94
21|000100000000000|135|646146|1907141|33.88
21|000100000000000|136|832025|1907141|43.62
21|000100000000000|137|232083|1907141|12.16
21|000100000000000|36|2896|1907141|0.15
21|000100000000000|57|2194|1907141|0.11
21|000100000000000|87|56227|1907141|2.94
21|000321000000000|13|10382|1891042|0.54
21|000321000000000|21-177|2125|1891042|0.11
21|000321000000000|21-199|2269|1891042|0.11
21|000321000000000|21-501|62178|1891042|3.28
21|000321000000000|21-502|231091|1891042|12.22
21|000321000000000|21-503|42276|1891042|2.23
