CODIGO_DISTRITO|CODIGO_SECCION|MESAS_HABILITADAS|MESAS_COMPUTADAS|CODIGO_CATEGORIA|CONTADOR|VALOR
01|01003|472|458|000501000000000|VII|5
01|01003|472|458|000501000000000|VN|1136
01|01003|472|458|000501000000000|VR|23
01|01003|472|458|000801000000000|VB|7096
01|01003|472|458|000801000000000|VII|5
01|01003|472|458|000801000000000|VN|1141
01|01003|472|458|000801000000000|VR|24
01|01003|472|458|000901003000000|VB|11723
01|01003|472|458|000901003000000|VII|11
01|01003|472|458|000901003000000|VN|1120
01|01003|472|458|000901003000000|VR|29
01|01004|529|510|000100000000000|VB|5653
01|01004|529|510|000100000000000|VII|35
01|01004|529|510|000100000000000|VN|1371
01|01004|529|510|000100000000000|VR|35
01|01004|529|510|000201000000000|VB|8130
01|01004|529|510|000201000000000|VII|36
01|01004|529|510|000201000000000|VN|1301
01|01004|529|510|000201000000000|VR|38
01|01004|529|510|000301000000000|VB|8830
01|01004|529|510|000301000000000|VII|36
01|01004|529|510|000301000000000|VN|1275
01|01004|529|510|000301000000000|VR|31
01|01004|529|510|000501000000000|VB|13886
01|01004|529|510|000501000000000|VII|34
01|01004|529|510|000501000000000|VN|1223
01|01004|529|510|000501000000000|VR|72
01|01004|529|510|000801000000000|VB|10985
01|01004|529|510|000801000000000|VII|34
01|01004|529|510|000801000000000|VN|1231
01|01004|529|510|000801000000000|VR|27
01|01004|529|510|000901004000000|VB|14614
01|01004|529|510|000901004000000|VII|48
01|01004|529|510|000901004000000|VN|1876
01|01004|529|510|000901004000000|VR|60
01|01005|460|438|000100000000000|VB|3641
01|01005|460|438|000100000000000|VII|15
01|01005|460|438|000100000000000|VN|1143
01|01005|460|438|000100000000000|VR|36
01|01005|460|438|000201000000000|VB|4422
01|01005|460|438|000201000000000|VII|13
01|01005|460|438|000201000000000|VN|1120
01|01005|460|438|000201000000000|VR|34
01|01005|460|438|000301000000000|VB|4633
01|01005|460|438|000301000000000|VII|14
01|01005|460|438|000301000000000|VN|1103
01|01005|460|438|000301000000000|VR|36
01|01005|460|438|000501000000000|VB|8942
01|01005|460|438|000501000000000|VII|14
01|01005|460|438|000501000000000|VN|1043
01|01005|460|438|000501000000000|VR|33
01|01005|460|438|000801000000000|VB|6271
01|01005|460|438|000801000000000|VII|14
01|01005|460|438|000801000000000|VN|1039
01|01005|460|438|000801000000000|VR|34
01|01005|460|438|000901005000000|VB|11206
01|01005|460|438|000901005000000|VII|15
01|01005|460|438|000901005000000|VN|1012
01|01005|460|438|000901005000000|VR|35
01|01006|469|445|000100000000000|VB|3803
01|01006|469|445|000100000000000|VII|8
01|01006|469|445|000100000000000|VN|1151
01|01006|469|445|000100000000000|VR|40
01|01006|469|445|000201000000000|VB|4180
01|01006|469|445|000201000000000|VII|8
01|01006|469|445|000201000000000|VN|1110
01|01006|469|445|000201000000000|VR|43
01|01006|469|445|000301000000000|VB|4323
01|01006|469|445|000301000000000|VII|8
01|01006|469|445|000301000000000|VN|1155
01|01006|469|445|000301000000000|VR|37
01|01006|469|445|000501000000000|VB|8671
01|01006|469|445|000501000000000|VII|8
01|01006|469|445|000501000000000|VN|1062
01|01006|469|445|000501000000000|VR|34
01|01006|469|445|000801000000000|VB|5733
01|01006|469|445|000801000000000|VII|8
01|01006|469|445|000801000000000|VN|1065
01|01006|469|445|000801000000000|VR|42
01|01006|469|445|000901006000000|VB|7471
01|01006|469|445|000901006000000|VII|8
01|01006|469|445|000901006000000|VN|1050
01|01006|469|445|000901006000000|VR|43
01|01007|513|499|000100000000000|VB|4562
01|01007|513|499|000100000000000|VII|55
01|01007|513|499|000100000000000|VN|1292
01|01007|513|499|000100000000000|VR|52
01|01007|513|499|000201000000000|VB|5794
01|01007|513|499|000201000000000|VII|60
01|01007|513|499|000201000000000|VN|1223
01|01007|513|499|000201000000000|VR|50
01|01007|513|499|000301000000000|VB|6047
01|01007|513|499|000301000000000|VII|57
01|01007|513|499|000301000000000|VN|1237
01|01007|513|499|000301000000000|VR|54
01|01007|513|499|000501000000000|VB|11397
01|01007|513|499|000501000000000|VII|68
01|01007|513|499|000501000000000|VN|1160
01|01007|513|499|000501000000000|VR|48
01|01007|513|499|000801000000000|VB|8040
01|01007|513|499|000801000000000|VII|60
01|01007|513|499|000801000000000|VN|1176
01|01007|513|499|000801000000000|VR|48
01|01007|513|499|000901007000000|VB|13431
01|01007|513|499|000901007000000|VII|76
01|01007|513|499|000901007000000|VN|1156
01|01007|513|499|000901007000000|VR|68
01|01008|416|400|000100000000000|VB|3707
01|01008|416|400|000100000000000|VII|68
01|01008|416|400|000100000000000|VN|1220
01|01008|416|400|000100000000000|VR|45
01|01008|416|400|000201000000000|VB|5784
01|01008|416|400|000201000000000|VII|50
01|01008|416|400|000201000000000|VN|1098
01|01008|416|400|000201000000000|VR|41
01|01008|416|400|000301000000000|VB|6206
01|01008|416|400|000301000000000|VII|49
01|01008|416|400|000301000000000|VN|1077
01|01008|416|400|000301000000000|VR|42
01|01008|416|400|000501000000000|VB|9486
01|01008|416|400|000501000000000|VII|80
01|01008|416|400|000501000000000|VN|1078
01|01008|416|400|000501000000000|VR|52
01|01008|416|400|000801000000000|VB|7728
01|01008|416|400|000801000000000|VII|55
01|01008|416|400|000801000000000|VN|1058
01|01008|416|400|000801000000000|VR|47
01|01008|416|400|000901008000000|VB|8486
01|01008|416|400|000901008000000|VII|59
01|01008|416|400|000901008000000|VN|1095
01|01008|416|400|000901008000000|VR|50
01|01009|432|420|000100000000000|VB|3747
01|01009|432|420|000100000000000|VII|30
01|01009|432|420|000100000000000|VN|1236
01|01009|432|420|000100000000000|VR|27
01|01009|432|420|000201000000000|VB|5002
01|01009|432|420|000201000000000|VII|28
01|01009|432|420|000201000000000|VN|1161
01|01009|432|420|000201000000000|VR|26
01|01009|432|420|000301000000000|VB|5264
01|01009|432|420|000301000000000|VII|32
01|01009|432|420|000301000000000|VN|1157
01|01009|432|420|000301000000000|VR|25
01|01009|432|420|000501000000000|VB|9862
01|01009|432|420|000501000000000|VII|66
01|01009|432|420|000501000000000|VN|1137
01|01009|432|420|000501000000000|VR|29
01|01009|432|420|000801000000000|VB|6962
01|01009|432|420|000801000000000|VII|33
01|01009|432|420|000801000000000|VN|1148
01|01009|432|420|000801000000000|VR|24
01|01009|432|420|000901009000000|VB|8023
01|01009|432|420|000901009000000|VII|35
01|01009|432|420|000901009000000|VN|1143
01|01009|432|420|000901009000000|VR|32
01|01010|436|423|000100000000000|VB|3950
01|01010|436|423|000100000000000|VII|23
01|01010|436|423|000100000000000|VN|1331
01|01010|436|423|000100000000000|VR|64
01|01010|436|423|000201000000000|VB|4732
01|01010|436|423|000201000000000|VII|26
01|01010|436|423|000201000000000|VN|1269
01|01010|436|423|000201000000000|VR|50
01|01010|436|423|000301000000000|VB|5117
01|01010|436|423|000301000000000|VII|29
01|01010|436|423|000301000000000|VN|1261
01|01010|436|423|000301000000000|VR|60
01|01010|436|423|000501000000000|VB|9822
01|01010|436|423|000501000000000|VII|42
01|01010|436|423|000501000000000|VN|1212
01|01010|436|423|000501000000000|VR|78
01|01010|436|423|000801000000000|VB|6927
01|01010|436|423|000801000000000|VII|27
01|01010|436|423|000801000000000|VN|1229
01|01010|436|423|000801000000000|VR|65
01|01010|436|423|000901010000000|VB|8610
01|01010|436|423|000901010000000|VII|31
01|01010|436|423|000901010000000|VN|1211
01|01010|436|423|000901010000000|VR|75
01|01011|503|491|000100000000000|VB|4295
01|01011|503|491|000100000000000|VII|21
01|01011|503|491|000100000000000|VN|1513
01|01011|503|491|000100000000000|VR|42
01|01011|503|491|000201000000000|VB|4915
01|01011|503|491|000201000000000|VII|20
01|01011|503|491|000201000000000|VN|1449
01|01011|503|491|000201000000000|VR|36
01|01011|503|491|000301000000000|VB|5135
01|01011|503|491|000301000000000|VII|20
01|01011|503|491|000301000000000|VN|1427
01|01011|503|491|000301000000000|VR|36
01|01011|503|491|000501000000000|VB|10570
01|01011|503|491|000501000000000|VII|20
01|01011|503|491|000501000000000|VN|1357
01|01011|503|491|000501000000000|VR|35
01|01011|503|491|000801000000000|VB|7094
01|01011|503|491|000801000000000|VII|20
01|01011|503|491|000801000000000|VN|1338
01|01011|503|491|000801000000000|VR|36
01|01011|503|491|000901011000000|VB|8875
01|01011|503|491|000901011000000|VII|20
01|01011|503|491|000901011000000|VN|1350
01|01011|503|491|000901011000000|VR|43
01|01012|554|534|000100000000000|VB|4603
01|01012|554|534|000100000000000|VII|27
01|01012|554|534|000100000000000|VN|1481
01|01012|554|534|000100000000000|VR|32
01|01012|554|534|000201000000000|VB|5231
01|01012|554|534|000201000000000|VII|22
01|01012|554|534|000201000000000|VN|1450
01|01012|554|534|000201000000000|VR|33
01|01012|554|534|000301000000000|VB|5526
01|01012|554|534|000301000000000|VII|23
01|01012|554|534|000301000000000|VN|1454
01|01012|554|534|000301000000000|VR|33
01|01012|554|534|000501000000000|VB|11128
01|01012|554|534|000501000000000|VII|30
01|01012|554|534|000501000000000|VN|1438
01|01012|554|534|000501000000000|VR|34
01|01012|554|534|000801000000000|VB|7474
01|01012|554|534|000801000000000|VII|32
01|01012|554|534|000801000000000|VN|1376
01|01012|554|534|000801000000000|VR|35
01|01012|554|534|000901012000000|VB|13670
01|01012|554|534|000901012000000|VII|43
01|01012|554|534|000901012000000|VN|1336
01|01012|554|534|000901012000000|VR|36
01|01013|640|609|000100000000000|VB|4704
01|01013|640|609|000100000000000|VII|16
01|01013|640|609|000100000000000|VN|1348
01|01013|640|609|000100000000000|VR|34
01|01013|640|609|000201000000000|VB|5500
01|01013|640|609|000201000000000|VII|13
01|01013|640|609|000201000000000|VN|1308
01|01013|640|609|000201000000000|VR|32
01|01013|640|609|000301000000000|VB|5588
01|01013|640|609|000301000000000|VII|14
01|01013|640|609|000301000000000|VN|1314
01|01013|640|609|000301000000000|VR|33
01|01013|640|609|000501000000000|VB|11243
01|01013|640|609|000501000000000|VII|14
01|01013|640|609|000501000000000|VN|1224
01|01013|640|609|000501000000000|VR|30
01|01013|640|609|000801000000000|VB|7199
01|01013|640|609|000801000000000|VII|12
01|01013|640|609|000801000000000|VN|1259
01|01013|640|609|000801000000000|VR|30
01|01013|640|609|000901013000000|VB|13193
01|01013|640|609|000901013000000|VII|13
01|01013|640|609|000901013000000|VN|1191
01|01013|640|609|000901013000000|VR|36
01|01014|615|598|000100000000000|VB|4014
01|01014|615|598|000100000000000|VII|26
01|01014|615|598|000100000000000|VN|1174
01|01014|615|598|000100000000000|VR|37
01|01014|615|598|000201000000000|VB|4995
01|01014|615|598|000201000000000|VII|21
01|01014|615|598|000201000000000|VN|1216
01|01014|615|598|000201000000000|VR|30
01|01014|615|598|000301000000000|VB|5221
01|01014|615|598|000301000000000|VII|21
01|01014|615|598|000301000000000|VN|1208
01|01014|615|598|000301000000000|VR|33
01|01014|615|598|000501000000000|VB|10447
01|01014|615|598|000501000000000|VII|22
01|01014|615|598|000501000000000|VN|1094
01|01014|615|598|000501000000000|VR|32
01|01014|615|598|000801000000000|VB|6760
01|01014|615|598|000801000000000|VII|22
01|01014|615|598|000801000000000|VN|1115
01|01014|615|598|000801000000000|VR|30
01|01014|615|598|000901014000000|VB|8052
01|01014|615|598|000901014000000|VII|41
01|01014|615|598|000901014000000|VN|1090
01|01014|615|598|000901014000000|VR|38
01|01015|485|470|000100000000000|VB|4373
01|01015|485|470|000100000000000|VII|16
01|01015|485|470|000100000000000|VN|1323
01|01015|485|470|000100000000000|VR|61
01|01015|485|470|000201000000000|VB|4823
01|01015|485|470|000201000000000|VII|17
01|01015|485|470|000201000000000|VN|1312
01|01015|485|470|000201000000000|VR|59
01|01015|485|470|000301000000000|VB|5069
01|01015|485|470|000301000000000|VII|18
01|01015|485|470|000301000000000|VN|1309
01|01015|485|470|000301000000000|VR|57
01|01015|485|470|000501000000000|VB|9413
01|01015|485|470|000501000000000|VII|16
01|01015|485|470|000501000000000|VN|1233
01|01015|485|470|000501000000000|VR|58
01|01015|485|470|000801000000000|VB|6654
01|01015|485|470|000801000000000|VII|17
01|01015|485|470|000801000000000|VN|1218
01|01015|485|470|000801000000000|VR|59
01|01015|485|470|000901015000000|VB|8810
01|01015|485|470|000901015000000|VII|19
01|01015|485|470|000901015000000|VN|1261
01|01015|485|470|000901015000000|VR|74
02|000602000010000|13048|11097|000602000010000|CSCCC|2117
02|000602000010000|13048|11097|000602000010000|VB|206956
02|000602000010000|13048|11097|000602000010000|VII|1636
02|000602000010000|13048|11097|000602000010000|VN|18905
02|000602000010000|13048|11097|000602000010000|VR|1268
02|000602000040000|1600|1488|000602000040000|CSCCC|372
02|000602000040000|1600|1488|000602000040000|VB|28591
02|000602000040000|1600|1488|000602000040000|VII|61
02|000602000040000|1600|1488|000602000040000|VN|2255
02|000602000040000|1600|1488|000602000040000|VR|59
02|000602000050000|3608|3188|000602000050000|CSCCC|740
02|000602000050000|3608|3188|000602000050000|VB|74643
02|000602000050000|3608|3188|000602000050000|VII|433
02|000602000050000|3608|3188|000602000050000|VN|6699
02|000602000050000|3608|3188|000602000050000|VR|298
02|000602000070000|833|751|000602000070000|CSCCC|192
02|000602000070000|833|751|000602000070000|VB|18981
02|000602000070000|833|751|000602000070000|VII|26
02|000602000070000|833|751|000602000070000|VN|1395
02|000602000070000|833|751|000602000070000|VR|58
02|000702000020000|1825|1679|000702000020000|CSCCC|370
02|000702000020000|1825|1679|000702000020000|VB|39014
02|000702000020000|1825|1679|000702000020000|VII|83
02|000702000020000|1825|1679|000702000020000|VN|2690
02|000702000020000|1825|1679|000702000020000|VR|85
02|000702000030000|13187|11351|000702000030000|CSCCC|2523
02|000702000030000|13187|11351|000702000030000|VB|213204
02|000702000030000|13187|11351|000702000030000|VII|2148
02|000702000030000|13187|11351|000702000030000|VN|17182
02|000702000030000|13187|11351|000702000030000|VR|1002
02|000702000060000|1920|1777|000702000060000|CSCCC|567
02|000702000060000|1920|1777|000702000060000|VB|43798
02|000702000060000|1920|1777|000702000060000|VII|215
02|000702000060000|1920|1777|000702000060000|VN|3607
02|000702000060000|1920|1777|000702000060000|VR|131
02|000702000080000|1683|1125|000702000080000|CSCCC|381
02|000702000080000|1683|1125|000702000080000|VB|15251
02|000702000080000|1683|1125|000702000080000|VII|175
02|000702000080000|1683|1125|000702000080000|VN|2062
02|000702000080000|1683|1125|000702000080000|VR|127
02|02001|46|44|000100000000000|CSCCC|20
02|02001|46|44|000100000000000|VB|501
02|02001|46|44|000100000000000|VII|0
02|02001|46|44|000100000000000|VN|60
02|02001|46|44|000100000000000|VR|1
02|02001|46|44|000302000000000|CSCCC|12
02|02001|46|44|000302000000000|VB|912
02|02001|46|44|000302000000000|VII|2
02|02001|46|44|000302000000000|VN|60
02|02001|46|44|000302000000000|VR|1
02|02001|46|44|000402000000000|CSCCC|12
02|02001|46|44|000402000000000|VB|767
02|02001|46|44|000402000000000|VII|3
02|02001|46|44|000402000000000|VN|58
02|02001|46|44|000402000000000|VR|1
02|02001|46|44|001002001000000|CSCCC|12
02|02001|46|44|001002001000000|VB|600
02|02001|46|44|001002001000000|VII|3
02|02001|46|44|001002001000000|VN|58
02|02001|46|44|001002001000000|VR|1
02|02002|30|29|000100000000000|CSCCC|19
02|02002|30|29|000100000000000|VB|407
02|02002|30|29|000100000000000|VII|1
02|02002|30|29|000100000000000|VN|19
02|02002|30|29|000100000000000|VR|0
02|02002|30|29|000302000000000|CSCCC|19
02|02002|30|29|000302000000000|VB|683
02|02002|30|29|000302000000000|VII|1
02|02002|30|29|000302000000000|VN|21
02|02002|30|29|000302000000000|VR|0
02|02002|30|29|000402000000000|CSCCC|19
02|02002|30|29|000402000000000|VB|590
02|02002|30|29|000402000000000|VII|1
02|02002|30|29|000402000000000|VN|20
02|02002|30|29|000402000000000|VR|0
02|02002|30|29|001002002000000|CSCCC|17
02|02002|30|29|001002002000000|VB|456
02|02002|30|29|001002002000000|VII|1
02|02002|30|29|001002002000000|VN|20
02|02002|30|29|001002002000000|VR|0
02|02003|1294|1156|000100000000000|CSCCC|183
02|02003|1294|1156|000100000000000|VB|9052
02|02003|1294|1156|000100000000000|VII|78
02|02003|1294|1156|000100000000000|VN|2296
02|02003|1294|1156|000100000000000|VR|85
02|02003|1294|1156|000302000000000|CSCCC|260
02|02003|1294|1156|000302000000000|VB|23111
02|02003|1294|1156|000302000000000|VII|77
02|02003|1294|1156|000302000000000|VN|2386
02|02003|1294|1156|000302000000000|VR|86
02|02003|1294|1156|000402000000000|CSCCC|261
02|02003|1294|1156|000402000000000|VB|18241
02|02003|1294|1156|000402000000000|VII|109
02|02003|1294|1156|000402000000000|VN|2297
02|02003|1294|1156|000402000000000|VR|87
02|02003|1294|1156|001002003000000|CSCCC|271
02|02003|1294|1156|001002003000000|VB|21359
02|02003|1294|1156|001002003000000|VII|111
02|02003|1294|1156|001002003000000|VN|2352
02|02003|1294|1156|001002003000000|VR|90
02|02004|860|773|000100000000000|CSCCC|252
02|02004|860|773|000100000000000|VB|5017
02|02004|860|773|000100000000000|VII|43
02|02004|860|773|000100000000000|VN|1003
02|02004|860|773|000100000000000|VR|34
02|02004|860|773|000302000000000|CSCCC|239
02|02004|860|773|000302000000000|VB|12180
02|02004|860|773|000302000000000|VII|41
02|02004|860|773|000302000000000|VN|997
02|02004|860|773|000302000000000|VR|36
02|02004|860|773|000402000000000|CSCCC|238
02|02004|860|773|000402000000000|VB|9603
02|02004|860|773|000402000000000|VII|52
02|02004|860|773|000402000000000|VN|1003
02|02004|860|773|000402000000000|VR|42
02|02004|860|773|001002004000000|CSCCC|270
02|02004|860|773|001002004000000|VB|13115
02|02004|860|773|001002004000000|VII|52
02|02004|860|773|001002004000000|VN|1031
02|02004|860|773|001002004000000|VR|37
02|02005|60|55|000100000000000|CSCCC|15
02|02005|60|55|000100000000000|VB|663
02|02005|60|55|000100000000000|VII|4
02|02005|60|55|000100000000000|VN|68
02|02005|60|55|000100000000000|VR|0
02|02005|60|55|000302000000000|CSCCC|12
02|02005|60|55|000302000000000|VB|1461
02|02005|60|55|000302000000000|VII|4
02|02005|60|55|000302000000000|VN|58
02|02005|60|55|000302000000000|VR|0
02|02005|60|55|000402000000000|CSCCC|12
02|02005|60|55|000402000000000|VB|1207
02|02005|60|55|000402000000000|VII|4
02|02005|60|55|000402000000000|VN|60
02|02005|60|55|000402000000000|VR|0
02|02005|60|55|001002005000000|CSCCC|8
02|02005|60|55|001002005000000|VB|923
02|02005|60|55|001002005000000|VII|4
02|02005|60|55|001002005000000|VN|59
02|02005|60|55|001002005000000|VR|0
02|02006|173|157|000100000000000|CSCCC|24
02|02006|173|157|000100000000000|VB|1873
02|02006|173|157|000100000000000|VII|2
02|02006|173|157|000100000000000|VN|460
02|02006|173|157|000100000000000|VR|5
02|02006|173|157|000302000000000|CSCCC|23
02|02006|173|157|000302000000000|VB|4095
02|02006|173|157|000302000000000|VII|2
02|02006|173|157|000302000000000|VN|412
02|02006|173|157|000302000000000|VR|5
02|02006|173|157|000402000000000|CSCCC|23
02|02006|173|157|000402000000000|VB|3159
02|02006|173|157|000402000000000|VII|2
02|02006|173|157|000402000000000|VN|420
02|02006|173|157|000402000000000|VR|5
02|02006|173|157|001002006000000|CSCCC|23
02|02006|173|157|001002006000000|VB|2643
02|02006|173|157|001002006000000|VII|3
02|02006|173|157|001002006000000|VN|486
02|02006|173|157|001002006000000|VR|4
02|02007|734|661|000100000000000|CSCCC|173
02|02007|734|661|000100000000000|VB|6126
02|02007|734|661|000100000000000|VII|135
02|02007|734|661|000100000000000|VN|1908
02|02007|734|661|000100000000000|VR|53
02|02007|734|661|000302000000000|CSCCC|158
02|02007|734|661|000302000000000|VB|17312
02|02007|734|661|000302000000000|VII|134
02|02007|734|661|000302000000000|VN|1774
02|02007|734|661|000302000000000|VR|47
02|02007|734|661|000402000000000|CSCCC|158
02|02007|734|661|000402000000000|VB|10530
02|02007|734|661|000402000000000|VII|149
02|02007|734|661|000402000000000|VN|1780
02|02007|734|661|000402000000000|VR|46
02|02007|734|661|001002007000000|CSCCC|157
02|02007|734|661|001002007000000|VB|19244
02|02007|734|661|001002007000000|VII|222
02|02007|734|661|001002007000000|VN|1753
02|02007|734|661|001002007000000|VR|50
02|02008|116|105|000100000000000|CSCCC|24
02|02008|116|105|000100000000000|VB|1394
02|02008|116|105|000100000000000|VII|8
02|02008|116|105|000100000000000|VN|212
02|02008|116|105|000100000000000|VR|2
02|02008|116|105|000302000000000|CSCCC|19
02|02008|116|105|000302000000000|VB|2948
02|02008|116|105|000302000000000|VII|8
02|02008|116|105|000302000000000|VN|201
02|02008|116|105|000302000000000|VR|2
02|02008|116|105|000402000000000|CSCCC|19
02|02008|116|105|000402000000000|VB|2316
02|02008|116|105|000402000000000|VII|8
02|02008|116|105|000402000000000|VN|190
02|02008|116|105|000402000000000|VR|2
02|02008|116|105|001002008000000|CSCCC|19
02|02008|116|105|001002008000000|VB|1658
02|02008|116|105|001002008000000|VII|8
02|02008|116|105|001002008000000|VN|242
02|02008|116|105|001002008000000|VR|3
02|02009|89|83|000100000000000|CSCCC|8
02|02009|89|83|000100000000000|VB|1158
02|02009|89|83|000100000000000|VII|0
02|02009|89|83|000100000000000|VN|180
02|02009|89|83|000100000000000|VR|14
02|02009|89|83|000302000000000|CSCCC|8
02|02009|89|83|000302000000000|VB|2207
02|02009|89|83|000302000000000|VII|0
02|02009|89|83|000302000000000|VN|169
02|02009|89|83|000302000000000|VR|14
02|02009|89|83|000402000000000|CSCCC|8
02|02009|89|83|000402000000000|VB|1836
02|02009|89|83|000402000000000|VII|0
02|02009|89|83|000402000000000|VN|169
02|02009|89|83|000402000000000|VR|15
02|02009|89|83|001002009000000|CSCCC|8
02|02009|89|83|001002009000000|VB|1113
02|02009|89|83|001002009000000|VII|0
02|02009|89|83|001002009000000|VN|199
02|02009|89|83|001002009000000|VR|18
02|02010|75|69|000100000000000|CSCCC|17
02|02010|75|69|000100000000000|VB|714
02|02010|75|69|000100000000000|VII|1
02|02010|75|69|000100000000000|VN|76
02|02010|75|69|000100000000000|VR|1
02|02010|75|69|000302000000000|CSCCC|17
02|02010|75|69|000302000000000|VB|1612
02|02010|75|69|000302000000000|VII|1
02|02010|75|69|000302000000000|VN|71
02|02010|75|69|000302000000000|VR|1
02|02010|75|69|000402000000000|CSCCC|17
02|02010|75|69|000402000000000|VB|1337
02|02010|75|69|000402000000000|VII|1
02|02010|75|69|000402000000000|VN|66
02|02010|75|69|000402000000000|VR|1
02|02010|75|69|001002010000000|CSCCC|17
02|02010|75|69|001002010000000|VB|1023
02|02010|75|69|001002010000000|VII|1
02|02010|75|69|001002010000000|VN|70
02|02010|75|69|001002010000000|VR|1
02|02011|769|651|000100000000000|CSCCC|164
02|02011|769|651|000100000000000|VB|5631
02|02011|769|651|000100000000000|VII|71
02|02011|769|651|000100000000000|VN|738
02|02011|769|651|000100000000000|VR|59
02|02011|769|651|000302000000000|CSCCC|200
02|02011|769|651|000302000000000|VB|14985
02|02011|769|651|000302000000000|VII|71
02|02011|769|651|000302000000000|VN|717
02|02011|769|651|000302000000000|VR|60
02|02011|769|651|000402000000000|CSCCC|178
02|02011|769|651|000402000000000|VB|11054
02|02011|769|651|000402000000000|VII|88
02|02011|769|651|000402000000000|VN|725
02|02011|769|651|000402000000000|VR|63
02|02011|769|651|001002011000000|CSCCC|184
02|02011|769|651|001002011000000|VB|13613
02|02011|769|651|001002011000000|VII|86
02|02011|769|651|001002011000000|VN|789
02|02011|769|651|001002011000000|VR|60
02|02012|233|202|000100000000000|CSCCC|99
02|02012|233|202|000100000000000|VB|1910
02|02012|233|202|000100000000000|VII|18
02|02012|233|202|000100000000000|VN|297
02|02012|233|202|000100000000000|VR|24
02|02012|233|202|000302000000000|CSCCC|134
02|02012|233|202|000302000000000|VB|3543
02|02012|233|202|000302000000000|VII|18
02|02012|233|202|000302000000000|VN|284
02|02012|233|202|000302000000000|VR|22
02|02012|233|202|000402000000000|CSCCC|119
02|02012|233|202|000402000000000|VB|2923
02|02012|233|202|000402000000000|VII|16
02|02012|233|202|000402000000000|VN|281
02|02012|233|202|000402000000000|VR|22
02|02012|233|202|001002012000000|CSCCC|121
02|02012|233|202|001002012000000|VB|3370
02|02012|233|202|001002012000000|VII|17
02|02012|233|202|001002012000000|VN|285
02|02012|233|202|001002012000000|VR|24
02|02013|97|92|000100000000000|CSCCC|44
02|02013|97|92|000100000000000|VB|989
02|02013|97|92|000100000000000|VII|8
02|02013|97|92|000100000000000|VN|134
02|02013|97|92|000100000000000|VR|12
02|02013|97|92|000302000000000|CSCCC|37
02|02013|97|92|000302000000000|VB|2119
02|02013|97|92|000302000000000|VII|8
02|02013|97|92|000302000000000|VN|135
02|02013|97|92|000302000000000|VR|12
02|02013|97|92|000402000000000|CSCCC|37
02|02013|97|92|000402000000000|VB|1356
02|02013|97|92|000402000000000|VII|8
02|02013|97|92|000402000000000|VN|155
02|02013|97|92|000402000000000|VR|13
02|02013|97|92|001002013000000|CSCCC|37
02|02013|97|92|001002013000000|VB|1377
02|02013|97|92|001002013000000|VII|8
02|02013|97|92|001002013000000|VN|116
