CODIGO_DISTRITO|CODIGO_SECCION|CODIGO_CATEGORIA|CODIGO_AGRUPACION|CODIGO_LISTA|VOTOS_LISTA
01|01003|000801000000000|5|000801000000000.5.A.000801000000000.5|969
01|01003|000801000000000|87|000801000000000.87.A.000801000000000.87|3388
01|01003|000801000000000|87|000801000000000.87.B.000801000000000.87|5
01|01003|000801000000000|88|000801000000000.88.1A.000801000000000.88|186
01|01003|000901003000000|01-501|000901003000000.01-501.A.000901003000000.01-501|5734
01|01003|000901003000000|01-502|000901003000000.01-502.A.000901003000000.01-502|39847
01|01003|000901003000000|01-503|000901003000000.01-503.A.000901003000000.01-503|46032
01|01003|000901003000000|01-504|000901003000000.01-504.A.000901003000000.01-504|7745
01|01003|000901003000000|13|000901003000000.13.A.000901003000000.13|1161
01|01003|000901003000000|5|000901003000000.5.A.000901003000000.5|988
01|01004|000100000000000|13|000100000000000.13.A.000100000000000.13|1434
01|01004|000100000000000|131|000100000000000.131.A.000100000000000.131|1590
01|01004|000100000000000|132|000100000000000.132.A.000100000000000.132|434
01|01004|000100000000000|133|000100000000000.133.A.000100000000000.133|5649
01|01004|000100000000000|135|000100000000000.135.A.000100000000000.135|45728
01|01004|000100000000000|136|000100000000000.136.A.000100000000000.136|56199
01|01004|000100000000000|137|000100000000000.137.A.000100000000000.137|10344
01|01004|000100000000000|36|000100000000000.36.A.000100000000000.36|194
01|01004|000100000000000|57|000100000000000.57.A.000100000000000.57|229
01|01004|000100000000000|87|000100000000000.87.A.000100000000000.87|4005
01|01004|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1417
01|01004|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|440
01|01004|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|356
01|01004|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5851
01|01004|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|53199
01|01004|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|46663
01|01004|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9112
01|01004|000201000000000|13|000201000000000.13.A.000201000000000.13|1267
01|01004|000201000000000|5|000201000000000.5.A.000201000000000.5|982
01|01004|000201000000000|86|000201000000000.86.A.000201000000000.86|237
01|01004|000201000000000|87|000201000000000.87.A.000201000000000.87|3591
01|01004|000201000000000|88|000201000000000.88.1A.000201000000000.88|201
01|01004|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|1709
01|01004|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|426
01|01004|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|357
01|01004|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6251
01|01004|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|52497
01|01004|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|46152
01|01004|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9086
01|01004|000301000000000|13|000301000000000.13.A.000301000000000.13|1269
01|01004|000301000000000|5|000301000000000.5.A.000301000000000.5|985
01|01004|000301000000000|86|000301000000000.86.A.000301000000000.86|246
01|01004|000301000000000|87|000301000000000.87.A.000301000000000.87|3554
01|01004|000301000000000|88|000301000000000.88.1A.000301000000000.88|209
01|01004|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1325
01|01004|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5661
01|01004|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|53250
01|01004|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|47674
01|01004|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8742
01|01004|000501000000000|13|000501000000000.13.A.000501000000000.13|1236
01|01004|000501000000000|87|000501000000000.87.B.000501000000000.87|44
01|01004|000501000000000|88|000501000000000.88.1A.000501000000000.88|216
01|01004|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1366
01|01004|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5877
01|01004|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|52833
01|01004|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|46662
01|01004|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8527
01|01004|000801000000000|13|000801000000000.13.A.000801000000000.13|1266
01|01004|000801000000000|5|000801000000000.5.A.000801000000000.5|990
01|01004|000801000000000|87|000801000000000.87.A.000801000000000.87|3445
01|01004|000801000000000|87|000801000000000.87.B.000801000000000.87|12
01|01004|000801000000000|88|000801000000000.88.1A.000801000000000.88|226
01|01004|000901004000000|01-501|000901004000000.01-501.A.000901004000000.01-501|5917
01|01004|000901004000000|01-502|000901004000000.01-502.A.000901004000000.01-502|51574
01|01004|000901004000000|01-502|000901004000000.01-502.B.000901004000000.01-502|1481
01|01004|000901004000000|01-503|000901004000000.01-503.A.000901004000000.01-503|46574
01|01004|000901004000000|01-504|000901004000000.01-504.A.000901004000000.01-504|8566
01|01004|000901004000000|13|000901004000000.13.A.000901004000000.13|1313
01|01004|000901004000000|5|000901004000000.5.A.000901004000000.5|988
01|01004|000901004000000|88|000901004000000.88.1A.000901004000000.88|233
01|01005|000100000000000|13|000100000000000.13.A.000100000000000.13|1599
01|01005|000100000000000|131|000100000000000.131.A.000100000000000.131|1217
01|01005|000100000000000|132|000100000000000.132.A.000100000000000.132|329
01|01005|000100000000000|133|000100000000000.133.A.000100000000000.133|5543
01|01005|000100000000000|135|000100000000000.135.A.000100000000000.135|46502
01|01005|000100000000000|136|000100000000000.136.A.000100000000000.136|42042
01|01005|000100000000000|137|000100000000000.137.A.000100000000000.137|10678
01|01005|000100000000000|36|000100000000000.36.A.000100000000000.36|158
01|01005|000100000000000|57|000100000000000.57.A.000100000000000.57|145
01|01005|000100000000000|87|000100000000000.87.A.000100000000000.87|4127
01|01005|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1790
01|01005|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|320
01|01005|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|231
01|01005|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5977
01|01005|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|40411
01|01005|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|47593
01|01005|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9131
01|01005|000201000000000|13|000201000000000.13.A.000201000000000.13|1350
01|01005|000201000000000|5|000201000000000.5.A.000201000000000.5|823
01|01005|000201000000000|86|000201000000000.86.A.000201000000000.86|96
01|01005|000201000000000|87|000201000000000.87.A.000201000000000.87|3660
01|01005|000201000000000|88|000201000000000.88.1A.000201000000000.88|138
01|01005|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2324
01|01005|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|315
01|01005|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|230
01|01005|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6806
01|01005|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|39470
01|01005|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|47062
01|01005|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9130
01|01005|000301000000000|13|000301000000000.13.A.000301000000000.13|1312
01|01005|000301000000000|5|000301000000000.5.A.000301000000000.5|835
01|01005|000301000000000|86|000301000000000.86.A.000301000000000.86|96
01|01005|000301000000000|87|000301000000000.87.A.000301000000000.87|3634
01|01005|000301000000000|88|000301000000000.88.1A.000301000000000.88|140
01|01005|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1716
01|01005|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5810
01|01005|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|40560
01|01005|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|48642
01|01005|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|8880
01|01005|000501000000000|13|000501000000000.13.A.000501000000000.13|1284
01|01005|000501000000000|87|000501000000000.87.B.000501000000000.87|41
01|01005|000501000000000|88|000501000000000.88.1A.000501000000000.88|141
01|01005|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1752
01|01005|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|6346
01|01005|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|39856
01|01005|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|47659
01|01005|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|8610
01|01005|000801000000000|13|000801000000000.13.A.000801000000000.13|1316
01|01005|000801000000000|5|000801000000000.5.A.000801000000000.5|812
01|01005|000801000000000|87|000801000000000.87.A.000801000000000.87|3502
01|01005|000801000000000|87|000801000000000.87.B.000801000000000.87|23
01|01005|000801000000000|88|000801000000000.88.1A.000801000000000.88|158
01|01005|000901005000000|01-501|000901005000000.01-501.A.000901005000000.01-501|6352
01|01005|000901005000000|01-502|000901005000000.01-502.A.000901005000000.01-502|39945
01|01005|000901005000000|01-503|000901005000000.01-503.A.000901005000000.01-503|47716
01|01005|000901005000000|01-504|000901005000000.01-504.A.000901005000000.01-504|8666
01|01005|000901005000000|13|000901005000000.13.A.000901005000000.13|1369
01|01005|000901005000000|5|000901005000000.5.A.000901005000000.5|798
01|01006|000100000000000|13|000100000000000.13.A.000100000000000.13|1654
01|01006|000100000000000|131|000100000000000.131.A.000100000000000.131|1035
01|01006|000100000000000|132|000100000000000.132.A.000100000000000.132|267
01|01006|000100000000000|133|000100000000000.133.A.000100000000000.133|5032
01|01006|000100000000000|135|000100000000000.135.A.000100000000000.135|55593
01|01006|000100000000000|136|000100000000000.136.A.000100000000000.136|36967
01|01006|000100000000000|137|000100000000000.137.A.000100000000000.137|11548
01|01006|000100000000000|36|000100000000000.36.A.000100000000000.36|90
01|01006|000100000000000|57|000100000000000.57.A.000100000000000.57|114
01|01006|000100000000000|87|000100000000000.87.A.000100000000000.87|4525
01|01006|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|2031
01|01006|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|267
01|01006|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|213
01|01006|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5580
01|01006|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|35432
01|01006|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|57097
01|01006|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|9685
01|01006|000201000000000|13|000201000000000.13.A.000201000000000.13|1359
01|01006|000201000000000|5|000201000000000.5.A.000201000000000.5|784
01|01006|000201000000000|86|000201000000000.86.A.000201000000000.86|89
01|01006|000201000000000|87|000201000000000.87.A.000201000000000.87|3876
01|01006|000201000000000|88|000201000000000.88.1A.000201000000000.88|90
01|01006|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2735
01|01006|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|265
01|01006|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|217
01|01006|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6336
01|01006|000301000000000|01-502|000301000000000.01-502.A.000301000000000.01-502|34528
01|01006|000301000000000|01-503|000301000000000.01-503.A.000301000000000.01-503|56375
01|01006|000301000000000|01-504|000301000000000.01-504.A.000301000000000.01-504|9696
01|01006|000301000000000|13|000301000000000.13.A.000301000000000.13|1312
01|01006|000301000000000|5|000301000000000.5.A.000301000000000.5|789
01|01006|000301000000000|86|000301000000000.86.A.000301000000000.86|98
01|01006|000301000000000|87|000301000000000.87.A.000301000000000.87|3841
01|01006|000301000000000|88|000301000000000.88.1A.000301000000000.88|99
01|01006|000501000000000|01-187|000501000000000.01-187.A.000501000000000.01-187|1892
01|01006|000501000000000|01-501|000501000000000.01-501.A.000501000000000.01-501|5303
01|01006|000501000000000|01-502|000501000000000.01-502.A.000501000000000.01-502|35832
01|01006|000501000000000|01-503|000501000000000.01-503.A.000501000000000.01-503|58187
01|01006|000501000000000|01-504|000501000000000.01-504.A.000501000000000.01-504|9382
01|01006|000501000000000|13|000501000000000.13.A.000501000000000.13|1281
01|01006|000501000000000|87|000501000000000.87.B.000501000000000.87|83
01|01006|000501000000000|88|000501000000000.88.1A.000501000000000.88|92
01|01006|000801000000000|01-187|000801000000000.01-187.A.000801000000000.01-187|1990
01|01006|000801000000000|01-501|000801000000000.01-501.A.000801000000000.01-501|5819
01|01006|000801000000000|01-502|000801000000000.01-502.A.000801000000000.01-502|35130
01|01006|000801000000000|01-503|000801000000000.01-503.A.000801000000000.01-503|57079
01|01006|000801000000000|01-504|000801000000000.01-504.A.000801000000000.01-504|9158
01|01006|000801000000000|13|000801000000000.13.A.000801000000000.13|1324
01|01006|000801000000000|5|000801000000000.5.A.000801000000000.5|778
01|01006|000801000000000|87|000801000000000.87.A.000801000000000.87|3734
01|01006|000801000000000|87|000801000000000.87.B.000801000000000.87|19
01|01006|000801000000000|88|000801000000000.88.1A.000801000000000.88|95
01|01006|000901006000000|01-501|000901006000000.01-501.A.000901006000000.01-501|6023
01|01006|000901006000000|01-502|000901006000000.01-502.A.000901006000000.01-502|35023
01|01006|000901006000000|01-503|000901006000000.01-503.A.000901006000000.01-503|57076
01|01006|000901006000000|01-504|000901006000000.01-504.A.000901006000000.01-504|9183
01|01006|000901006000000|13|000901006000000.13.A.000901006000000.13|1359
01|01006|000901006000000|5|000901006000000.5.A.000901006000000.5|760
01|01006|000901006000000|87|000901006000000.87.A.000901006000000.87|3753
01|01006|000901006000000|88|000901006000000.88.1A.000901006000000.88|110
01|01007|000100000000000|13|000100000000000.13.A.000100000000000.13|1623
01|01007|000100000000000|131|000100000000000.131.A.000100000000000.131|1424
01|01007|000100000000000|132|000100000000000.132.A.000100000000000.132|353
01|01007|000100000000000|133|000100000000000.133.A.000100000000000.133|5140
01|01007|000100000000000|135|000100000000000.135.A.000100000000000.135|52353
01|01007|000100000000000|136|000100000000000.136.A.000100000000000.136|47153
01|01007|000100000000000|137|000100000000000.137.A.000100000000000.137|12541
01|01007|000100000000000|36|000100000000000.36.A.000100000000000.36|161
01|01007|000100000000000|57|000100000000000.57.A.000100000000000.57|178
01|01007|000100000000000|87|000100000000000.87.A.000100000000000.87|5007
01|01007|000201000000000|01-187|000201000000000.01-187.A.000201000000000.01-187|1807
01|01007|000201000000000|01-262|000201000000000.01-262.A.000201000000000.01-262|359
01|01007|000201000000000|01-343|000201000000000.01-343.A.000201000000000.01-343|277
01|01007|000201000000000|01-501|000201000000000.01-501.A.000201000000000.01-501|5515
01|01007|000201000000000|01-502|000201000000000.01-502.A.000201000000000.01-502|45230
01|01007|000201000000000|01-503|000201000000000.01-503.A.000201000000000.01-503|53683
01|01007|000201000000000|01-504|000201000000000.01-504.A.000201000000000.01-504|10730
01|01007|000201000000000|13|000201000000000.13.A.000201000000000.13|1392
01|01007|000201000000000|5|000201000000000.5.A.000201000000000.5|959
01|01007|000201000000000|86|000201000000000.86.A.000201000000000.86|166
01|01007|000201000000000|87|000201000000000.87.A.000201000000000.87|4398
01|01007|000201000000000|88|000201000000000.88.1A.000201000000000.88|151
01|01007|000301000000000|01-187|000301000000000.01-187.A.000301000000000.01-187|2333
01|01007|000301000000000|01-262|000301000000000.01-262.A.000301000000000.01-262|376
01|01007|000301000000000|01-343|000301000000000.01-343.A.000301000000000.01-343|286
01|01007|000301000000000|01-501|000301000000000.01-501.A.000301000000000.01-501|6242
